Cycle	Now Cost	Average Cost	Number of Replication

0	491	491.0	416
1	219	355.0	404
2	110	273.3333333333333	288
3	107	231.75	288
4	76	200.6	232
5	283	214.33333333333334	316
6	172	208.28571428571428	304
7	122	197.5	296
8	142	191.33333333333334	328
9	119	184.1	316
10	308	195.36363636363637	396
11	165	192.83333333333334	372
12	110	186.46153846153845	284
13	137	182.92857142857142	276
14	83	176.26666666666668	220
15	177	176.3125	252
16	160	175.35294117647058	316
17	138	173.27777777777777	232
18	93	169.05263157894737	200
19	74	164.3	164
20	120	162.1904761904762	152
21	122	160.36363636363637	172
22	104	157.91304347826087	120
23	53	153.54166666666666	104
24	53	149.52	104
25	83	146.96153846153845	76
26	54	143.5185185185185	84
27	58	140.46428571428572	52
28	62	137.75862068965517	52
29	35	134.33333333333334	28
30	57	131.83870967741936	40
31	66	129.78125	52
32	25	126.60606060606061	36
33	20	123.47058823529412	16
34	19	120.48571428571428	16
35	43	118.33333333333333	24
36	3618	212.9189189189189	17
37	46	208.52631578947367	24
38	53	204.53846153846155	16
39	19	199.9	12
40	46	196.14634146341464	20
41	2353	247.5	27
42	29	242.41860465116278	16
43	71	238.52272727272728	28
44	12	233.48888888888888	8
45	25	228.95652173913044	12
46	2425	275.6808510638298	11
47	15	270.25	12
48	20	265.14285714285717	16
49	11	260.06	8
50	1	254.98039215686273	4
51	8	250.23076923076923	8
52	0	245.50943396226415	0
53	16	241.25925925925927	12
54	0	236.87272727272727	0
55	10	232.82142857142858	4
56	0	228.73684210526315	0
57	10	224.9655172413793	8
58	0	221.15254237288136	0
59	21	217.81666666666666	8
60	8796	358.44262295081967	17
61	8	352.7903225806452	8
62	0	347.1904761904762	0
63	30	342.234375	8
64	0	336.96923076923076	0
65	1403	353.1212121212121	2
66	321	352.64179104477614	5
67	2929	390.52941176470586	4
68	1175	401.8985507246377	9
69	0	396.15714285714284	0
70	6874	487.3943661971831	9
71	0	480.625	0
72	28	474.4246575342466	4
73	0	468.0135135135135	0
74	3504	508.49333333333334	4
75	8597	614.921052631579	13
76	1192	622.4155844155844	5
77	1860	638.2820512820513	6
78	1237	645.8607594936709	6
79	485	643.85	5
80	3941	684.5555555555555	16
81	823	686.2439024390244	5
82	3361	718.4698795180723	6
83	6	709.9880952380952	4
84	0	701.635294117647	0
85	5101	752.7906976744187	13
86	2731	775.528735632184	3
87	0	766.7159090909091	0
88	882	768.0112359550562	1
89	2050	782.2555555555556	3
90	5950	839.0439560439561	12
91	700	837.5326086956521	9
92	441	833.2688172043011	5
93	17	824.5851063829788	4
94	1672	833.5052631578948	2
95	0	824.8229166666666	0
96	0	816.319587628866	0
97	2997	838.5714285714286	4
98	942	839.6161616161617	5
99	0	831.22	0
100	7098	893.2673267326733	10
101	2190	905.9803921568628	4
