cycle	Ave: occupancy
0	1.0
1	1.0
2	1.0
3	1.0
4	0.9998
5	0.9998
6	0.9997000000000001
7	0.9989500000000009
8	0.998750000000001
9	0.9985500000000012
10	0.9978000000000015
11	0.9963500000000008
12	0.995525000000001
13	0.9941750000000001
14	0.9929000000000008
15	0.9901500000000025
16	0.9875500000000037
17	0.986125000000004
18	0.9848250000000046
19	0.9834750000000051
20	0.9814000000000057
21	0.9798500000000062
22	0.9776750000000068
23	0.9759250000000074
24	0.9740500000000081
25	0.9722500000000087
26	0.9695500000000092
27	0.9667500000000094
28	0.9645927036481852
29	0.9615942028985601
30	0.9585207396301924
31	0.9541479260369898
32	0.9498500749625273
33	0.9461019490254962
34	0.9424787606196984
35	0.9389305347326421
36	0.9357071464267948
37	0.9330334832583793
38	0.929310344827594
39	0.9259120439780187
40	0.9226386806596775
41	0.9181909045477337
42	0.9150674662668741
43	0.9120189905047549
44	0.9079210394802676
45	0.9029235382308924
46	0.8992503748126008
47	0.8946776611694222
48	0.8911044477761184
49	0.8864817591204458
50	0.881834082958526
51	0.8760369815092481
52	0.8719640179910068
53	0.8675412293853085
54	0.8620689655172427
55	0.8574212893553222
56	0.8527986006996491
57	0.8491004497751105
58	0.8448025987006474
59	0.8408795602198876
60	0.8359320339830065
61	0.8319840079959993
62	0.8293353323338306
63	0.827236381809093
64	0.8255622188905524
65	0.8248375812093931
66	0.8235382308845566
67	0.8229385307346327
68	0.8224387806096943
69	0.8218890554722638
70	0.8202648675662162
71	0.8201399300349818
72	0.8174912543728118
73	0.8160919540229861
74	0.8153423288355791
75	0.8139930034982484
76	0.8127436281859043
77	0.8121439280359798
78	0.8118440779610168
79	0.8117441279360292
80	0.8121939030484727
81	0.8119999999999976
82	0.8127999999999974
83	0.8135999999999982
84	0.8146749999999987
85	0.815425000000001
86	0.8167000000000016
87	0.8187000000000019
88	0.8184750000000012
89	0.8194250000000008
90	0.8196250000000008
91	0.8191154422788606
92	0.8195902048975517
93	0.8205647176411802
94	0.8205647176411794
95	0.8222138930534729
96	0.8231884057971008
97	0.823663168415792
98	0.8244627686156919
99	0.8252373813093453
100	0.8261369315342334
101	0.8278110944527743
102	0.8295102448775618
103	0.8311094452773611
104	0.8335332333833085
105	0.8355144855144864
106	0.8376123876123888
107	0.8386113886113888
108	0.8416083916083917
109	0.8425824175824177
110	0.8451048951048952
111	0.8468297553669493
112	0.8492261607588619
113	0.8518971542685976
114	0.8531952071892165
115	0.854967548676985
