Cycle	Now Cost	Total Cost

0	0	0
1	0	0
2	0	0
3	140	140
4	0	140
5	162	302
6	0	302
7	0	302
8	0	302
9	397	699
10	1678	2377
11	0	2377
12	1177	3554
13	0	3554
14	0	3554
15	229	3783
16	141	3924
17	117	4041
18	784	4825
19	229	5054
20	0	5054
21	105	5159
22	142	5301
23	236	5537
24	550	6087
25	1793	7880
26	1640	9520
27	780	10300
28	386	10686
29	462	11148
30	5659	16807
31	1142	17949
32	867	18816
33	34	18850
34	648	19498
35	455	19953
36	391	20344
37	690	21034
38	449	21483
39	294	21777
40	664	22441
41	803	23244
42	424	23668
43	1372	25040
44	235	25275
45	2402	27677
46	420	28097
47	325	28422
48	962	29384
49	891	30275
50	153	30428
51	1404	31832
52	410	32242
53	750	32992
54	535	33527
55	629	34156
56	434	34590
57	549	35139
58	670	35809
59	914	36723
60	609	37332
61	434	37766
62	1827	39593
63	1085	40678
64	1383	42061
65	10883	52944
66	2124	55068
67	1407	56475
68	1526	58001
69	1467	59468
70	825	60293
71	1708	62001
72	856	62857
73	2596	65453
74	911	66364
75	806	67170
76	1385	68555
77	2375	70930
78	1095	72025
79	699	72724
80	1024	73748
81	699	74447
82	1492	75939
83	507	76446
84	714	77160
85	3984	81144
86	1462	82606
87	763	83369
88	908	84277
89	1497	85774
90	1853	87627
91	1686	89313
92	1235	90548
93	1575	92123
94	1816	93939
95	976	94915
96	1098	96013
97	1058	97071
98	1690	98761
99	1367	100128
100	3667	103795
101	1149	104944
102	2152	107096
103	1632	108728
104	992	109720
105	458	110178
106	1726	111904
107	1639	113543
108	661	114204
109	445	114649
110	944	115593
111	1342	116935
112	711	117646
113	555	118201
114	440	118641
115	999	119640
116	2276	121916
117	1170	123086
118	254	123340
119	401	123741
120	718	124459
121	1181	125640
122	1519	127159
123	1182	128341
124	647	128988
125	818	129806
126	678	130484
127	845	131329
128	865	132194
129	378	132572
130	1515	134087
131	1076	135163
132	1009	136172
133	645	136817
134	1452	138269
135	2155	140424
136	1487	141911
137	470	142381
138	1164	143545
139	564	144109
140	582	144691
141	282	144973
142	535	145508
143	109	145617
144	141	145758
145	2298	148056
146	1630	149686
147	605	150291
148	782	151073
149	290	151363
150	389	151752
151	383	152135
152	524	152659
153	1032	153691
154	406	154097
155	521	154618
156	591	155209
