Cycle	Now Cost	Total Cost

0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	1574	1574
11	0	1574
12	1059	2633
13	0	2633
14	0	2633
15	0	2633
16	0	2633
17	0	2633
18	0	2633
19	0	2633
20	0	2633
21	0	2633
22	0	2633
23	0	2633
24	0	2633
25	1393	4026
26	1364	5390
27	354	5744
28	236	5980
29	0	5980
30	5341	11321
31	992	12313
32	342	12655
33	34	12689
34	0	12689
35	0	12689
36	0	12689
37	0	12689
38	0	12689
39	0	12689
40	0	12689
41	0	12689
42	0	12689
43	0	12689
44	0	12689
45	1436	14125
46	0	14125
47	0	14125
48	0	14125
49	891	15016
50	0	15016
51	0	15016
52	0	15016
53	0	15016
54	0	15016
55	0	15016
56	0	15016
57	0	15016
58	0	15016
59	0	15016
60	0	15016
61	0	15016
62	0	15016
63	0	15016
64	0	15016
65	9752	24768
66	1472	26240
67	353	26593
68	114	26707
69	25	26732
70	147	26879
71	221	27100
72	0	27100
73	0	27100
74	0	27100
75	0	27100
76	0	27100
77	0	27100
78	0	27100
79	0	27100
80	0	27100
81	0	27100
82	0	27100
83	0	27100
84	0	27100
85	2113	29213
86	701	29914
87	403	30317
88	0	30317
89	301	30618
90	0	30618
91	0	30618
92	0	30618
93	0	30618
94	0	30618
95	0	30618
96	0	30618
97	0	30618
98	0	30618
99	0	30618
100	2791	33409
101	139	33548
102	233	33781
103	268	34049
104	0	34049
105	0	34049
106	0	34049
107	522	34571
108	0	34571
109	0	34571
110	0	34571
111	0	34571
112	0	34571
113	0	34571
114	0	34571
115	0	34571
116	0	34571
117	0	34571
118	0	34571
119	0	34571
120	0	34571
121	0	34571
122	0	34571
123	0	34571
124	0	34571
125	0	34571
126	0	34571
127	0	34571
128	0	34571
129	0	34571
130	0	34571
131	0	34571
132	0	34571
133	0	34571
134	0	34571
135	2155	36726
136	449	37175
137	351	37526
138	197	37723
139	0	37723
140	0	37723
141	0	37723
142	0	37723
143	0	37723
144	0	37723
145	1862	39585
146	1336	40921
147	0	40921
148	0	40921
149	0	40921
150	0	40921
151	0	40921
152	0	40921
153	0	40921
154	0	40921
155	0	40921
156	0	40921
157	0	40921
158	0	40921
159	0	40921
160	0	40921
161	0	40921
162	0	40921
