Cycle	Avarage Links
0	5.805
1	5.805
2	5.806193806193806
3	5.780890445222611
4	5.8
5	5.815353738083291
6	5.8942598187311175
7	5.870248352762291
8	6.02846975088968
9	6.01226366888094
10	6.0784114052953155
11	6.2045569620253165
12	6.160204081632653
13	6.162659846547315
14	6.218940936863544
15	6.254194204372141
16	6.275266632808532
17	6.258978249873546
18	7.284487114704397
19	7.343373493975903
20	7.356460532931121
21	7.367203219315895
22	7.297570850202429
23	7.175751400916964
24	7.127551020408164
25	7.139188495120698
26	7.107124551512045
27	7.096873398257304
28	7.0546955624355006
29	7.041407867494824
30	6.9843096234309625
31	6.960251046025105
32	6.928795811518325
33	6.988541666666666
34	6.951738453554748
35	7.008803728638012
36	6.988589211618257
37	6.968212610734757
38	6.993782383419689
39	7.028985507246377
40	6.9400104329681795
41	6.885057471264368
42	6.859842519685039
43	6.792811839323467
44	6.854297693920335
45	6.85065963060686
46	6.798301486199575
47	6.8493150684931505
48	6.8048268625393495
49	6.874544508068714
50	7.659751037344399
51	7.675844155844156
52	7.660279647850855
53	7.69453044375645
54	7.732510288065844
55	7.675090252707581
56	7.655030800821355
57	7.648745519713262
58	7.661085743277524
59	7.658337582865885
60	7.608540925266904
61	7.604662949822605
62	7.567209775967413
63	7.4888211382113825
64	7.406345957011259
65	7.332304526748971
66	7.455375253549696
67	7.388917132689374
68	7.313846153846153
69	7.2907874420998455
70	7.306393861892583
71	7.321428571428571
72	7.370351502801834
73	7.321373654536135
74	7.351378958120531
75	7.329586101175268
76	7.4225855901890645
77	7.434116445352401
78	7.328189300411522
79	7.274793388429752
80	7.304526748971194
81	7.200417536534447
82	7.150498164656528
83	7.341732283464567
84	7.2859383167799265
85	7.31312075274438
86	7.373243102550755
87	7.430062630480167
88	7.442247658688866
89	7.541945445187854
90	7.4958677685950414
91	7.472595656670114
92	7.5331619537275065
93	7.529170931422723
94	7.5192209123526395
95	7.504115226337449
96	7.606960081883316
97	7.581039755351682
98	7.559079283887468
99	7.516112531969309
100	7.532586558044806
101	7.519348268839104
102	7.631234256926952
103	7.62279374684821
104	7.611955420466058
105	7.57085020242915
106	7.518158567774936
107	7.539245667686035
108	7.5540816326530615
109	7.579591836734694
110	7.52760736196319
111	7.54763117677025
112	7.5138178096212895
113	7.452479338842975
114	7.39269171384457
115	7.456122448979592
116	7.810107197549771
117	7.756147540983607
118	7.748330765279918
119	7.718830169317599
120	7.676726342710998
121	7.756592292089249
122	7.7229524772497475
123	7.766599597585513
124	7.711099847947288
125	7.73394495412844
126	7.771108850457782
127	7.871587462082912
128	7.905146316851665
129	7.918470055359839
130	7.824543610547668
131	7.825998988366211
132	7.870967741935484
133	7.900602409638554
134	7.9348044132397195
135	7.912087912087912
136	7.951048951048951
137	7.896534404821698
138	7.787985865724382
139	7.731313131313131
140	7.716018191005558
141	7.657200811359027
142	7.62741116751269
143	7.6725798276735935
144	7.6194373401534525
145	7.676258992805756
146	7.59650025733402
147	7.5485537190082646
148	7.548086866597725
149	7.557267591165896
150	7.533470648815654
151	7.558762886597938
152	7.504379185986605
153	7.543769309989702
154	7.57503867973182
155	7.488589211618257
156	7.49793388429752
157	7.470164609053498
158	7.465080186239007
159	7.402179553710431
160	7.359749739311783
161	7.36529442417926
162	7.339612768184197
163	7.323560209424084
164	7.38509640437728
165	7.446009389671362
166	7.511316872427984
167	7.44558521560575
168	7.353002070393375
169	7.330920372285419
170	7.309053069719043
171	7.3523611831863
172	7.366943866943867
173	7.38860103626943
174	7.386056191467222
175	7.34446764091858
176	7.290120230005227
177	7.262054507337526
178	7.268648930620762
179	7.348163476461459
180	7.350462487153135
181	7.324781939456131
182	7.360697793740379
183	7.359712230215828
184	7.331954498448811
185	7.306735751295337
186	7.3475768629494524
187	7.272062663185379
188	7.215031315240084
189	7.223677317967522
190	7.255474452554744
191	7.206896551724138
192	7.213836477987422
193	7.280710925248301
194	7.296931877275091
195	7.201676270298585
196	7.299323269130661
197	7.314824515453116
198	7.2847404299947565
199	7.2766404199475065
200	7.283018867924528
201	7.357998957790516
202	7.2794577685088635
203	7.182389937106918
204	7.13791295228107
205	7.153039832285115
206	7.198533263488738
207	7.196858638743455
208	7.148577449947313
209	7.115646258503402
210	7.190799790904339
211	7.160041841004184
212	7.13735691987513
213	7.006302521008403
214	6.977498691784406
215	6.989572471324296
216	7.012023000522739
217	6.951181102362205
218	6.915094339622642
219	6.975405546834118
220	7.0720580611715915
221	7.097978227060653
222	7.022407503908285
223	7.032258064516129
224	7.073322932917317
225	7.08583247156153
226	7.291688177594218
227	7.316221765913758
228	7.2173017507724
229	7.2839632277834525
230	7.241414659149155
231	7.21948717948718
232	7.203903441191577
233	7.23499491353001
234	7.1853360488798375
235	7.236602628918099
236	7.213346814964611
237	7.240582621798091
238	7.239294710327456
239	7.267436026091319
240	7.275913870806209
241	7.26792828685259
242	7.258928571428571
243	7.197414221780209
244	7.2507374631268435
245	7.282630029440628
246	7.373352855051245
247	7.394826744753538
248	7.4482421875
249	7.469689502217841
250	7.548198636806232
251	7.527574426549537
252	7.428571428571429
253	7.419005416051206
254	7.6007827788649704
255	7.626287395782247
256	7.729330708661418
257	7.781234807972776
258	7.780688985929161
259	7.774987928536938
260	7.762433606953163
261	7.7194174757281555
