Cycle	Now Cost	Total Cost

0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	2525	2525
11	0	2525
12	1437	3962
13	0	3962
14	0	3962
15	0	3962
16	0	3962
17	0	3962
18	0	3962
19	0	3962
20	0	3962
21	0	3962
22	0	3962
23	0	3962
24	0	3962
25	1578	5540
26	1510	7050
27	405	7455
28	182	7637
29	0	7637
30	4767	12404
31	641	13045
32	283	13328
33	26	13354
34	0	13354
35	0	13354
36	0	13354
37	0	13354
38	0	13354
39	0	13354
40	0	13354
41	0	13354
42	0	13354
43	0	13354
44	0	13354
45	2256	15610
46	0	15610
47	0	15610
48	0	15610
49	682	16292
50	0	16292
51	0	16292
52	0	16292
53	0	16292
54	0	16292
55	0	16292
56	0	16292
57	0	16292
58	0	16292
59	0	16292
60	0	16292
61	0	16292
62	0	16292
63	0	16292
64	0	16292
65	7756	24048
66	1047	25095
67	254	25349
68	74	25423
69	22	25445
70	192	25637
71	257	25894
72	0	25894
73	0	25894
74	0	25894
75	0	25894
76	0	25894
77	0	25894
78	0	25894
79	0	25894
80	0	25894
81	0	25894
82	0	25894
83	0	25894
84	0	25894
85	2404	28298
86	1016	29314
87	463	29777
88	0	29777
89	64	29841
90	0	29841
91	0	29841
92	0	29841
93	0	29841
94	0	29841
95	0	29841
96	0	29841
97	0	29841
98	0	29841
99	0	29841
100	2656	32497
101	154	32651
102	231	32882
103	265	33147
104	0	33147
105	0	33147
106	0	33147
107	658	33805
108	0	33805
109	0	33805
110	0	33805
111	0	33805
112	0	33805
113	0	33805
114	0	33805
115	0	33805
116	0	33805
117	0	33805
118	0	33805
119	0	33805
120	0	33805
121	0	33805
122	0	33805
123	0	33805
124	0	33805
125	0	33805
126	0	33805
127	0	33805
128	0	33805
129	0	33805
130	0	33805
131	0	33805
132	0	33805
133	0	33805
134	0	33805
135	2551	36356
136	406	36762
137	176	36938
138	205	37143
139	0	37143
140	0	37143
141	0	37143
142	0	37143
143	0	37143
144	0	37143
145	2044	39187
146	812	39999
147	0	39999
148	0	39999
149	0	39999
150	0	39999
151	0	39999
152	0	39999
153	0	39999
154	0	39999
155	0	39999
156	0	39999
157	0	39999
158	0	39999
159	0	39999
160	0	39999
161	0	39999
162	0	39999
