Cycle	Now Cost	Total Cost
165	0	46636
166	0	46636
167	0	46636
168	0	46636
169	0	46636
170	0	46636
171	550	47186
172	0	47186
173	0	47186
174	0	47186
175	0	47186
176	0	47186
177	0	47186
178	0	47186
179	1704	48890
180	0	48890
181	0	48890
182	0	48890
183	0	48890
184	0	48890
185	0	48890
186	0	48890
187	0	48890
188	0	48890
189	0	48890
190	0	48890
191	0	48890
192	0	48890
193	0	48890
194	0	48890
195	0	48890
196	0	48890
197	0	48890
198	0	48890
199	0	48890
200	0	48890
201	0	48890
202	0	48890
203	0	48890
204	0	48890
205	942	49832
206	425	50257
207	491	50748
208	554	51302
209	252	51554
210	90	51644
211	0	51644
212	0	51644
213	135	51779
214	201	51980
215	47	52027
216	419	52446
217	133	52579
218	0	52579
219	40	52619
220	0	52619
221	121	52740
222	481	53221
223	289	53510
224	0	53510
225	0	53510
226	0	53510
227	0	53510
228	0	53510
229	0	53510
230	0	53510
231	0	53510
232	0	53510
233	0	53510
234	0	53510
235	1126	54636
236	893	55529
237	437	55966
238	37	56003
239	9	56012
240	201	56213
241	299	56512
242	322	56834
243	87	56921
244	793	57714
245	1575	59289
246	561	59850
247	441	60291
248	196	60487
249	612	61099
250	197	61296
251	103	61399
252	165	61564
253	119	61683
254	203	61886
255	31	61917
256	144	62061
257	0	62061
258	285	62346
259	0	62346
260	0	62346
261	0	62346
262	0	62346
263	0	62346
264	0	62346
265	2	62348
266	0	62348
267	0	62348
268	0	62348
269	0	62348
270	0	62348
271	0	62348
272	0	62348
273	0	62348
274	0	62348
275	0	62348
276	0	62348
277	0	62348
278	0	62348
279	0	62348
280	0	62348
281	0	62348
282	0	62348
283	0	62348
284	0	62348
285	0	62348
286	0	62348
287	0	62348
288	0	62348
289	0	62348
290	0	62348
291	0	62348
292	0	62348
293	0	62348
294	0	62348
295	0	62348
296	0	62348
297	0	62348
298	0	62348
299	0	62348
300	0	62348
301	0	62348
302	0	62348
303	0	62348
304	0	62348
305	0	62348
306	0	62348
307	0	62348
308	0	62348
309	0	62348
310	0	62348
311	0	62348
312	0	62348
313	0	62348
314	0	62348
315	0	62348
316	0	62348
317	0	62348
318	0	62348
319	0	62348
320	0	62348
321	0	62348
322	0	62348
323	0	62348
324	0	62348
325	0	62348
326	0	62348
327	0	62348
328	0	62348
329	0	62348
330	0	62348
331	0	62348
332	0	62348
333	0	62348
334	0	62348
335	0	62348
336	0	62348
337	0	62348
338	0	62348
339	0	62348
340	0	62348
341	0	62348
342	0	62348
343	0	62348
344	0	62348
345	0	62348
346	0	62348
347	0	62348
348	0	62348
349	0	62348
350	0	62348
351	0	62348
352	0	62348
353	0	62348
354	0	62348
355	0	62348
356	0	62348
357	0	62348
358	0	62348
359	0	62348
360	0	62348
361	0	62348
362	0	62348
363	0	62348
364	0	62348
365	0	62348
366	0	62348
367	0	62348
368	0	62348
369	0	62348
370	0	62348
371	0	62348
372	0	62348
373	0	62348
374	0	62348
375	0	62348
376	0	62348
377	0	62348
378	0	62348
379	0	62348
380	0	62348
381	0	62348
382	0	62348
383	0	62348
384	0	62348
385	0	62348
386	0	62348
387	0	62348
388	0	62348
389	0	62348
390	0	62348
391	0	62348
392	0	62348
393	0	62348
394	0	62348
395	0	62348
396	0	62348
397	0	62348
398	0	62348
399	0	62348
400	0	62348
401	0	62348
402	0	62348
403	0	62348
404	0	62348
405	0	62348
406	0	62348
407	0	62348
408	0	62348
409	0	62348
410	0	62348
411	0	62348
412	0	62348
413	0	62348
414	0	62348
415	0	62348
416	0	62348
417	0	62348
418	0	62348
419	0	62348
420	0	62348
421	0	62348
422	0	62348
423	0	62348
424	0	62348
425	0	62348
426	0	62348
427	0	62348
428	0	62348
429	0	62348
430	0	62348
431	0	62348
432	0	62348
433	0	62348
434	0	62348
435	0	62348
436	0	62348
437	0	62348
438	0	62348
439	0	62348
440	0	62348
441	0	62348
442	0	62348
443	0	62348
444	0	62348
445	0	62348
446	0	62348
447	0	62348
448	0	62348
449	0	62348
450	0	62348
451	0	62348
452	0	62348
453	0	62348
454	0	62348
455	0	62348
456	0	62348
457	0	62348
458	0	62348
459	0	62348
460	0	62348
461	0	62348
462	0	62348
463	0	62348
464	0	62348
465	0	62348
466	0	62348
467	0	62348
468	0	62348
469	0	62348
470	0	62348
471	0	62348
472	0	62348
473	0	62348
474	0	62348
475	0	62348
476	0	62348
477	0	62348
478	0	62348
479	0	62348
480	0	62348
481	0	62348
482	0	62348
483	0	62348
484	0	62348
485	0	62348
486	0	62348
487	0	62348
488	0	62348
489	0	62348
490	0	62348
491	0	62348
492	0	62348
493	0	62348
494	0	62348
495	0	62348
496	0	62348
497	0	62348
498	0	62348
499	0	62348
