Cycle	Now Cost	Total Cost
209	1697	217255
210	1214	218469
211	3121	221590
212	403	221993
213	3240	225233
214	355	225588
215	4050	229638
216	616	230254
217	2310	232564
218	515	233079
219	857	233936
220	2147	236083
221	3996	240079
222	955	241034
223	1161	242195
224	0	242195
225	4339	246534
226	6295	252829
227	230	253059
228	1491	254550
229	902	255452
230	2931	258383
231	2190	260573
232	3083	263656
233	490	264146
234	1351	265497
235	1658	267155
236	631	267786
237	1198	268984
238	2860	271844
239	159	272003
240	2076	274079
241	3360	277439
242	3042	280481
243	2931	283412
244	2164	285576
245	1376	286952
246	4044	290996
247	606	291602
248	1096	292698
249	1371	294069
250	351	294420
251	1002	295422
252	2974	298396
253	163	298559
254	538	299097
255	1658	300755
256	534	301289
257	4427	305716
258	664	306380
259	704	307084
260	0	307084
261	1380	308464
262	3669	312133
263	2800	314933
264	2802	317735
265	1821	319556
266	2534	322090
267	3658	325748
268	230	325978
269	0	325978
270	4025	330003
271	0	330003
272	1764	331767
273	886	332653
274	317	332970
275	0	332970
276	437	333407
277	4965	338372
278	2363	340735
279	1944	342679
280	3600	346279
281	759	347038
282	3093	350131
283	4616	354747
284	1548	356295
285	3269	359564
286	444	360008
287	2571	362579
288	5016	367595
289	2797	370392
290	2736	373128
291	659	373787
292	522	374309
293	2544	376853
294	866	377719
295	2310	380029
296	1238	381267
297	1544	382811
298	2670	385481
299	261	385742
300	1977	387719
301	1562	389281
302	1039	390320
303	2320	392640
304	212	392852
305	6227	399079
306	3990	403069
307	272	403341
308	2221	405562
309	2579	408141
310	448	408589
311	3584	412173
312	1044	413217
313	954	414171
314	1206	415377
315	677	416054
316	285	416339
317	2387	418726
318	5023	423749
319	3530	427279
320	103	427382
321	2059	429441
322	4369	433810
323	1913	435723
324	505	436228
325	4650	440878
326	2307	443185
327	2705	445890
328	3634	449524
329	0	449524
330	525	450049
331	1740	451789
332	0	451789
333	3090	454879
334	1270	456149
335	2462	458611
336	1844	460455
337	1991	462446
338	250	462696
339	2331	465027
340	510	465537
341	4071	469608
342	5320	474928
343	1776	476704
344	6556	483260
345	1536	484796
346	3206	488002
347	3047	491049
348	1044	492093
349	1603	493696
350	1335	495031
351	222	495253
352	1531	496784
353	4215	500999
354	747	501746
355	689	502435
356	2016	504451
357	691	505142
358	1151	506293
359	697	506990
360	854	507844
361	1610	509454
362	0	509454
363	4177	513631
364	3841	517472
365	1143	518615
366	3361	521976
367	411	522387
368	1466	523853
369	0	523853
370	3315	527168
371	1462	528630
372	790	529420
373	2865	532285
374	2403	534688
375	6185	540873
376	2679	543552
377	4962	548514
378	2454	550968
379	6641	557609
380	121	557730
381	3039	560769
382	1844	562613
383	0	562613
384	1279	563892
385	3044	566936
386	388	567324
387	1598	568922
388	0	568922
389	1768	570690
390	2605	573295
391	0	573295
392	0	573295
393	1485	574780
394	236	575016
395	2122	577138
396	422	577560
397	1976	579536
398	1778	581314
399	2374	583688
400	123	583811
401	1137	584948
402	3797	588745
403	1351	590096
404	5540	595636
405	566	596202
406	1375	597577
407	1154	598731
408	693	599424
409	1969	601393
410	6738	608131
411	745	608876
412	3464	612340
413	3084	615424
414	565	615989
415	0	615989
416	608	616597
417	2223	618820
418	2257	621077
419	3620	624697
420	184	624881
421	970	625851
422	439	626290
423	2129	628419
424	489	628908
425	848	629756
426	5597	635353
427	2224	637577
428	2095	639672
429	4397	644069
430	282	644351
431	384	644735
432	2090	646825
433	4628	651453
434	2622	654075
435	2544	656619
436	1150	657769
437	2780	660549
438	1603	662152
439	2770	664922
440	299	665221
441	3816	669037
442	1663	670700
443	1374	672074
444	4416	676490
445	1996	678486
446	2854	681340
447	5367	686707
448	0	686707
449	0	686707
450	2030	688737
451	2133	690870
452	2384	693254
453	1191	694445
454	5628	700073
455	728	700801
456	797	701598
457	5232	706830
458	0	706830
459	3144	709974
460	6317	716291
461	1383	717674
462	173	717847
463	3910	721757
464	2226	723983
465	2134	726117
466	4412	730529
467	2048	732577
468	1599	734176
469	1826	736002
470	475	736477
471	2036	738513
472	583	739096
473	0	739096
474	701	739797
475	4465	744262
476	2168	746430
477	0	746430
478	3671	750101
479	8755	758856
480	2641	761497
481	3549	765046
482	971	766017
483	6811	772828
484	2468	775296
485	2100	777396
486	1405	778801
487	2663	781464
488	490	781954
489	0	781954
490	7541	789495
491	0	789495
492	182	789677
493	1540	791217
494	1675	792892
495	2553	795445
496	921	796366
497	0	796366
498	2316	798682
499	1874	800556
