Cycle	Now Cost	Total Cost

0	1269	1269
1	0	1269
2	0	1269
3	257	1526
4	0	1526
5	1069	2595
6	0	2595
7	0	2595
8	0	2595
9	0	2595
10	1590	4185
11	263	4448
12	0	4448
13	0	4448
14	0	4448
15	421	4869
16	1187	6056
17	174	6230
18	589	6819
19	536	7355
20	915	8270
21	511	8781
22	0	8781
23	323	9104
24	205	9309
25	8785	18094
26	1297	19391
27	1058	20449
28	833	21282
29	1136	22418
30	548	22966
31	352	23318
32	721	24039
33	603	24642
34	738	25380
35	6961	32341
36	1371	33712
37	1580	35292
38	619	35911
39	614	36525
40	648	37173
41	371	37544
42	201	37745
43	242	37987
44	967	38954
45	1723	40677
46	367	41044
47	1063	42107
48	816	42923
49	349	43272
50	1453	44725
51	1940	46665
52	868	47533
53	1147	48680
54	190	48870
55	908	49778
56	601	50379
57	1594	51973
58	437	52410
59	9	52419
60	2549	54968
61	244	55212
62	0	55212
63	197	55409
64	0	55409
65	1100	56509
66	106	56615
67	396	57011
68	1323	58334
69	191	58525
70	1364	59889
71	685	60574
72	442	61016
73	217	61233
74	198	61431
75	2002	63433
76	0	63433
77	861	64294
78	352	64646
79	901	65547
80	1102	66649
81	641	67290
82	1272	68562
83	967	69529
84	0	69529
85	2019	71548
86	753	72301
87	1841	74142
88	876	75018
89	373	75391
90	1248	76639
91	332	76971
92	1121	78092
93	95	78187
94	242	78429
95	1418	79847
96	0	79847
97	405	80252
98	741	80993
99	1132	82125
100	1765	83890
101	3328	87218
102	1393	88611
103	2750	91361
104	1944	93305
105	3197	96502
106	312	96814
107	997	97811
108	340	98151
109	1231	99382
110	1273	100655
111	1185	101840
112	1428	103268
113	2172	105440
114	1738	107178
115	3168	110346
116	566	110912
117	1142	112054
118	350	112404
119	1289	113693
120	3697	117390
121	667	118057
122	315	118372
123	440	118812
124	1226	120038
125	2417	122455
126	0	122455
127	1240	123695
128	483	124178
129	2913	127091
130	560	127651
131	380	128031
132	1130	129161
133	88	129249
134	761	130010
135	367	130377
136	733	131110
137	715	131825
138	251	132076
139	1081	133157
140	1016	134173
141	378	134551
142	1023	135574
143	1345	136919
144	1995	138914
145	2543	141457
146	0	141457
147	178	141635
148	469	142104
149	907	143011
150	342	143353
151	307	143660
152	795	144455
153	1321	145776
154	962	146738
155	2948	149686
156	903	150589
157	460	151049
158	326	151375
159	0	151375
160	132	151507
161	2283	153790
162	212	154002
163	494	154496
164	700	155196
165	2365	157561
166	2189	159750
167	660	160410
168	2380	162790
169	1837	164627
170	1011	165638
171	1799	167437
172	358	167795
173	476	168271
174	1374	169645
175	4362	174007
176	424	174431
177	0	174431
178	228	174659
179	2299	176958
180	3034	179992
181	149	180141
182	648	180789
183	2167	182956
184	868	183824
185	849	184673
186	0	184673
187	778	185451
188	727	186178
189	2235	188413
190	2582	190995
191	1288	192283
192	1264	193547
193	589	194136
194	650	194786
195	3620	198406
196	316	198722
197	2992	201714
198	1971	203685
199	778	204463
200	1869	206332
201	776	207108
202	0	207108
203	3766	210874
204	176	211050
205	1171	212221
206	523	212744
207	1306	214050
208	1508	215558
