Cycle	Now Cost	Total Cost
164	0	52452
165	0	52452
166	0	52452
167	0	52452
168	0	52452
169	0	52452
170	0	52452
171	462	52914
172	0	52914
173	0	52914
174	0	52914
175	0	52914
176	0	52914
177	0	52914
178	0	52914
179	1428	54342
180	0	54342
181	0	54342
182	0	54342
183	0	54342
184	0	54342
185	0	54342
186	0	54342
187	0	54342
188	0	54342
189	0	54342
190	0	54342
191	0	54342
192	0	54342
193	0	54342
194	0	54342
195	0	54342
196	0	54342
197	0	54342
198	0	54342
199	0	54342
200	0	54342
201	0	54342
202	0	54342
203	0	54342
204	0	54342
205	756	55098
206	380	55478
207	923	56401
208	386	56787
209	321	57108
210	247	57355
211	0	57355
212	0	57355
213	147	57502
214	221	57723
215	72	57795
216	356	58151
217	353	58504
218	0	58504
219	49	58553
220	0	58553
221	101	58654
222	404	59058
223	222	59280
224	0	59280
225	0	59280
226	0	59280
227	0	59280
228	0	59280
229	0	59280
230	0	59280
231	0	59280
232	0	59280
233	0	59280
234	0	59280
235	1097	60377
236	631	61008
237	399	61407
238	36	61443
239	8	61451
240	264	61715
241	296	62011
242	282	62293
243	195	62488
244	567	63055
245	1080	64135
246	1030	65165
247	606	65771
248	133	65904
249	935	66839
250	186	67025
251	136	67161
252	166	67327
253	163	67490
254	293	67783
255	72	67855
256	131	67986
257	0	67986
258	360	68346
259	38	68384
260	0	68384
261	0	68384
262	0	68384
263	0	68384
264	0	68384
265	40	68424
266	0	68424
267	0	68424
268	0	68424
269	0	68424
270	0	68424
271	0	68424
272	0	68424
273	0	68424
274	0	68424
275	0	68424
276	0	68424
277	0	68424
278	0	68424
279	0	68424
280	0	68424
281	0	68424
282	0	68424
283	0	68424
284	0	68424
285	0	68424
286	0	68424
287	0	68424
288	0	68424
289	0	68424
290	0	68424
291	0	68424
292	0	68424
293	0	68424
294	0	68424
295	0	68424
296	0	68424
297	0	68424
298	0	68424
299	0	68424
300	0	68424
301	0	68424
302	0	68424
303	0	68424
304	0	68424
305	0	68424
306	0	68424
307	0	68424
308	0	68424
309	0	68424
310	0	68424
311	0	68424
312	0	68424
313	0	68424
314	0	68424
315	0	68424
316	0	68424
317	0	68424
318	0	68424
319	0	68424
320	0	68424
321	0	68424
322	0	68424
323	0	68424
324	0	68424
325	0	68424
326	0	68424
327	0	68424
328	0	68424
329	0	68424
330	0	68424
331	0	68424
332	0	68424
333	0	68424
334	0	68424
335	0	68424
336	0	68424
337	0	68424
338	0	68424
339	0	68424
340	0	68424
341	0	68424
342	0	68424
343	0	68424
344	0	68424
345	0	68424
346	0	68424
347	0	68424
348	0	68424
349	0	68424
350	0	68424
351	0	68424
352	0	68424
353	0	68424
354	0	68424
355	0	68424
356	0	68424
357	0	68424
358	0	68424
359	0	68424
360	0	68424
361	0	68424
362	0	68424
363	0	68424
364	0	68424
365	0	68424
366	0	68424
367	0	68424
368	0	68424
369	0	68424
370	0	68424
371	0	68424
372	0	68424
373	0	68424
374	0	68424
375	0	68424
376	0	68424
377	0	68424
378	0	68424
379	0	68424
380	0	68424
381	0	68424
382	0	68424
383	0	68424
384	0	68424
385	0	68424
386	0	68424
387	0	68424
388	0	68424
389	0	68424
390	0	68424
391	0	68424
392	0	68424
393	0	68424
394	0	68424
395	0	68424
396	0	68424
397	0	68424
398	0	68424
399	0	68424
400	0	68424
401	0	68424
402	0	68424
403	0	68424
404	0	68424
405	0	68424
406	0	68424
407	0	68424
408	0	68424
409	0	68424
410	0	68424
411	0	68424
412	0	68424
413	0	68424
414	0	68424
415	0	68424
416	0	68424
417	0	68424
418	0	68424
419	0	68424
420	0	68424
421	0	68424
422	0	68424
423	0	68424
424	0	68424
425	0	68424
426	0	68424
427	0	68424
428	0	68424
429	0	68424
430	0	68424
431	0	68424
432	0	68424
433	0	68424
434	0	68424
435	0	68424
436	0	68424
437	0	68424
438	0	68424
439	0	68424
440	0	68424
441	0	68424
442	0	68424
443	0	68424
444	0	68424
445	0	68424
446	0	68424
447	0	68424
448	0	68424
449	0	68424
450	0	68424
451	0	68424
452	0	68424
453	0	68424
454	0	68424
455	0	68424
456	0	68424
457	0	68424
458	0	68424
459	0	68424
460	0	68424
461	0	68424
462	0	68424
463	0	68424
464	0	68424
465	0	68424
466	0	68424
467	0	68424
468	0	68424
469	0	68424
470	0	68424
471	0	68424
472	0	68424
473	0	68424
474	0	68424
475	0	68424
476	0	68424
477	0	68424
478	0	68424
479	0	68424
480	0	68424
481	0	68424
482	0	68424
483	0	68424
484	0	68424
485	0	68424
486	0	68424
487	0	68424
488	0	68424
489	0	68424
490	0	68424
491	0	68424
492	0	68424
493	0	68424
494	0	68424
495	0	68424
496	0	68424
497	0	68424
498	0	68424
499	0	68424
