Cycle	Now Cost	Total Cost

0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	0	0
11	0	0
12	0	0
13	0	0
14	0	0
15	421	421
16	0	421
17	0	421
18	0	421
19	0	421
20	853	1274
21	0	1274
22	0	1274
23	0	1274
24	0	1274
25	8692	9966
26	1297	11263
27	799	12062
28	833	12895
29	777	13672
30	390	14062
31	352	14414
32	293	14707
33	603	15310
34	274	15584
35	6961	22545
36	1194	23739
37	1227	24966
38	619	25585
39	429	26014
40	648	26662
41	371	27033
42	201	27234
43	242	27476
44	594	28070
45	218	28288
46	206	28494
47	209	28703
48	221	28924
49	163	29087
50	1453	30540
51	973	31513
52	611	32124
53	33	32157
54	29	32186
55	58	32244
56	26	32270
57	111	32381
58	18	32399
59	9	32408
60	644	33052
61	21	33073
62	0	33073
63	4	33077
64	0	33077
65	324	33401
66	0	33401
67	91	33492
68	0	33492
69	0	33492
70	0	33492
71	75	33567
72	0	33567
73	0	33567
74	0	33567
75	0	33567
76	0	33567
77	0	33567
78	0	33567
79	0	33567
80	0	33567
81	0	33567
82	1366	34933
83	0	34933
84	0	34933
85	0	34933
86	0	34933
87	1582	36515
88	0	36515
89	0	36515
90	0	36515
91	0	36515
92	0	36515
93	0	36515
94	0	36515
95	0	36515
96	0	36515
97	0	36515
98	0	36515
99	169	36684
100	1123	37807
101	1326	39133
102	1124	40257
103	1055	41312
104	231	41543
105	507	42050
106	145	42195
107	184	42379
108	91	42470
109	1051	43521
110	307	43828
111	462	44290
112	111	44401
113	159	44560
114	63	44623
115	60	44683
116	86	44769
117	82	44851
118	51	44902
119	64	44966
120	580	45546
121	0	45546
122	504	46050
123	41	46091
124	0	46091
125	0	46091
126	0	46091
127	1026	47117
128	0	47117
129	0	47117
130	107	47224
131	0	47224
132	643	47867
133	88	47955
134	498	48453
135	367	48820
136	227	49047
137	53	49100
138	67	49167
139	83	49250
140	20	49270
141	84	49354
142	321	49675
143	232	49907
144	296	50203
145	0	50203
146	0	50203
147	86	50289
148	0	50289
149	0	50289
150	0	50289
151	0	50289
152	0	50289
153	29	50318
154	0	50318
155	0	50318
156	0	50318
157	2134	52452
158	0	52452
159	0	52452
160	0	52452
161	0	52452
162	0	52452
163	0	52452
