Cycle	Avarage Links
0	6.086
1	6.086
2	6.099248120300752
3	6.083291520321124
4	6.054325955734407
5	6.067269076305221
6	6.072800808897877
7	6.196654840344653
8	6.182555780933063
9	6.163203243791181
10	6.156441717791411
11	6.149820420728579
12	6.161142274349822
13	6.273512963904423
14	6.333333333333333
15	6.364830722587166
16	6.423967774420946
17	6.4325955734406435
18	6.463782696177063
19	6.6056971514242875
20	6.635953930896345
21	6.643286573146293
22	6.589949748743718
23	6.579
24	6.650374064837905
25	6.672952853598015
26	6.710891089108911
27	6.716831683168317
28	6.661691542288557
29	6.784410458806118
30	6.768395061728395
31	6.772549019607843
32	6.817825661116553
33	6.861867704280155
34	6.863147605083089
35	6.829197080291971
36	6.789628180039139
37	6.739280433711188
38	6.76204523107178
39	6.759431651151396
40	6.829859428017451
41	6.832123850991776
42	6.891800097040272
43	6.766355140186916
44	6.692991115498519
45	6.63681592039801
46	6.637308263236021
47	6.66040533860603
48	6.6600496277915635
49	6.709486166007905
50	6.699950568462679
51	6.666337611056268
52	6.755162241887906
53	6.822439024390244
54	6.768101761252447
55	6.8430317848410755
56	6.8400392541707555
57	6.824975417895772
58	6.779644268774703
59	6.770223325062035
60	6.811910669975186
61	6.818316100443131
62	6.8057199211045365
63	6.7578740157480315
64	6.78154148257241
65	6.810916179337232
66	6.778588807785888
67	6.759159745969712
68	6.747188264058679
69	6.740126767430522
70	6.703178484107579
71	6.677057963955187
72	6.714146341463414
73	6.715738498789346
74	6.637426900584796
75	6.586037364798427
76	6.585461689587427
77	6.54716049382716
78	6.549038935436175
79	6.637341153470186
80	6.646513895660654
81	6.633837152608484
82	6.757309941520468
83	6.772528007793473
84	6.703703703703703
85	6.760176557135851
86	6.819159335288368
87	6.7195662888122225
88	6.74274471224791
89	6.724053123462863
90	6.722358722358722
91	6.730656219392753
92	6.793573515092502
93	6.7881438289601554
94	6.8245017015070495
95	6.833659491193738
96	6.837141468157511
97	6.817652764306499
98	6.848601735776278
99	6.904188733750602
100	6.890489913544669
101	6.866634569090034
102	6.824891461649783
103	6.842409638554217
104	6.855635491606715
105	6.785335262904004
106	6.794995187680462
107	6.788813886210222
108	6.788257940327238
109	6.844230769230769
110	6.875420875420875
111	6.8583856935717735
112	6.847013113161729
113	6.761951219512195
114	6.8439922480620154
115	6.980638915779283
116	6.970316301703163
117	6.974309258361609
118	7.011127237542332
119	7.080559575494452
120	7.127783155856728
121	7.08256880733945
122	7.138328530259366
123	7.14052757793765
124	7.181515007146261
125	7.213569039655996
126	7.263057929724597
127	7.323584905660377
128	7.313559322033898
129	7.354293758798686
130	7.28125
131	7.288762446657183
132	7.264552768575485
133	7.316682375117813
134	7.269540502131691
135	7.27565011820331
136	7.322259136212624
137	7.3327023189777565
138	7.368321513002364
139	7.336186400380409
140	7.323850165955429
141	7.273933649289099
142	7.2754036087369425
143	7.268705882352942
144	7.259538389072068
145	7.217145548751766
146	7.2598130841121495
147	7.240566037735849
148	7.253886010362694
149	7.190968955785513
