cycle Data5 Data15 Data25 Data35 Data45
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26     0
27     0
28     0
29     0
30     5
31     5
32     5
33     5
34     5
35     5
36     5
37     5
38     5
39     5
40     5
41     5
42     5
43     5
44     5
45     5
46     5
47     5
48     5
49     5
50     5
51     5
52     5
53     5
54     5
55     5
56     5
57     5
58     5
59     5
60     5
61     5
62     1
63     0
64     0
65     0
66     0
67     0
68     0
69     0
70     0
71     0
72     0
73     0
74     0
75     0
76     0     0
77     0     0
78     0     0
79     0     9
80     0    58
81     0    90
82     0   101
83     0   108
84     0   126
85     0   138
86     0   160
87     0   182
88     0   196
89     0   209
90     0   243
91     0   273
92     0   297
93     0   324
94     0   349
95     0   383
96     0   412
97     0   439
98     0   462
99     0   494
100     0   522
101     0   554
102     0   584
103     0   623
104     0   652
105     0   684
106     0   718
107     0   718
108     0   718
109     0   718
110     0   718
111     0   718
112     0   718
113     0   698
114     0   668
115     0   623
116     0   621
117     0   611
118     0   588
119     0   567
120     0   565
121     0   534
122     0   497
123     0   457
124     0   444
125     0   444
126     0   428     0
127     0   350     0
128     0   306     0
129     0   292    10
130     0   282    10
131     0   282    10
132     0   267    10
133     0   207    10
134     0   146    10
135     0   119    10
136     0    95    10
137     0    76    10
138     0    49    10
139     0    22    10
140     0     0    10
141     0     0    10
142     0     0    10
143     0     0    10
144     0     0    10
145     0     0    10
146     0     0    10
147     0     0    10
148     0     0    10
149     0     0    10
150     0     0    10
151     0     0    10
152     0     0    10
153     0     0    10
154     0     0    10
155     0     0    10
156     0     0    10
157     0     0    10
158     0     0    10
159     0     0    10
160     0     0    10
161     0     0    10
162     0     0    10
163     0     0    10
164     0     0    10
165     0     0    10
166     0     0    10
167     0     0    10
168     0     0    10
169     0     0    10
170     0     0    10
171     0     0    10
172     0     0    10
173     0     0    10
174     0     0    10
175     0     0    10
176     0     0    10     0
177     0     0    10     0
178     0     0    10     0
179     0     0    10    15
180     0     0    10    16
181     0     0    10    18
182     0     0    10    30
183     0     0    10    49
184     0     0    10    73
185     0     0    10    93
186     0     0    10   120
187     0     0    10   138
188     0     0    10   159
189     0     0    10   194
190     0     0    10   227
191     0     0    10   255
192     0     0    10   269
193     0     0    10   307
194     0     0    10   332
195     0     0    10   365
196     0     0    10   400
197     0     0    10   431
198     0     0    10   466
199     0     0    10   495
200     0     0    10   527
201     0     0    10   552
202     0     0    10   579
203     0     0     8   612
204     0     0     1   643
205     0     0     0   678
206     0     0     0   717
207     0     0     0   739
208     0     0     0   783
209     0     0     0   820
210     0     0     0   857
211     0     0     0   893
212     0     0     0   933
213     0     0     0   966
214     0     0     0   988
215     0     0     0  1007
216     0     0     0  1035
217     0     0     0  1059
218     0     0     0  1088
219     0     0     0  1107
220     0     0     0  1126
221     0     0     0  1147
222     0     0     0  1160
223     0     0     0  1182
224     0     0     0  1193
225     0     0     0  1210
226     0     0     0  1226     0
227     0     0     0  1246     0
228     0     0     0  1263     0
229     0     0     0  1282    10
230     0     0     0  1292    11
231     0     0     0  1305    12
232     0     0     0  1322    13
233     0     0     0  1333    15
234     0     0     0  1355    28
235     0     0     0  1374    33
236     0     0     0  1386    38
237     0     0     0  1401    51
238     0     0     0  1410    61
239     0     0     0  1410    80
240     0     0     0  1410    87
241     0     0     0  1410    96
242     0     0     0  1406   112
243     0     0     0  1395   126
244     0     0     0  1395   139
245     0     0     0  1394   153
246     0     0     0  1394   175
247     0     0     0  1388   197
248     0     0     0  1377   222
249     0     0     0  1355   238
250     0     0     0  1343   264
251     0     0     0  1309   286
252     0     0     0  1290   318
253     0     0     0  1283   339
254     0     0     0  1251   358
255     0     0     0  1222   380
256     0     0     0  1206   412
257     0     0     0  1168   447
258     0     0     0  1104   488
259     0     0     0  1079   523
260     0     0     0  1067   549
261     0     0     0  1049   588
262     0     0     0  1037   623
263     0     0     0  1009   656
264     0     0     0   974   685
265     0     0     0   921   715
266     0     0     0   908   759
267     0     0     0   887   800
268     0     0     0   857   828
269     0     0     0   825   865
270     0     0     0   780   900
271     0     0     0   752   941
272     0     0     0   715   968
273     0     0     0   684   999
274     0     0     0   626  1032
275     0     0     0   596  1068
276     0     0     0   591  1100
277     0     0     0   585  1139
278     0     0     0   542  1174
279     0     0     0   498  1213
280     0     0     0   458  1253
281     0     0     0   440  1298
282     0     0     0   403  1323
283     0     0     0   345  1360
284     0     0     0   309  1393
285     0     0     0   303  1425
286     0     0     0   289  1454
287     0     0     0   282  1480
288     0     0     0   267  1480
289     0     0     0   251  1480
290     0     0     0   221  1480
291     0     0     0   199  1479
292     0     0     0   181  1470
293     0     0     0   144  1469
294     0     0     0   130  1469
295     0     0     0   120  1469
296     0     0     0   118  1467
297     0     0     0    99  1467
298     0     0     0    90  1465
299     0     0     0    82  1458
300     0     0     0    62  1451
301     0     0     0    47  1424
302     0     0     0    18  1419
303     0     0     0     2  1418
304     0     0     0     0  1411
305     0     0     0     0  1398
306     0     0     0     0  1379
307     0     0     0     0  1370
308     0     0     0     0  1367
309     0     0     0     0  1336
310     0     0     0     0  1327
311     0     0     0     0  1324
312     0     0     0     0  1300
313     0     0     0     0  1247
314     0     0     0     0  1228
315     0     0     0     0  1202
316     0     0     0     0  1164
317     0     0     0     0  1145
318     0     0     0     0  1142
319     0     0     0     0  1125
320     0     0     0     0  1108
321     0     0     0     0  1073
322     0     0     0     0  1060
323     0     0     0     0   980
324     0     0     0     0   937
325     0     0     0     0   904
326     0     0     0     0   896
327     0     0     0     0   893
328     0     0     0     0   855
329     0     0     0     0   793
330     0     0     0     0   757
331     0     0     0     0   699
332     0     0     0     0   651
333     0     0     0     0   621
334     0     0     0     0   614
335     0     0     0     0   610
336     0     0     0     0   551
337     0     0     0     0   538
338     0     0     0     0   511
339     0     0     0     0   487
340     0     0     0     0   480
341     0     0     0     0   453
342     0     0     0     0   381
343     0     0     0     0   314
344     0     0     0     0   271
345     0     0     0     0   233
346     0     0     0     0   224
347     0     0     0     0   201
348     0     0     0     0   134
349     0     0     0     0    64
350     0     0     0     0    36
351     0     0     0     0    29
352     0     0     0     0    24
353     0     0     0     0     5
354     0     0     0     0     1
355     0     0     0     0     0
