Cycle	Now Cost	Total Cost

0	4913	4913
1	1425	6338
2	810	7148
3	426	7574
4	220	7794
5	8109	15903
6	1556	17459
7	1112	18571
8	561	19132
9	719	19851
10	5268	25119
11	1660	26779
12	931	27710
13	1174	28884
14	926	29810
15	3489	33299
16	821	34120
17	565	34685
18	512	35197
19	728	35925
20	439	36364
21	325	36689
22	447	37136
23	253	37389
24	537	37926
25	3107	41033
26	1333	42366
27	893	43259
28	736	43995
29	434	44429
30	7635	52064
31	1482	53546
32	1151	54697
33	1235	55932
34	651	56583
35	1616	58199
36	1291	59490
37	1133	60623
38	636	61259
39	502	61761
40	6572	68333
41	1880	70213
42	1102	71315
43	934	72249
44	938	73187
45	7273	80460
46	1571	82031
47	1098	83129
48	1051	84180
49	834	85014
50	8142	93156
51	1600	94756
52	1129	95885
53	1072	96957
54	787	97744
55	5050	102794
56	2477	105271
57	1333	106604
58	983	107587
59	774	108361
60	2899	111260
61	1209	112469
62	874	113343
63	852	114195
64	977	115172
65	8087	123259
66	2262	125521
67	1307	126828
68	1087	127915
69	1175	129090
70	852	129942
71	1792	131734
72	640	132374
73	806	133180
74	644	133824
75	2556	136380
76	606	136986
77	1464	138450
78	983	139433
79	836	140269
80	8912	149181
81	1752	150933
82	1316	152249
83	1168	153417
84	965	154382
85	7091	161473
86	1789	163262
87	1089	164351
88	789	165140
89	1024	166164
90	7722	173886
91	1961	175847
92	1296	177143
93	932	178075
94	855	178930
95	2782	181712
96	1515	183227
97	1218	184445
98	733	185178
99	885	186063
100	6118	192181
101	1836	194017
102	1981	195998
103	1032	197030
104	1003	198033
105	11008	209041
106	2154	211195
107	1677	212872
108	1090	213962
109	999	214961
110	11152	226113
111	2094	228207
112	1500	229707
113	1361	231068
114	979	232047
115	6608	238655
116	2038	240693
117	1548	242241
118	1303	243544
119	1442	244986
120	9377	254363
121	2475	256838
122	1379	258217
123	1188	259405
124	1174	260579
125	4273	264852
126	1333	266185
127	1283	267468
128	1198	268666
129	1313	269979
130	7053	277032
131	2050	279082
132	1672	280754
133	988	281742
134	849	282591
135	3200	285791
136	1486	287277
137	1467	288744
138	923	289667
139	1145	290812
140	2747	293559
141	1054	294613
