Cycle	Now Cost	Total Cost

0	5789	5789
1	1047	6836
2	417	7253
3	198	7451
4	160	7611
5	7069	14680
6	1136	15816
7	631	16447
8	333	16780
9	358	17138
10	5052	22190
11	1002	23192
12	655	23847
13	674	24521
14	488	25009
15	3604	28613
16	411	29024
17	419	29443
18	369	29812
19	254	30066
20	250	30316
21	208	30524
22	155	30679
23	151	30830
24	188	31018
25	3142	34160
26	960	35120
27	585	35705
28	381	36086
29	299	36385
30	7228	43613
31	949	44562
32	761	45323
33	1174	46497
34	405	46902
35	436	47338
36	2254	49592
37	1656	51248
38	803	52051
39	368	52419
40	6226	58645
41	1421	60066
42	661	60727
43	565	61292
44	506	61798
45	6296	68094
46	1148	69242
47	649	69891
48	672	70563
49	398	70961
50	7184	78145
51	754	78899
52	653	79552
53	629	80181
54	589	80770
55	4401	85171
56	1760	86931
57	766	87697
58	572	88269
59	512	88781
60	3397	92178
61	679	92857
62	522	93379
63	359	93738
64	408	94146
65	7410	101556
66	1398	102954
67	591	103545
68	704	104249
69	774	105023
70	582	105605
71	1677	107282
72	358	107640
73	632	108272
74	293	108565
75	2308	110873
76	475	111348
77	1155	112503
78	727	113230
79	700	113930
80	7350	121280
81	1066	122346
82	883	123229
83	733	123962
84	468	124430
85	6309	130739
86	1089	131828
87	790	132618
88	531	133149
89	609	133758
90	7120	140878
91	1171	142049
92	854	142903
93	634	143537
94	498	144035
95	2951	146986
96	1116	148102
97	617	148719
98	576	149295
99	602	149897
100	5700	155597
101	1450	157047
102	1080	158127
103	826	158953
104	649	159602
105	9001	168603
106	1275	169878
107	906	170784
108	750	171534
109	615	172149
110	9265	181414
111	1302	182716
112	1029	183745
113	733	184478
114	621	185099
115	6161	191260
116	1312	192572
117	945	193517
118	876	194393
119	774	195167
120	7821	202988
121	1402	204390
122	934	205324
123	744	206068
124	818	206886
125	3808	210694
126	1018	211712
127	817	212529
128	921	213450
129	898	214348
130	6223	220571
131	1461	222032
132	1261	223293
133	685	223978
134	647	224625
135	2156	226781
136	575	227356
137	1123	228479
138	536	229015
139	708	229723
140	2390	232113
141	961	233074
142	763	233837
143	441	234278
144	576	234854
145	1540	236394
146	838	237232
147	790	238022
148	1127	239149
149	473	239622
150	7755	247377
151	1375	248752
152	517	249269
153	748	250017
154	663	250680
155	3945	254625
156	1672	256297
157	863	257160
158	770	257930
159	761	258691
160	6230	264921
161	1591	266512
162	1204	267716
163	909	268625
164	730	269355
165	6063	275418
166	1343	276761
167	1080	277841
168	987	278828
169	717	279545
170	8098	287643
171	1387	289030
172	933	289963
173	1090	291053
174	670	291723
175	6419	298142
176	1384	299526
177	1030	300556
178	756	301312
179	814	302126
180	508	302634
181	515	303149
182	528	303677
183	455	304132
184	333	304465
185	380	304845
186	313	305158
187	937	306095
188	228	306323
189	735	307058
190	3954	311012
191	783	311795
192	927	312722
193	244	312966
194	822	313788
195	1896	315684
196	1116	316800
197	208	317008
198	348	317356
199	1116	318472
200	66	318538
201	399	318937
202	81	319018
203	471	319489
204	128	319617
205	3190	322807
206	837	323644
