Cycle	Now Cost	Total Cost
207	276	323920
208	620	324540
209	170	324710
210	3944	328654
211	1291	329945
212	1252	331197
213	888	332085
214	390	332475
215	5145	337620
216	961	338581
217	778	339359
218	705	340064
219	881	340945
220	5627	346572
221	1378	347950
222	687	348637
223	787	349424
224	782	350206
225	4000	354206
226	1636	355842
227	356	356198
228	462	356660
229	374	357034
230	4733	361767
231	1328	363095
232	772	363867
233	348	364215
234	442	364657
235	5270	369927
236	1417	371344
237	941	372285
238	594	372879
239	581	373460
240	5481	378941
241	762	379703
242	941	380644
243	879	381523
244	609	382132
245	3486	385618
246	1306	386924
247	772	387696
248	679	388375
249	538	388913
250	439	389352
251	446	389798
252	332	390130
253	329	390459
254	230	390689
255	392	391081
256	252	391333
257	276	391609
258	153	391762
259	93	391855
260	103	391958
261	98	392056
262	33	392089
263	62	392151
264	51	392202
265	41	392243
266	26	392269
267	49	392318
268	4	392322
269	9	392331
270	2	392333
271	0	392333
272	0	392333
273	0	392333
274	0	392333
275	0	392333
276	0	392333
277	0	392333
278	0	392333
279	0	392333
280	0	392333
281	0	392333
282	0	392333
283	0	392333
284	0	392333
285	0	392333
286	0	392333
287	0	392333
288	0	392333
289	0	392333
290	0	392333
291	0	392333
292	0	392333
293	0	392333
294	0	392333
295	0	392333
296	0	392333
297	0	392333
298	0	392333
299	0	392333
300	0	392333
301	0	392333
302	0	392333
303	0	392333
304	0	392333
305	0	392333
306	0	392333
307	0	392333
308	0	392333
309	0	392333
310	0	392333
311	0	392333
312	0	392333
313	0	392333
314	0	392333
315	0	392333
316	0	392333
317	0	392333
318	0	392333
319	0	392333
320	0	392333
321	0	392333
322	0	392333
323	0	392333
324	0	392333
325	0	392333
326	0	392333
327	0	392333
328	0	392333
329	0	392333
330	0	392333
331	0	392333
332	0	392333
333	0	392333
334	0	392333
335	0	392333
336	0	392333
337	0	392333
338	0	392333
339	0	392333
340	0	392333
341	0	392333
342	0	392333
343	0	392333
344	0	392333
345	0	392333
346	0	392333
347	0	392333
348	0	392333
349	0	392333
350	0	392333
351	0	392333
352	0	392333
353	0	392333
354	0	392333
355	0	392333
356	0	392333
357	0	392333
358	0	392333
359	0	392333
360	0	392333
361	0	392333
362	0	392333
363	0	392333
364	0	392333
365	0	392333
366	0	392333
367	0	392333
368	0	392333
369	0	392333
370	0	392333
371	0	392333
372	0	392333
373	0	392333
374	0	392333
375	0	392333
376	0	392333
377	0	392333
378	0	392333
379	0	392333
380	0	392333
381	0	392333
382	0	392333
383	0	392333
384	0	392333
385	0	392333
386	0	392333
387	0	392333
388	0	392333
389	0	392333
390	0	392333
391	0	392333
392	0	392333
393	0	392333
394	0	392333
395	0	392333
396	0	392333
397	0	392333
398	0	392333
399	0	392333
400	0	392333
401	0	392333
402	0	392333
403	0	392333
404	0	392333
405	0	392333
406	0	392333
407	0	392333
408	0	392333
409	0	392333
410	0	392333
411	0	392333
412	0	392333
413	0	392333
414	0	392333
415	0	392333
416	0	392333
417	0	392333
418	0	392333
419	0	392333
420	0	392333
421	0	392333
422	0	392333
423	0	392333
424	0	392333
425	0	392333
426	0	392333
427	0	392333
428	0	392333
429	0	392333
430	0	392333
431	0	392333
432	0	392333
433	0	392333
434	0	392333
435	0	392333
436	0	392333
437	0	392333
438	0	392333
439	0	392333
440	0	392333
441	0	392333
442	0	392333
443	0	392333
444	0	392333
445	0	392333
446	0	392333
447	0	392333
448	0	392333
449	0	392333
450	0	392333
451	0	392333
452	0	392333
453	0	392333
454	0	392333
455	0	392333
456	0	392333
457	0	392333
458	0	392333
459	0	392333
460	0	392333
461	0	392333
462	0	392333
463	0	392333
464	0	392333
465	0	392333
466	0	392333
467	0	392333
468	0	392333
469	0	392333
470	0	392333
471	0	392333
472	0	392333
473	0	392333
474	0	392333
475	0	392333
476	0	392333
477	0	392333
478	0	392333
479	0	392333
480	0	392333
481	0	392333
482	0	392333
483	0	392333
484	0	392333
485	0	392333
486	0	392333
487	0	392333
488	0	392333
489	0	392333
490	0	392333
491	0	392333
492	0	392333
493	0	392333
494	0	392333
495	0	392333
496	0	392333
497	0	392333
498	0	392333
499	0	392333
