Availability:
Average	Difference
0.6892138815487959
0.37773842715613193	-0.311475454392664
0.1548891410104819	-0.22284928614565003
0.032095272506960086	-0.12279386850352181
0.008361537513759945	-0.02373373499320014
0.004854024943310657	-0.0035075125704492876
0.2524693599971126

Remaining:
Average	Difference
86.83439047893688
70.56646141084104	-16.26792906809584
80.57440895892998	10.007947548088936
95.68312115480154	15.108712195871561
98.83006801917497	3.146946864373433
99.32412432165762	0.4940563024826474
86.69633825318017

Occupancy:
Average	Difference
882697.4
5494306.3	4611608.899999999
1.09017514E7	5407445.100000001
1.31398103E7	2238058.9000000004
1.36114184E7	471608.0999999996
1.370878E7	97361.59999999963
8833414.32
