cycle Data0 Data1 Data2 Data3 Data4 Data5 Data6 Data7 Data8 Data9
0     0     0     0     0     0     0     0     0     0     0
1     0     0     0     0     0     0     0     0     0     0
2     0     0     0     0     0     0     0     0     0     0
3     0     0     0     0     0     0     0     0     0     0
4     0     0     0     0     0     0     0     0     0     0
5     0     0     0     0     0     0     0     0     0     0
6     9     0     0     0     0     0     0     0     0     0
7    58     0     0     0     0     0     0     0     0     0
8    81     0     0     0     0     0     0     0     0     0
9   123     0     0     0     0     0     0     0     0     0
10   186     0     0     0     0     0     0     0     0     0
11   212     0     0     0     0     0     0     0     0     0
12   215     0     0     0     0     0     0     0     0     0
13   215     0     0     0     0     0     0     0     0     0
14   229     0     0     0     0     0     0     0     0     0
15   265     0     0     0     0     0     0     0     0     0
16   318     0     0     0     0     0     0     0     0     0
17   353     0     0     0     0     0     0     0     0     0
18   354     0     0     0     0     0     0     0     0     0
19   386     0     0     0     0     0     0     0     0     0
20   405     0     0     0     0     0     0     0     0     0
21   422     0     0     0     0     0     0     0     0     0
22   438     0     0     0     0     0     0     0     0     0
23   439     0     0     0     0     0     0     0     0     0
24   469     0     0     0     0     0     0     0     0     0
25   482     0     0     0     0     0     0     0     0     0
26   488     0     0     0     0     0     0     0     0     0
27   492     0     0     0     0     0     0     0     0     0
28   501     0     0     0     0     0     0     0     0     0
29   504    12     0     0     0     0     0     0     0     0
30   515   100     0     0     0     0     0     0     0     0
31   533   126     0     0     0     0     0     0     0     0
32   534   168     0     0     0     0     0     0     0     0
33   542   168     0     0     0     0     0     0     0     0
34   547   262     0     0     0     0     0     0     0     0
35   550   292     0     0     0     0     0     0     0     0
36   553   296     0     0     0     0     0     0     0     0
37   564   296     0     0     0     0     0     0     0     0
38   573   296     0     0     0     0     0     0     0     0
39   574   296     0     0     0     0     0     0     0     0
40   583   296     0     0     0     0     0     0     0     0
41   586   296     0     0     0     0     0     0     0     0
42   593   296     0     0     0     0     0     0     0     0
43   598   265     0     0     0     0     0     0     0     0
44   602   228     0     0     0     0     0     0     0     0
45   605   216     0     0     0     0     0     0     0     0
46   609   216     0     0     0     0     0     0     0     0
47   610   216     0     0     0     0     0     0     0     0
48   614   183     0     0     0     0     0     0     0     0
49   618   126     0     0     0     0     0     0     0     0
50   625    89     0     0     0     0     0     0     0     0
51   632    30     0     0     0     0     0     0     0     0
