cycle	Ave: occupancy
0	1.0
1	1.0
2	1.0
3	1.0
4	1.0
5	1.0
6	0.9995497748874439
7	0.9993996998499253
8	0.9993493493493497
9	0.9991991991991994
10	0.998398398398399
11	0.9981481481481488
12	0.9978989494747381
13	0.9977488744372195
14	0.9970985492746381
15	0.9965982991495755
16	0.9960480240120066
17	0.9951475737868942
18	0.9947473736868442
19	0.9942442442442451
20	0.992792792792794
21	0.9917917917917931
22	0.9912456228114069
23	0.9902000000000012
24	0.9865000000000019
25	0.9844500000000019
26	0.9830000000000022
27	0.9812000000000022
28	0.9802000000000023
29	0.9764500000000028
30	0.9741500000000032
31	0.9721000000000034
32	0.9714142928535766
33	0.9700149925037519
34	0.9672663668165955
35	0.9660669665167454
36	0.9640679660169957
37	0.9627372627372669
38	0.9614385614385657
39	0.9598401598401645
40	0.9566433566433613
41	0.9553946053946101
42	0.9533966033966085
43	0.9558441558441609
44	0.9545227386306899
45	0.9528735632183958
46	0.9488255872064018
47	0.9464267866067015
48	0.9460039960040008
49	0.9453546453546501
50	0.9442278860569763
51	0.9428500000000051
52	0.9403000000000047
53	0.9403000000000046
54	0.9377000000000048
55	0.9339330334832626
56	0.9315342328835626
57	0.9286856571714185
58	0.9255372313843118
59	0.9220889555222428
60	0.9196401799100493
61	0.9172413793103492
62	0.9130934532733671
63	0.9091454272863608
64	0.9059970014992542
65	0.9020500000000035
66	0.8973000000000034
67	0.8935500000000033
68	0.8901549225387337
69	0.8867066466766648
70	0.8819090454772645
71	0.8776111944028014
72	0.8728135932034009
73	0.8684157921039506
74	0.8638180909545247
75	0.861069465267368
76	0.8562218890554738
77	0.8521739130434798
78	0.8483758120939543
79	0.8421500000000008
80	0.8394500000000011
81	0.8350000000000011
82	0.8309000000000006
83	0.8269365317341335
84	0.8213393303348332
85	0.8168915542228885
86	0.813493253373313
87	0.8087456271864062
88	0.8052473763118431
89	0.7999999999999989
90	0.7937031484257862
91	0.787206396801598
92	0.783658170914541
93	0.7803598200899531
94	0.7770114942528715
95	0.7725637181409276
96	0.7677661169415275
97	0.7648675662168898
98	0.7626686656671646
99	0.7584707646176897
100	0.7555222388805583
101	0.7513243378310829
102	0.7485757121439262
103	0.7448775612193882
104	0.7414792603698128
105	0.7359820089955006
106	0.7333833083458251
107	0.7305847076461748
108	0.728135932033981
109	0.7242878560719618
110	0.721839080459768
111	0.7194902548725616
112	0.7167916041978988
113	0.7141429285357302
114	0.710049999999999
115	0.707749999999999
116	0.7027999999999994
