cycle	Ave: occupancy
0	1.0
1	1.0
2	1.0
3	1.0
4	0.9986006996501748
5	0.9982008995502247
6	0.997501249375312
7	0.9966016991504244
8	0.9953023488255865
9	0.992703648175911
10	0.9906046976511731
11	0.9873063468265847
12	0.9846076961519217
13	0.9819090454772588
14	0.9767116441779078
15	0.9709145427286314
16	0.9639180409795052
17	0.9574212893553166
18	0.9525237381309282
19	0.9455272363818019
20	0.9376311844077877
21	0.9298350824587615
22	0.9206793206793106
23	0.9120879120879012
24	0.8990009990009868
25	0.8858141858141726
26	0.8726273726273585
27	0.8614385614385466
28	0.8479520479520324
29	0.8333666333666173
30	0.8172827172827004
31	0.8006993006992837
32	0.7857142857142687
33	0.7683316683316517
34	0.7499500499500341
35	0.7337662337662191
36	0.7144855144855019
37	0.6981018981018877
38	0.680319680319671
39	0.6628371628371548
40	0.6464535464535391
41	0.6304695304695249
42	0.6147852147852106
43	0.5999000999000967
44	0.5841158841158817
45	0.5651348651348638
46	0.5503496503496497
47	0.5347652347652346
48	0.5203796203796206
49	0.4990009990009988
50	0.47952047952048027
51	0.46373626373626425
52	0.44665334665334755
53	0.4318681318681327
54	0.41308691308691403
55	0.39450549450549466
56	0.3768231768231772
57	0.361738261738262
58	0.34655344655344655
59	0.32647352647352623
60	0.30799200799200704
61	0.2899100899100882
62	0.2689310689310662
63	0.25164835164834815
64	0.2339660339660307
65	0.21318022965551373
66	0.19291063404892403
67	0.17214178731901936
68	0.15626560159760194
69	0.14018971542685846
70	0.12461308037943009
71	0.1093359960059905
72	0.09680319680319653
73	0.08601398601398592
74	0.07342657342657362
75	0.06633366633366676
76	0.05754245754245793
77	0.05074925074925106
78	0.04545454545454572
79	0.03916083916083936
80	0.03604593110334513
81	0.032467532467532575
82	0.029870129870129956
83	0.027972027972028055
84	0.02567432567432575
85	0.02297702297702303
86	0.021278721278721307
87	0.020079920079920092
88	0.01848151848151847
89	0.01538461538461535
90	0.01369315342328833
91	0.01139430284857569
92	0.010494752623688137
93	0.01048951048951047
94	0.008991008991008978
95	0.008691308691308679
96	0.008891108891108878
97	0.009890109890109872
98	0.01068931068931067
99	0.01028971028971027
100	0.010089910089910071
101	0.01068931068931067
102	0.012087912087912062
103	0.013886113886113854
104	0.014085914085914053
105	0.01638361638361635
106	0.017682317682317664
107	0.021978021978022014
108	0.027072927072927168
109	0.028171828171828284
110	0.03216783216783231
111	0.033866133866134025
112	0.04165834165834193
113	0.044555444555444856
114	0.049550449550449883
