cycle Data5 Data15 Data25 Data35 Data45
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26     0
27     0
28     0
29     7
30   213
31   219
32   226
33   238
34   253
35   268
36   286
37   303
38   320
39   349
40   370
41   397
42   422
43   443
44   478
45   512
46   534
47   568
48   594
49   614
50   645
51   678
52   704
53   732
54   762
55   798
56   828
57   857
58   889
59   919
60   942
61   977
62  1003
63  1032
64  1064
65  1096
66  1122
67  1146
68  1172
69  1190
70  1204
71  1231
72  1243
73  1249
74  1260
75  1260
76  1260     0
77  1260     0
78  1258     0
79  1258     7
80  1257     8
81  1123     9
82  1042    63
83  1030    77
84  1019    77
85  1009    80
86  1003    80
87   979    82
88   962    84
89   941    88
90   921    89
91   896    91
92   872    92
93   846    96
94   821    97
95   791    99
96   761    99
97   721   100
98   692   103
99   670   105
100   648   109
101   618   112
102   587   115
103   561   120
104   531   125
105   496   136
106   467   154
107   436   163
108   402   170
109   376   180
110   345   188
111   318   205
112   285   205
113   251   205
114   225   205
115   189   205
116   164   201
117   143   200
118   119   199
119    94   196
120    71   174
121    50   146
122    39   128
123    30   128
124    20   127
125     9   124
126     4   118     0
127     1   117     0
128     0   116     0
129     0   115     8
130     0   112    22
131     0   108    27
132     0   108    31
133     0   107    35
134     0   106    43
135     0   105    56
136     0   104    63
137     0   104    66
138     0   100    72
139     0    93    85
140     0    89   101
141     0    81   111
142     0    80   126
143     0    70   142
144     0    67   148
145     0    54   159
146     0    42   171
147     0    30   184
148     0    20   193
149     0    14   213
150     0    10   226
151     0     4   237
152     0     2   248
153     0     0   257
154     0     0   263
155     0     0   270
156     0     0   293
157     0     0   315
158     0     0   322
159     0     0   336
160     0     0   352
161     0     0   363
162     0     0   377
163     0     0   396
164     0     0   413
165     0     0   422
166     0     0   438
167     0     0   454
168     0     0   480
169     0     0   497
170     0     0   517
171     0     0   534
172     0     0   554
173     0     0   566
174     0     0   577
175     0     0   589
176     0     0   603     0
177     0     0   621     0
178     0     0   636     0
179     0     0   661    10
180     0     0   676    21
181     0     0   691    23
182     0     0   718    26
183     0     0   732    30
184     0     0   753    45
185     0     0   781    55
186     0     0   811    57
187     0     0   835    63
188     0     0   857    72
189     0     0   888    85
190     0     0   915    90
191     0     0   937    95
192     0     0   958   102
193     0     0   982   109
194     0     0  1005   122
195     0     0  1019   139
196     0     0  1044   147
197     0     0  1060   153
198     0     0  1075   166
199     0     0  1090   175
200     0     0  1104   183
201     0     0  1113   188
202     0     0  1132   202
203     0     0  1147   207
204     0     0  1159   216
205     0     0  1169   227
206     0     0  1187   240
207     0     0  1205   250
208     0     0  1218   265
209     0     0  1242   287
210     0     0  1253   304
211     0     0  1266   320
212     0     0  1283   335
213     0     0  1299   353
214     0     0  1314   377
215     0     0  1332   389
216     0     0  1347   405
217     0     0  1347   430
218     0     0  1347   453
219     0     0  1347   481
220     0     0  1347   496
221     0     0  1346   512
222     0     0  1345   529
223     0     0  1337   540
224     0     0  1328   552
225     0     0  1322   567
226     0     0  1314   580     0
227     0     0  1312   600     0
228     0     0  1304   618     0
229     0     0  1295   634     7
230     0     0  1290   647    28
231     0     0  1286   658    33
232     0     0  1275   675    36
233     0     0  1271   691    43
234     0     0  1257   696    53
235     0     0  1246   710    55
236     0     0  1233   722    58
237     0     0  1216   741    67
238     0     0  1206   755    74
239     0     0  1194   770    77
240     0     0  1177   776    85
241     0     0  1172   794    92
242     0     0  1162   817   101
243     0     0  1144   828   106
244     0     0  1128   839   108
245     0     0  1120   849   110
246     0     0  1108   859   117
247     0     0  1100   866   125
248     0     0  1088   881   128
249     0     0  1079   895   136
250     0     0  1061   906   142
251     0     0  1048   919   149
252     0     0  1038   931   151
253     0     0  1023   944   156
254     0     0  1004   954   160
255     0     0   992   960   165
256     0     0   972   973   169
257     0     0   958   984   172
258     0     0   945   999   178
259     0     0   931  1006   179
260     0     0   913  1021   189
261     0     0   901  1025   189
262     0     0   881  1037   189
263     0     0   867  1037   189
264     0     0   847  1037   188
265     0     0   826  1037   188
266     0     0   805  1037   186
267     0     0   792  1036   182
268     0     0   778  1036   177
269     0     0   765  1033   153
270     0     0   753  1029   145
271     0     0   736  1019   139
272     0     0   720  1010   136
273     0     0   702  1002   126
274     0     0   684   995   121
275     0     0   661   987   115
276     0     0   642   979   108
277     0     0   616   974   104
278     0     0   597   966    96
279     0     0   568   956    92
280     0     0   553   950    84
281     0     0   522   944    80
282     0     0   500   937    80
283     0     0   478   928    76
284     0     0   449   920    68
285     0     0   419   910    64
286     0     0   399   896    57
287     0     0   375   887    50
288     0     0   354   870    44
289     0     0   337   860    38
290     0     0   323   854    34
291     0     0   296   846    28
292     0     0   271   838    25
293     0     0   251   833    20
294     0     0   240   821    17
295     0     0   232   815    14
296     0     0   220   794    10
297     0     0   207   784     5
298     0     0   196   767     1
299     0     0   181   750     0
300     0     0   167   734     0
301     0     0   148   717     0
302     0     0   129   703     0
303     0     0   117   684     0
304     0     0   102   666     0
305     0     0    87   642     0
306     0     0    72   624     0
307     0     0    57   609     0
308     0     0    36   588     0
309     0     0    28   562     0
310     0     0    17   546     0
311     0     0     7   527     0
312     0     0     1   512     0
313     0     0     0   497     0
314     0     0     0   485     0
315     0     0     0   471     0
316     0     0     0   452     0
317     0     0     0   435     0
318     0     0     0   421     0
319     0     0     0   407     0
320     0     0     0   393     0
321     0     0     0   382     0
322     0     0     0   363     0
323     0     0     0   354     0
324     0     0     0   341     0
325     0     0     0   331     0
326     0     0     0   323     0
327     0     0     0   309     0
328     0     0     0   293     0
329     0     0     0   279     0
330     0     0     0   263     0
331     0     0     0   250     0
332     0     0     0   237     0
333     0     0     0   222     0
334     0     0     0   203     0
335     0     0     0   188     0
336     0     0     0   180     0
337     0     0     0   169     0
338     0     0     0   155     0
339     0     0     0   141     0
340     0     0     0   130     0
341     0     0     0   119     0
342     0     0     0   105     0
343     0     0     0    97     0
344     0     0     0    89     0
345     0     0     0    76     0
346     0     0     0    65     0
347     0     0     0    57     0
348     0     0     0    42     0
349     0     0     0    33     0
350     0     0     0    23     0
351     0     0     0    12     0
352     0     0     0     4     0
353     0     0     0     3     0
354     0     0     0     1     0
355     0     0     0     0     0
356     0     0     0     0     0
357     0     0     0     0     0
358     0     0     0     0     0
359     0     0     0     0     0
360     0     0     0     0     0
361     0     0     0     0     0
362     0     0     0     0     0
363     0     0     0     0     0
364     0     0     0     0     0
365     0     0     0     0     0
366     0     0     0     0     0
367     0     0     0     0     0
368     0     0     0     0     0
369     0     0     0     0     0
370     0     0     0     0     0
371     0     0     0     0     0
372     0     0     0     0     0
373     0     0     0     0     0
374     0     0     0     0     0
375     0     0     0     0     0
376     0     0     0     0     0
377     0     0     0     0     0
378     0     0     0     0     0
379     0     0     0     0     0
380     0     0     0     0     0
381     0     0     0     0     0
382     0     0     0     0     0
383     0     0     0     0     0
384     0     0     0     0     0
385     0     0     0     0     0
386     0     0     0     0     0
387     0     0     0     0     0
388     0     0     0     0     0
389     0     0     0     0     0
390     0     0     0     0     0
391     0     0     0     0     0
392     0     0     0     0     0
393     0     0     0     0     0
394     0     0     0     0     0
395     0     0     0     0     0
396     0     0     0     0     0
397     0     0     0     0     0
398     0     0     0     0     0
399     0     0     0     0     0
400     0     0     0     0     0
401     0     0     0     0     0
402     0     0     0     0     0
403     0     0     0     0     0
404     0     0     0     0     0
405     0     0     0     0     0
406     0     0     0     0     0
407     0     0     0     0     0
408     0     0     0     0     0
409     0     0     0     0     0
410     0     0     0     0     0
411     0     0     0     0     0
412     0     0     0     0     0
413     0     0     0     0     0
414     0     0     0     0     0
415     0     0     0     0     0
416     0     0     0     0     0
417     0     0     0     0     0
418     0     0     0     0     0
419     0     0     0     0     0
420     0     0     0     0     0
421     0     0     0     0     0
422     0     0     0     0     0
423     0     0     0     0     0
424     0     0     0     0     0
425     0     0     0     0     0
426     0     0     0     0     0
427     0     0     0     0     0
428     0     0     0     0     0
429     0     0     0     0     0
430     0     0     0     0     0
431     0     0     0     0     0
432     0     0     0     0     0
433     0     0     0     0     0
434     0     0     0     0     0
435     0     0     0     0     0
436     0     0     0     0     0
437     0     0     0     0     0
438     0     0     0     0     0
439     0     0     0     0     0
440     0     0     0     0     0
441     0     0     0     0     0
442     0     0     0     0     0
443     0     0     0     0     0
444     0     0     0     0     0
445     0     0     0     0     0
446     0     0     0     0     0
447     0     0     0     0     0
448     0     0     0     0     0
449     0     0     0     0     0
450     0     0     0     0     0
451     0     0     0     0     0
452     0     0     0     0     0
453     0     0     0     0     0
454     0     0     0     0     0
455     0     0     0     0     0
456     0     0     0     0     0
457     0     0     0     0     0
458     0     0     0     0     0
459     0     0     0     0     0
460     0     0     0     0     0
461     0     0     0     0     0
462     0     0     0     0     0
463     0     0     0     0     0
464     0     0     0     0     0
465     0     0     0     0     0
466     0     0     0     0     0
467     0     0     0     0     0
468     0     0     0     0     0
469     0     0     0     0     0
470     0     0     0     0     0
471     0     0     0     0     0
472     0     0     0     0     0
473     0     0     0     0     0
474     0     0     0     0     0
475     0     0     0     0     0
476     0     0     0     0     0
477     0     0     0     0     0
478     0     0     0     0     0
479     0     0     0     0     0
480     0     0     0     0     0
481     0     0     0     0     0
482     0     0     0     0     0
483     0     0     0     0     0
484     0     0     0     0     0
485     0     0     0     0     0
486     0     0     0     0     0
487     0     0     0     0     0
488     0     0     0     0     0
489     0     0     0     0     0
490     0     0     0     0     0
491     0     0     0     0     0
492     0     0     0     0     0
493     0     0     0     0     0
494     0     0     0     0     0
495     0     0     0     0     0
496     0     0     0     0     0
497     0     0     0     0     0
498     0     0     0     0     0
499     0     0     0     0     0

