Cycle	Avarage Links
0	5.836
1	5.836
2	5.83191595797899
3	5.835082458770614
4	5.826
5	5.868539889613648
6	5.87987987987988
7	5.893213572854291
8	5.928712871287129
9	5.885515181682429
10	5.948438274665344
11	5.977227722772278
12	5.998026640355205
13	6.064992614475628
14	6.038480513073508
15	5.986131748390292
16	6.012820512820513
17	6.042322834645669
18	6.0587084148727985
19	6.058651026392962
20	6.013745704467354
21	6.021600392734413
22	6.02638006839277
23	6.11420204978038
24	6.1298828125
25	6.2091439688715955
26	6.1648675171736995
27	6.172803141875307
28	6.1658488714425905
29	6.164451009354997
30	6.148727984344423
31	6.09300048947626
32	6.091707317073171
33	6.0751953125
34	6.092637737688932
35	6.091176470588235
36	6.131771595900439
37	6.196800775569559
38	6.164637116415002
39	6.1630859375
40	6.184210526315789
41	6.191355026711996
42	6.242483026188167
43	6.251808972503618
44	6.196307094266278
45	6.241462241462242
46	6.240038406144984
47	6.176215695714974
48	6.155405405405405
49	6.1696558410082405
50	6.194269062651773
51	6.215429403202329
52	6.24298160696999
53	6.263588263588264
54	6.26378896882494
55	6.917307692307692
56	6.908301158301159
57	6.952335098700048
58	6.961538461538462
59	7.00144023043687
60	6.941062801932367
61	6.917794970986461
62	6.93680656054028
63	6.931665062560154
64	6.908915662650602
65	6.8165450121654505
66	6.8425655976676385
67	7.240543161978661
68	7.310778153697439
69	7.34520943668753
70	7.2597968069666186
71	7.230024213075061
72	7.237633365664403
73	7.226024096385542
74	7.25626204238921
75	7.183891314895682
76	7.147030185004868
77	7.09765625
78	7.127555988315482
79	7.149391727493917
80	7.196125907990314
81	7.227799227799228
82	7.271055179090029
83	7.328207592503604
84	7.3175675675675675
85	7.280540801545147
86	7.209936678032148
87	7.332036947010209
88	7.346563407550823
89	7.4347616754935
90	7.388541165142032
91	7.409899086977415
92	7.308102862688015
93	7.347889374090247
94	7.380607814761215
95	7.379144641999039
96	7.380038387715931
97	7.385796545105566
98	7.308212560386473
99	7.278561011181332
100	7.252327290543851
101	7.2490234375
102	7.213969503197245
103	7.232204221894944
104	7.204343534057256
105	7.23786169691025
106	7.2104484967964515
107	7.214145383104126
108	7.197051597051597
109	7.155138339920948
110	7.341281669150522
111	7.360079247152055
112	7.292768079800498
113	7.399209486166008
114	7.431111111111111
115	7.426026719445819
116	7.442525900345338
117	7.357107478949975
118	7.399705738106915
119	7.462135922330097
120	7.380582524271845
121	7.389238972370334
122	7.385803959439884
123	7.4012554321583774
124	7.34142787761049
125	7.320975609756098
126	7.365450121654502
127	7.371345029239766
128	7.338199513381995
129	7.380883066472586
130	7.470134874759152
131	7.446316803081367
132	7.481979817395483
133	7.416100872938895
134	7.3481624758220505
135	7.274405050995629
136	7.251707317073171
137	7.3
138	7.341416100872939
139	7.325219084712756
140	7.3207180980106745
141	7.341130604288499
142	7.418004866180048
143	7.415533980582524
144	7.390625
145	7.376585365853659
146	7.312133072407045
147	7.291523762861343
148	7.265326140264836
149	7.232055063913471
150	7.271386430678466
151	7.257731958762887
152	7.1901477832512315
153	7.237346437346438
154	7.31139489194499
155	7.261857707509882
156	7.241106719367589
157	7.174950298210735
158	7.187686196623635
159	7.137862137862138
160	7.136979427997993
161	7.074130105900151
162	7.004036326942482
