Cycle	Now Cost	Total Cost
171	1045	60096
172	201	60297
173	37	60334
174	3	60337
175	0	60337
176	0	60337
177	0	60337
178	0	60337
179	0	60337
180	2326	62663
181	412	63075
182	73	63148
183	0	63148
184	0	63148
185	1379	64527
186	237	64764
187	0	64764
188	0	64764
189	0	64764
190	0	64764
191	0	64764
192	0	64764
193	0	64764
194	0	64764
195	5226	69990
196	595	70585
197	85	70670
198	0	70670
199	0	70670
200	1416	72086
201	0	72086
202	0	72086
203	0	72086
204	0	72086
205	1586	73672
206	1249	74921
207	0	74921
208	0	74921
209	0	74921
210	0	74921
211	0	74921
212	0	74921
213	0	74921
214	0	74921
215	1533	76454
216	839	77293
217	383	77676
218	0	77676
219	120	77796
220	929	78725
221	0	78725
222	0	78725
223	0	78725
224	0	78725
225	1399	80124
226	1418	81542
227	0	81542
228	0	81542
229	0	81542
230	0	81542
231	0	81542
232	0	81542
233	0	81542
234	0	81542
235	6667	88209
236	1083	89292
237	274	89566
238	43	89609
239	2	89611
240	0	89611
241	0	89611
242	0	89611
243	0	89611
244	0	89611
245	0	89611
246	0	89611
247	0	89611
248	0	89611
249	0	89611
250	0	89611
251	0	89611
252	0	89611
253	0	89611
254	0	89611
255	0	89611
256	0	89611
257	0	89611
258	0	89611
259	0	89611
260	0	89611
261	0	89611
262	0	89611
263	0	89611
264	0	89611
265	0	89611
266	0	89611
267	0	89611
268	0	89611
269	0	89611
270	0	89611
271	0	89611
272	0	89611
273	0	89611
274	0	89611
275	0	89611
276	0	89611
277	0	89611
278	0	89611
279	0	89611
280	0	89611
281	0	89611
282	0	89611
283	0	89611
284	0	89611
285	0	89611
286	0	89611
287	0	89611
288	0	89611
289	0	89611
290	0	89611
291	0	89611
292	0	89611
293	0	89611
294	0	89611
295	0	89611
296	0	89611
297	0	89611
298	0	89611
299	0	89611
300	0	89611
301	0	89611
302	0	89611
303	0	89611
304	0	89611
305	0	89611
306	0	89611
307	0	89611
308	0	89611
309	0	89611
310	0	89611
311	0	89611
312	0	89611
313	0	89611
314	0	89611
315	0	89611
316	0	89611
317	0	89611
318	0	89611
319	0	89611
320	0	89611
321	0	89611
322	0	89611
323	0	89611
324	0	89611
325	0	89611
326	0	89611
327	0	89611
328	0	89611
329	0	89611
330	0	89611
331	0	89611
332	0	89611
333	0	89611
334	0	89611
335	0	89611
336	0	89611
337	0	89611
338	0	89611
339	0	89611
340	0	89611
341	0	89611
342	0	89611
343	0	89611
344	0	89611
345	0	89611
346	0	89611
347	0	89611
348	0	89611
349	0	89611
350	0	89611
351	0	89611
352	0	89611
353	0	89611
354	0	89611
355	0	89611
356	0	89611
357	0	89611
358	0	89611
359	0	89611
360	0	89611
361	0	89611
362	0	89611
363	0	89611
364	0	89611
365	0	89611
366	0	89611
367	0	89611
368	0	89611
369	0	89611
370	0	89611
371	0	89611
372	0	89611
373	0	89611
374	0	89611
375	0	89611
376	0	89611
377	0	89611
378	0	89611
379	0	89611
380	0	89611
381	0	89611
382	0	89611
383	0	89611
384	0	89611
385	0	89611
386	0	89611
387	0	89611
388	0	89611
389	0	89611
390	0	89611
391	0	89611
392	0	89611
393	0	89611
394	0	89611
395	0	89611
396	0	89611
397	0	89611
398	0	89611
399	0	89611
400	0	89611
401	0	89611
402	0	89611
403	0	89611
404	0	89611
405	0	89611
406	0	89611
407	0	89611
408	0	89611
409	0	89611
410	0	89611
411	0	89611
412	0	89611
413	0	89611
414	0	89611
415	0	89611
416	0	89611
417	0	89611
418	0	89611
419	0	89611
420	0	89611
421	0	89611
422	0	89611
423	0	89611
424	0	89611
425	0	89611
426	0	89611
427	0	89611
428	0	89611
429	0	89611
430	0	89611
431	0	89611
432	0	89611
433	0	89611
434	0	89611
435	0	89611
436	0	89611
437	0	89611
438	0	89611
439	0	89611
440	0	89611
441	0	89611
442	0	89611
443	0	89611
444	0	89611
445	0	89611
446	0	89611
447	0	89611
448	0	89611
449	0	89611
450	0	89611
451	0	89611
452	0	89611
453	0	89611
454	0	89611
455	0	89611
456	0	89611
457	0	89611
458	0	89611
459	0	89611
460	0	89611
461	0	89611
462	0	89611
463	0	89611
464	0	89611
465	0	89611
466	0	89611
467	0	89611
468	0	89611
469	0	89611
470	0	89611
471	0	89611
472	0	89611
473	0	89611
474	0	89611
475	0	89611
476	0	89611
477	0	89611
478	0	89611
479	0	89611
480	0	89611
481	0	89611
482	0	89611
483	0	89611
484	0	89611
485	0	89611
486	0	89611
487	0	89611
488	0	89611
489	0	89611
490	0	89611
491	0	89611
492	0	89611
493	0	89611
494	0	89611
495	0	89611
496	0	89611
497	0	89611
498	0	89611
499	0	89611
