Cycle	Now Cost	Total Cost

0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	0	0
11	0	0
12	0	0
13	0	0
14	0	0
15	0	0
16	0	0
17	0	0
18	0	0
19	0	0
20	0	0
21	0	0
22	0	0
23	0	0
24	0	0
25	0	0
26	0	0
27	0	0
28	0	0
29	0	0
30	0	0
31	0	0
32	0	0
33	0	0
34	0	0
35	0	0
36	0	0
37	0	0
38	0	0
39	0	0
40	0	0
41	0	0
42	0	0
43	0	0
44	0	0
45	0	0
46	0	0
47	0	0
48	0	0
49	0	0
50	0	0
51	0	0
52	0	0
53	0	0
54	0	0
55	0	0
56	0	0
57	0	0
58	0	0
59	0	0
60	252	252
61	589	841
62	703	1544
63	430	1974
64	0	1974
65	0	1974
66	0	1974
67	169	2143
68	0	2143
69	0	2143
70	0	2143
71	0	2143
72	0	2143
73	0	2143
74	0	2143
75	4155	6298
76	1128	7426
77	175	7601
78	0	7601
79	0	7601
80	0	7601
81	0	7601
82	0	7601
83	0	7601
84	0	7601
85	6755	14356
86	1325	15681
87	455	16136
88	0	16136
89	0	16136
90	1524	17660
91	676	18336
92	87	18423
93	114	18537
94	69	18606
95	581	19187
96	746	19933
97	0	19933
98	0	19933
99	0	19933
100	0	19933
101	0	19933
102	0	19933
103	0	19933
104	0	19933
105	900	20833
106	1394	22227
107	372	22599
108	0	22599
109	0	22599
110	0	22599
111	0	22599
112	0	22599
113	0	22599
114	0	22599
115	12691	35290
116	1404	36694
117	322	37016
118	106	37122
119	19	37141
120	0	37141
121	0	37141
122	0	37141
123	0	37141
124	0	37141
125	0	37141
126	0	37141
127	0	37141
128	0	37141
129	0	37141
130	1930	39071
131	816	39887
132	0	39887
133	0	39887
134	0	39887
135	0	39887
136	0	39887
137	1315	41202
138	0	41202
139	0	41202
140	0	41202
141	0	41202
142	0	41202
143	1683	42885
144	0	42885
145	839	43724
146	0	43724
147	0	43724
148	0	43724
149	0	43724
150	0	43724
151	0	43724
152	0	43724
153	0	43724
154	0	43724
155	0	43724
156	0	43724
157	0	43724
158	0	43724
159	0	43724
160	4343	48067
161	54	48121
162	0	48121
163	219	48340
164	0	48340
165	0	48340
166	0	48340
167	0	48340
168	0	48340
169	0	48340
170	10711	59051
