Cycle	Now Cost	Average Cost

0	0	0.0
1	0	0.0
2	0	0.0
3	0	0.0
4	0	0.0
5	2089	348.1666666666667
6	716	400.7142857142857
7	1948	594.125
8	376	569.8888888888889
9	406	553.5
10	529	551.2727272727273
11	1989	671.0833333333334
12	26	621.4615384615385
13	131	586.4285714285714
14	0	547.3333333333334
15	41	515.6875
16	23	486.70588235294116
17	19	460.72222222222223
18	35	438.3157894736842
19	445	438.65
20	4142	615.0
21	1050	634.7727272727273
22	1141	656.7826086956521
23	446	648.0
24	425	639.08
25	240	623.7307692307693
26	354	613.7407407407408
27	225	599.8571428571429
28	178	585.3103448275862
29	172	571.5333333333333
30	139	557.5806451612904
31	139	544.5
32	87	530.6363636363636
33	51	516.5294117647059
34	215	507.9142857142857
35	5048	634.0277777777778
36	1021	644.4864864864865
37	537	641.6578947368421
38	625	641.2307692307693
39	413	635.525
40	401	629.8048780487804
41	277	621.4047619047619
42	260	613.0
43	197	603.5454545454545
44	172	593.9555555555555
45	230	586.0434782608696
46	116	576.0425531914893
47	91	565.9375
48	98	556.3877551020408
49	101	547.28
50	99	538.4901960784314
51	61	529.3076923076923
52	54	520.3396226415094
53	51	511.64814814814815
54	20	502.7090909090909
55	24	494.1607142857143
56	14	485.7368421052632
57	23	477.7586206896552
58	17	469.9491525423729
59	10	462.28333333333336
60	4	454.7704918032787
61	10	447.5967741935484
62	0	440.4920634920635
63	1	433.625
64	0	426.95384615384614
65	0	420.4848484848485
66	0	414.2089552238806
67	60	409.0
68	0	403.07246376811594
69	0	397.3142857142857
70	0	391.71830985915494
71	0	386.27777777777777
72	0	380.986301369863
73	0	375.8378378378378
74	0	370.82666666666665
75	0	365.94736842105266
76	0	361.1948051948052
77	0	356.56410256410254
78	0	352.0506329113924
79	0	347.65
80	0	343.358024691358
81	0	339.1707317073171
82	0	335.0843373493976
83	0	331.0952380952381
84	0	327.2
85	0	323.3953488372093
86	0	319.67816091954023
87	0	316.04545454545456
88	0	312.4943820224719
89	0	309.02222222222224
90	0	305.6263736263736
91	0	302.30434782608694
92	0	299.0537634408602
93	0	295.8723404255319
94	0	292.7578947368421
95	0	289.7083333333333
96	0	286.7216494845361
97	0	283.7959183673469
98	0	280.92929292929296
99	0	278.12
100	161	276.96039603960395
101	6	274.30392156862746
102	0	271.6407766990291
103	0	269.02884615384613
104	0	266.46666666666664
105	0	263.95283018867923
106	0	261.4859813084112
107	456	263.287037037037
108	0	260.8715596330275
109	586	263.8272727272727
110	905	269.60360360360363
111	0	267.19642857142856
112	0	264.83185840707966
113	55	262.99122807017545
114	0	260.704347826087
115	0	258.4568965517241
116	477	260.3247863247863
117	0	258.1186440677966
