Availability:
Average	Difference
0.654687289043536
0.17171222209227832	-0.4829750669512577
0.15972381116611845	-0.011988410926159876
0.024218859138533198	-0.13550495202758525
0.0033387660069848666	-0.02088009313154833
9.313154831199069E-4	-0.00240745052386496
0.202738052120456

Remaining:
Average	Difference
94.79071399502833
97.67955186192583	2.8888378668975037
96.79871802797567	-0.8808338339501631
99.4625791363202	2.663861108344534
99.9243115903444	0.46173245402420093
99.97836668469444	0.05405509435003353
97.93113165568828

Occupancy:
Average	Difference
352969.6
1065395.6	712426.0000000001
1652084.1	586688.5
1989416.9	337332.7999999998
2032862.1	43445.200000000186
2037550.0	4687.899999999907
1422620.76
