Cycle	Cumulative Occupancy

0	40.0
1	80.0
2	120.0
3	160.0
4	200.0
5	270.0
6	340.0
7	450.0
8	600.0
9	760.0
10	940.0
11	1160.0
12	1390.0
13	1640.0
14	1890.0
15	2200.0
16	2510.0
17	2830.0
18	3150.0
19	3470.0
20	4000.0
21	4650.0
22	5520.0
23	6530.0
24	7680.0
25	8970.0
26	10410.0
27	11980.0
28	13720.0
29	15600.0
30	17630.0
31	19710.0
32	21850.0
33	24010.0
34	26290.0
35	29730.0
36	33850.0
37	38580.0
38	43890.0
39	49820.0
40	56480.0
41	63670.0
42	71250.0
43	79190.0
44	87550.0
45	96430.0
46	105640.0
47	115250.0
48	124950.0
49	134900.0
50	145080.0
51	155390.0
52	165740.0
53	176030.0
54	186230.0
55	196370.0
56	206360.0
57	216160.0
58	225840.0
59	235400.0
60	244870.0
61	254130.0
62	263180.0
63	272080.0
64	280850.0
65	289540.0
66	297920.0
67	306120.0
68	314030.0
69	321760.0
70	329420.0
71	336930.0
72	344320.0
73	351560.0
74	358710.0
75	365770.0
76	372580.0
77	379280.0
78	385820.0
79	392250.0
80	398610.0
81	404820.0
82	410850.0
83	416780.0
84	422550.0
85	428270.0
86	433900.0
87	439450.0
88	444930.0
89	450240.0
90	455470.0
91	460600.0
92	465640.0
93	470590.0
94	475470.0
95	480240.0
96	484920.0
97	489490.0
98	493950.0
99	498270.0
100	502530.0
101	506750.0
102	510900.0
103	514990.0
104	519010.0
105	522960.0
106	526780.0
107	530520.0
108	534200.0
109	537820.0
110	541340.0
111	544800.0
112	548190.0
113	551500.0
114	554760.0
115	557970.0
116	561100.0
117	564140.0
118	567140.0
119	570000.0
120	572830.0
121	575580.0
122	578260.0
123	580900.0
124	583460.0
125	586000.0
126	588470.0
127	590900.0
128	593290.0
129	595620.0
130	597940.0
131	600210.0
132	602380.0
133	604520.0
134	606590.0
135	608650.0
136	610650.0
137	612620.0
138	614590.0
139	616510.0
140	618580.0
141	620620.0
142	622590.0
143	624510.0
144	626400.0
145	628910.0
146	631380.0
147	633810.0
148	636220.0
149	638600.0
150	641100.0
151	643570.0
152	646010.0
153	648400.0
154	650760.0
155	653150.0
156	655510.0
157	657830.0
158	660120.0
159	662320.0
160	664620.0
161	666910.0
162	669200.0
163	671460.0
164	673690.0
165	675900.0
166	678020.0
167	680130.0
168	682180.0
169	684230.0
170	686260.0
171	688250.0
172	690220.0
173	692140.0
174	694030.0
175	695930.0
176	697800.0
177	699610.0
178	701370.0
179	703090.0
180	704940.0
181	706770.0
182	708580.0
183	710390.0
184	712170.0
185	713900.0
186	715610.0
187	717300.0
188	718970.0
189	720610.0
190	722370.0
191	724130.0
192	725930.0
193	727810.0
194	729690.0
195	731690.0
196	733720.0
197	735810.0
198	737920.0
199	740060.0
200	742980.0
201	745900.0
202	748800.0
203	751730.0
204	754670.0
205	757740.0
206	760870.0
207	764040.0
208	767220.0
209	770470.0
210	773620.0
211	776810.0
212	780050.0
213	783310.0
214	786550.0
215	790030.0
216	793480.0
217	796890.0
218	800270.0
219	803640.0
220	806900.0
221	810150.0
222	813370.0
223	816540.0
224	819660.0
225	822740.0
226	825750.0
227	828720.0
228	831580.0
229	834350.0
230	837450.0
231	840460.0
232	843410.0
233	846320.0
234	849180.0
235	852120.0
236	855000.0
237	857820.0
238	860570.0
239	863280.0
240	866120.0
241	868950.0
242	871670.0
243	874310.0
244	876920.0
245	879590.0
246	882280.0
247	884980.0
248	887630.0
249	890280.0
250	892940.0
251	895540.0
252	898130.0
253	900650.0
254	903130.0
255	905590.0
256	908070.0
257	910530.0
258	912950.0
259	915340.0
260	917690.0
261	920000.0
262	922260.0
263	924510.0
264	926730.0
265	928880.0
266	931030.0
