Cycle	Now Cost	Average Cost

0	0	0.0
1	0	0.0
2	0	0.0
3	0	0.0
4	0	0.0
5	1950	325.0
6	522	353.14285714285717
7	1378	481.25
8	112	440.22222222222223
9	61	402.3
10	162	380.45454545454544
11	1938	510.25
12	0	471.0
13	31	439.57142857142856
14	0	410.26666666666665
15	1	384.6875
16	23	363.4117647058824
17	19	344.27777777777777
18	0	326.1578947368421
19	65	313.1
20	3172	449.23809523809524
21	708	461.0
22	624	468.0869565217391
23	126	453.8333333333333
24	185	443.08
25	100	429.88461538461536
26	276	424.18518518518516
27	99	412.57142857142856
28	75	400.9310344827586
29	82	390.3
30	66	379.83870967741933
31	68	370.09375
32	52	360.45454545454544
33	23	350.52941176470586
34	92	343.14285714285717
35	3595	433.47222222222223
36	506	435.43243243243245
37	282	431.39473684210526
38	297	427.94871794871796
39	164	421.35
40	195	415.8292682926829
41	144	409.35714285714283
42	107	402.3255813953488
43	91	395.25
44	64	387.8888888888889
45	142	382.54347826086956
46	66	375.8085106382979
47	61	369.25
48	68	363.1020408163265
49	63	357.1
50	52	351.11764705882354
51	45	345.2307692307692
52	41	339.49056603773585
53	33	333.81481481481484
54	13	327.9818181818182
55	17	322.42857142857144
56	8	316.9122807017544
57	9	311.6034482758621
58	16	306.59322033898303
59	10	301.65
60	4	296.7704918032787
61	8	292.11290322580646
62	0	287.4761904761905
63	1	283.0
64	0	278.6461538461538
65	0	274.42424242424244
66	0	270.32835820895525
67	60	267.2352941176471
68	0	263.3623188405797
69	0	259.6
70	0	255.94366197183098
71	0	252.38888888888889
72	0	248.93150684931507
73	0	245.56756756756758
74	0	242.29333333333332
75	0	239.10526315789474
76	0	236.0
77	0	232.97435897435898
78	0	230.0253164556962
79	0	227.15
80	0	224.34567901234567
81	0	221.609756097561
82	0	218.93975903614458
83	0	216.33333333333334
84	0	213.78823529411764
85	0	211.30232558139534
86	0	208.8735632183908
87	0	206.5
88	0	204.17977528089887
89	0	201.9111111111111
90	0	199.69230769230768
91	0	197.52173913043478
92	0	195.3978494623656
93	0	193.31914893617022
94	0	191.2842105263158
95	0	189.29166666666666
96	0	187.340206185567
97	0	185.42857142857142
98	0	183.55555555555554
99	0	181.72
100	161	181.5148514851485
101	174	181.44117647058823
102	0	179.67961165048544
103	0	177.95192307692307
104	0	176.25714285714287
105	0	174.5943396226415
106	0	172.9626168224299
107	456	175.58333333333334
108	0	173.9724770642202
109	691	178.6727272727273
110	985	185.93693693693695
111	0	184.27678571428572
112	0	182.64601769911505
113	56	181.53508771929825
114	0	179.95652173913044
115	0	178.4051724137931
116	499	181.14529914529913
117	0	179.61016949152543
118	0	178.10084033613447
119	0	176.61666666666667
