Cycle	Now Cost	Average Cost
126	1802	472.68503937007875
127	1107	477.640625
128	262	475.968992248062
129	91	473.0076923076923
130	1458	480.5267175572519
131	562	481.1439393939394
132	635	482.30075187969925
133	115	479.55970149253733
134	642	480.76296296296294
135	1075	485.13235294117646
136	514	485.3430656934307
137	789	487.54347826086956
138	530	487.84892086330933
139	609	488.7142857142857
140	452	488.45390070921985
141	547	488.86619718309856
142	811	491.1188811188811
143	1043	494.9513888888889
144	396	494.2689655172414
145	716	495.78767123287673
146	701	497.18367346938777
147	280	495.7162162162162
148	555	496.1140939597315
149	767	497.92
150	377	497.11920529801324
151	411	496.55263157894734
152	498	496.562091503268
153	450	496.2597402597403
154	881	498.741935483871
155	546	499.04487179487177
156	1300	504.14649681528664
157	374	503.32278481012656
158	389	502.60377358490564
159	865	504.86875
160	737	506.3105590062112
161	674	507.34567901234567
162	324	506.22085889570553
163	267	504.7621951219512
164	123	502.44848484848484
165	1165	506.43975903614455
166	112	504.07784431137725
167	412	503.5297619047619
168	250	502.0295857988166
169	262	500.61764705882354
170	1669	507.4502923976608
171	672	508.40697674418607
172	393	507.73988439306356
173	281	506.4367816091954
174	398	505.81714285714287
175	1558	511.79545454545456
176	246	510.29378531073445
177	120	508.1011235955056
178	376	507.3631284916201
179	431	506.93888888888887
180	343	506.03314917127074
181	372	505.2967032967033
182	256	503.9344262295082
183	528	504.0652173913044
184	251	502.6972972972973
185	349	501.8709677419355
186	15	499.26737967914437
187	319	498.3085106382979
188	574	498.70899470899474
189	1309	502.9736842105263
190	539	503.16230366492147
191	249	501.8385416666667
192	640	502.55440414507774
193	321	501.6185567010309
194	158	499.85641025641024
195	816	501.46938775510205
196	253	500.20812182741116
197	297	499.1818181818182
198	470	499.035175879397
199	184	497.46
200	667	498.30348258706465
201	555	498.58415841584156
202	137	496.8029556650246
203	255	495.61764705882354
204	268	494.5073170731707
205	247	493.30582524271847
206	53	491.17874396135267
207	692	492.1442307692308
208	609	492.70334928229664
209	681	493.6
210	1965	500.5734597156398
211	674	501.39150943396226
212	819	502.88262910798124
213	483	502.7897196261682
214	401	502.31627906976746
215	488	502.25
216	286	501.2534562211982
217	404	500.8073394495413
218	526	500.92237442922374
219	112	499.1545454545454
220	983	501.3438914027149
221	494	501.31081081081084
222	108	499.5470852017937
223	163	498.04464285714283
224	115	496.34222222222223
225	1459	500.60176991150445
226	708	501.51541850220264
227	796	502.8070175438597
228	300	501.92139737991266
229	668	502.6434782608696
230	865	504.2121212121212
231	770	505.35775862068965
232	392	504.87124463519314
233	14	502.7735042735043
234	221	501.5744680851064
235	159	500.1228813559322
236	359	499.52742616033754
237	673	500.2563025210084
238	673	500.97907949790795
239	11	498.9375
240	384	498.46058091286307
241	290	497.599173553719
242	521	497.69547325102883
243	148	496.26229508196724
244	124	494.74285714285713
245	894	496.3658536585366
246	201	495.17004048583
247	627	495.7016129032258
248	536	495.86345381526104
249	429	495.596
250	155	494.2390438247012
251	484	494.1984126984127
252	138	492.7905138339921
253	367	492.29527559055117
254	668	492.9843137254902
255	135	491.5859375
256	105	490.0817120622568
257	0	488.1821705426357
258	432	487.96525096525096
259	934	489.6807692307692
260	163	488.42911877394636
261	954	490.206106870229
262	268	489.361216730038
263	459	489.2462121212121
264	414	488.9622641509434
265	162	487.73308270676694
266	221	486.73408239700376
267	368	486.2910447761194
268	703	487.09665427509293
269	598	487.5074074074074
270	129	486.1845018450185
271	262	485.3602941176471
272	897	486.86813186813185
273	591	487.24817518248176
274	530	487.40363636363634
275	129	486.1050724637681
276	721	486.9530685920578
277	421	486.7158273381295
278	600	487.1218637992832
279	302	486.4607142857143
280	153	485.2740213523132
281	428	485.07092198581563
282	709	485.8621908127208
283	446	485.7218309859155
284	176	484.63508771929827
285	166	483.52097902097904
286	446	483.390243902439
287	510	483.4826388888889
288	443	483.34256055363323
289	449	483.2241379310345
290	439	483.07216494845363
291	571	483.3732876712329
292	123	482.14334470989763
293	147	481.0034013605442
294	249	480.2169491525424
295	338	479.7364864864865
296	515	479.8552188552189
297	533	480.03355704697987
298	548	480.2608695652174
299	831	481.43
300	119	480.22591362126246
301	409	479.99006622516555
302	400	479.72607260726073
303	469	479.6907894736842
304	510	479.79016393442623
305	262	479.078431372549
306	0	477.51791530944627
307	820	478.62987012987014
308	150	477.5663430420712
309	927	479.01612903225805
310	480	479.01929260450163
311	245	478.2692307692308
312	385	477.9712460063898
313	525	478.1210191082803
314	530	478.2857142857143
315	0	476.7721518987342
316	0	475.26813880126184
317	126	474.1698113207547
318	681	474.8181818181818
319	528	474.984375
320	634	475.4797507788162
321	311	474.96894409937886
322	425	474.8142414860681
323	117	473.7098765432099
324	257	473.0430769230769
325	535	473.23312883435585
326	433	473.11009174311926
327	579	473.4329268292683
328	120	472.3586626139818
329	500	472.44242424242424
330	287	471.8821752265861
331	276	471.2921686746988
332	350	470.92792792792795
333	660	471.4940119760479
334	159	470.56119402985075
335	121	469.5208333333333
336	541	469.73293768545994
337	500	469.8224852071006
338	591	470.1799410029499
339	298	469.6735294117647
340	383	469.4193548387097
341	161	468.5175438596491
342	0	467.1516034985423
343	311	466.69767441860466
344	371	466.42028985507244
345	0	465.07225433526014
346	549	465.31412103746396
347	151	464.4109195402299
348	139	463.4785100286533
349	361	463.1857142857143
350	109	462.17663817663816
351	583	462.5198863636364
352	302	462.06515580736544
353	338	461.7146892655367
354	128	460.77464788732397
355	220	460.09831460674155
356	0	458.8095238095238
357	0	457.52793296089385
358	0	456.2534818941504
359	145	455.3888888888889
360	0	454.12742382271466
361	420	454.03314917127074
362	433	453.97520661157023
363	260	453.4423076923077
364	131	452.55890410958904
365	521	452.74590163934425
366	194	452.0408719346049
367	140	451.1929347826087
368	442	451.1680216802168
369	132	450.3054054054054
370	767	451.1590296495957
371	0	449.9462365591398
372	138	449.10991957104557
373	134	448.26737967914437
374	280	447.8186666666667
375	249	447.2898936170213
376	264	446.80371352785147
377	296	446.4047619047619
378	131	445.5725593667546
379	122	444.72105263157897
380	0	443.5538057742782
381	168	442.8324607329843
382	104	441.9477806788512
383	0	440.796875
384	124	439.97402597402595
385	158	439.2435233160622
386	0	438.1085271317829
387	117	437.28092783505156
388	111	436.4421593830334
389	416	436.3897435897436
390	0	435.2736572890026
391	0	434.16326530612247
392	0	433.058524173028
393	124	432.2741116751269
394	382	432.14683544303796
395	0	431.05555555555554
396	0	429.9697732997481
397	120	429.19095477386935
398	0	428.1152882205514
399	0	427.045
400	0	425.9800498753117
401	0	424.92039800995025
402	0	423.86600496277913
403	368	423.7277227722772
404	166	423.0913580246914
405	118	422.3399014778325
406	150	421.6707616707617
407	0	420.6372549019608
408	107	419.8704156479218
409	0	418.84634146341466
410	0	417.8272506082725
411	0	416.81310679611653
412	307	416.54721549636804
413	127	415.8478260869565
414	0	414.84578313253013
415	0	413.8485576923077
416	0	412.8561151079137
417	0	411.86842105263156
418	158	411.26252983293557
419	112	410.55
420	0	409.5748218527316
421	0	408.6042654028436
422	0	407.63829787234044
423	429	407.688679245283
424	0	406.7294117647059
425	0	405.77464788732397
426	0	404.824355971897
427	0	403.8785046728972
428	0	402.93706293706293
429	0	402.0
430	0	401.0672853828306
431	0	400.1388888888889
432	0	399.2147806004619
433	0	398.29493087557603
434	0	397.37931034482756
435	0	396.4678899082569
436	0	395.5606407322654
437	0	394.6575342465753
438	0	393.75854214123007
439	0	392.8636363636364
440	0	391.97278911564626
441	0	391.08597285067873
442	0	390.20316027088035
443	0	389.3243243243243
444	0	388.44943820224717
445	0	387.57847533632287
446	0	386.71140939597313
447	0	385.8482142857143
448	0	384.988864142539
449	0	384.1333333333333
450	0	383.2815964523282
451	0	382.43362831858406
452	0	381.58940397350995
453	0	380.7488986784141
454	0	379.9120879120879
455	0	379.07894736842104
456	0	378.24945295404814
457	0	377.4235807860262
458	0	376.60130718954247
459	0	375.7826086956522
460	0	374.96746203904553
461	0	374.15584415584414
462	0	373.3477321814255
463	0	372.5431034482759
464	0	371.741935483871
465	0	370.9442060085837
466	0	370.14989293361884
467	0	369.35897435897436
468	0	368.57142857142856
469	0	367.78723404255317
470	0	367.0063694267516
471	0	366.228813559322
472	0	365.45454545454544
473	0	364.6835443037975
474	0	363.9157894736842
475	0	363.1512605042017
476	0	362.38993710691824
477	0	361.6317991631799
478	0	360.8768267223382
479	0	360.125
480	0	359.37629937629936
481	0	358.6307053941909
482	0	357.888198757764
483	0	357.1487603305785
484	0	356.41237113402065
485	0	355.679012345679
486	0	354.9486652977413
487	0	354.22131147540983
488	0	353.49693251533745
489	0	352.7755102040816
490	0	352.0570264765784
491	0	351.3414634146341
492	0	350.62880324543613
493	0	349.91902834008096
494	0	349.2121212121212
495	0	348.508064516129
496	0	347.80684104627767
497	0	347.10843373493975
498	0	346.4128256513026
499	0	345.72
