Cycle	Now Cost	Average Cost

0	0	0.0
1	0	0.0
2	0	0.0
3	0	0.0
4	0	0.0
5	1446	241.0
6	465	273.0
7	797	338.5
8	55	307.0
9	15	277.8
10	43	256.45454545454544
11	1332	346.0833333333333
12	0	319.46153846153845
13	16	297.7857142857143
14	0	277.93333333333334
15	1	260.625
16	10	245.88235294117646
17	6	232.55555555555554
18	0	220.31578947368422
19	10	209.8
20	1136	253.9047619047619
21	417	261.3181818181818
22	222	259.60869565217394
23	53	251.0
24	86	244.4
25	46	236.76923076923077
26	115	232.25925925925927
27	34	225.17857142857142
28	49	219.10344827586206
29	26	212.66666666666666
30	29	206.74193548387098
31	28	201.15625
32	16	195.54545454545453
33	10	190.08823529411765
34	39	185.77142857142857
35	1517	222.75
36	177	221.51351351351352
37	112	218.6315789473684
38	142	216.66666666666666
39	86	213.4
40	87	210.3170731707317
41	72	207.02380952380952
42	55	203.48837209302326
43	45	199.88636363636363
44	40	196.33333333333334
45	76	193.7173913043478
46	40	190.4468085106383
47	44	187.39583333333334
48	39	184.3673469387755
49	31	181.3
50	33	178.3921568627451
51	25	175.44230769230768
52	27	172.64150943396226
53	17	169.75925925925927
54	11	166.87272727272727
55	11	164.08928571428572
56	5	161.2982456140351
57	4	158.58620689655172
58	5	155.98305084745763
59	4	153.45
60	1	150.95081967213116
61	6	148.61290322580646
62	0	146.25396825396825
63	1	143.984375
64	0	141.76923076923077
65	0	139.62121212121212
66	0	137.53731343283582
67	15	135.73529411764707
68	0	133.768115942029
69	0	131.85714285714286
70	0	130.0
71	0	128.19444444444446
72	0	126.43835616438356
73	0	124.72972972972973
74	0	123.06666666666666
75	0	121.44736842105263
76	0	119.87012987012987
77	0	118.33333333333333
78	0	116.83544303797468
79	0	115.375
80	0	113.95061728395062
81	0	112.5609756097561
82	0	111.20481927710843
83	0	109.88095238095238
84	0	108.58823529411765
85	0	107.32558139534883
86	0	106.0919540229885
87	0	104.88636363636364
88	0	103.70786516853933
89	0	102.55555555555556
90	0	101.42857142857143
91	0	100.32608695652173
92	0	99.24731182795699
93	0	98.19148936170212
94	0	97.15789473684211
95	0	96.14583333333333
96	0	95.15463917525773
97	0	94.18367346938776
98	0	93.23232323232324
99	0	92.3
100	36	91.74257425742574
101	36	91.19607843137256
102	0	90.31067961165049
103	0	89.4423076923077
104	0	88.5904761904762
105	0	87.75471698113208
106	0	86.93457943925233
107	136	87.38888888888889
108	0	86.58715596330275
109	210	87.7090909090909
110	325	89.84684684684684
111	0	89.04464285714286
112	0	88.2566371681416
113	10	87.5701754385965
114	0	86.80869565217391
115	0	86.0603448275862
116	91	86.1025641025641
117	0	85.37288135593221
