Cycle	Now Cost	Average Cost

0	0	0.0
1	0	0.0
2	0	0.0
3	0	0.0
4	0	0.0
5	2089	348.1666666666667
6	716	400.7142857142857
7	1948	594.125
8	376	569.8888888888889
9	406	553.5
10	529	551.2727272727273
11	242	525.5
12	26	487.0769230769231
13	123	461.07142857142856
14	0	430.3333333333333
15	41	406.0
16	23	383.47058823529414
17	19	363.22222222222223
18	35	345.94736842105266
19	445	350.9
20	4142	531.4285714285714
21	1050	555.0
22	1141	580.4782608695652
23	446	574.875
24	425	568.88
25	240	556.2307692307693
26	354	548.7407407407408
27	225	537.1785714285714
28	178	524.7931034482758
29	172	513.0333333333333
30	139	500.96774193548384
31	139	489.65625
32	87	477.45454545454544
33	51	464.9117647058824
34	215	457.77142857142854
35	5048	585.2777777777778
36	1021	597.0540540540541
37	537	595.4736842105264
38	625	596.2307692307693
39	413	591.65
40	401	587.0
41	277	579.6190476190476
42	260	572.1860465116279
43	197	563.6590909090909
44	172	554.9555555555555
45	230	547.8913043478261
46	116	538.7021276595744
47	91	529.375
48	98	520.5714285714286
49	101	512.18
50	99	504.078431372549
51	61	495.5576923076923
52	54	487.22641509433964
53	51	479.14814814814815
54	20	470.8
55	24	462.82142857142856
56	14	454.94736842105266
57	23	447.5
58	17	440.20338983050846
59	10	433.03333333333336
60	4	426.0
61	10	419.2903225806452
62	0	412.63492063492066
63	1	406.203125
64	0	399.95384615384614
65	0	393.8939393939394
66	0	388.0149253731343
67	60	383.19117647058823
68	0	377.6376811594203
69	0	372.24285714285713
70	0	367.0
71	0	361.90277777777777
72	0	356.94520547945206
73	0	352.1216216216216
74	0	347.4266666666667
75	0	342.85526315789474
76	0	338.4025974025974
77	0	334.06410256410254
78	0	329.8354430379747
79	0	325.7125
80	0	321.69135802469134
81	0	317.7682926829268
82	0	313.93975903614455
83	0	310.20238095238096
84	0	306.5529411764706
85	0	302.98837209302326
86	0	299.5057471264368
87	0	296.10227272727275
88	0	292.7752808988764
89	0	289.52222222222224
90	0	286.34065934065933
91	0	283.2282608695652
92	0	280.18279569892474
93	0	277.20212765957444
94	0	274.2842105263158
95	0	271.4270833333333
96	0	268.62886597938143
97	0	265.88775510204084
98	0	263.2020202020202
99	0	260.57
100	161	259.58415841584156
101	174	258.7450980392157
102	0	256.2330097087379
103	0	253.76923076923077
104	0	251.35238095238094
105	0	248.9811320754717
106	0	246.65420560747663
107	456	248.59259259259258
108	0	246.3119266055046
109	506	248.6727272727273
110	23	246.63963963963963
111	0	244.4375
112	0	242.27433628318585
113	10	240.23684210526315
114	0	238.1478260869565
115	0	236.0948275862069
116	407	237.55555555555554
117	0	235.54237288135593
118	0	233.56302521008402
