cycle	Ave: occupancy
0	0.0
1	0.0
2	0.0
3	0.0
4	11.0
5	37.0
6	75.0
7	125.0
8	185.0
9	266.0
10	388.0
11	546.0
12	740.0
13	944.0
14	1183.0
15	1440.0
16	1711.0
17	2008.0
18	2324.0
19	2684.0
20	3091.0
21	3550.0
22	4060.0
23	4613.0
24	5221.0
25	5913.0
26	6680.0
27	7521.0
28	8437.0
29	9454.0
30	10584.0
31	11835.0
32	13193.0
33	14687.0
34	16345.0
35	18167.0
36	20178.0
37	22354.0
38	24674.0
39	27188.0
40	29897.0
41	32837.0
42	35905.0
43	39092.0
44	42439.0
45	45942.0
46	49620.0
47	53456.0
48	57436.0
49	61560.0
50	65838.0
51	70243.0
52	74784.0
53	79440.0
54	84244.0
55	89163.0
56	94237.0
57	99463.0
58	104827.0
59	110369.0
60	116050.0
61	121896.0
62	127909.0
63	134097.0
64	140475.0
65	147052.0
66	153773.0
67	160637.0
68	167603.0
69	174716.0
70	181965.0
71	189375.0
72	196920.0
73	204618.0
74	212469.0
75	220461.0
76	228566.0
77	236743.0
78	244989.0
79	253299.0
80	261729.0
81	270283.0
82	278922.0
83	287615.0
84	296411.0
85	305337.0
86	314368.0
87	323513.0
88	332750.0
89	342024.0
90	351331.0
91	360676.0
92	370052.0
93	379432.0
94	388870.0
95	398350.0
96	407825.0
97	417266.0
98	426693.0
99	436071.0
100	445423.0
101	454708.0
102	463924.0
103	473078.0
104	482192.0
105	491295.0
106	500321.0
107	509269.0
108	518157.0
109	527002.0
110	535827.0
111	544611.0
112	553386.0
113	562150.0
114	570890.0
115	579610.0
116	588297.0
117	596937.0
118	605538.0
119	614105.0
120	622661.0
121	631193.0
122	639648.0
123	648073.0
124	656484.0
125	664847.0
126	673178.0
127	681542.0
128	689892.0
129	698216.0
130	706553.0
131	714882.0
132	723175.0
133	731453.0
134	739734.0
135	748001.0
136	756268.0
137	764465.0
138	772645.0
139	780812.0
140	789002.0
141	797236.0
142	805496.0
143	813773.0
144	822069.0
145	830392.0
146	838760.0
147	847122.0
148	855511.0
149	863959.0
150	872438.0
151	880977.0
152	889582.0
153	898274.0
154	907069.0
155	916046.0
156	925131.0
157	934296.0
158	943546.0
159	952870.0
160	962323.0
161	971890.0
162	981561.0
163	991345.0
164	1001292.0
165	1011394.0
166	1021665.0
167	1032073.0
168	1042587.0
169	1053229.0
170	1064028.0
171	1074993.0
172	1086095.0
173	1097310.0
174	1108628.0
175	1120040.0
176	1131535.0
177	1143075.0
178	1154642.0
179	1166241.0
180	1177858.0
181	1189520.0
182	1201218.0
183	1212902.0
184	1224603.0
185	1236312.0
186	1248039.0
187	1259772.0
188	1271494.0
189	1283234.0
190	1294943.0
191	1306623.0
192	1318309.0
193	1330001.0
194	1341678.0
195	1353294.0
196	1364870.0
197	1376387.0
198	1387856.0
199	1399292.0
200	1410677.0
201	1421996.0
202	1433217.0
203	1444317.0
204	1455317.0
205	1466212.0
206	1477023.0
207	1487719.0
208	1498321.0
209	1508850.0
210	1519321.0
211	1529709.0
212	1540002.0
213	1550254.0
214	1560424.0
215	1570537.0
216	1580595.0
217	1590576.0
218	1600525.0
219	1610436.0
220	1620257.0
221	1630034.0
222	1639710.0
223	1649290.0
224	1658801.0
225	1668285.0
226	1677755.0
227	1687170.0
228	1696604.0
229	1706055.0
230	1715550.0
231	1725108.0
232	1734691.0
233	1744291.0
234	1753942.0
235	1763668.0
236	1773482.0
237	1783337.0
238	1793269.0
239	1803304.0
240	1813438.0
241	1823684.0
242	1834023.0
243	1844481.0
244	1855057.0
245	1865770.0
246	1876625.0
247	1887628.0
248	1898782.0
249	1910089.0
250	1921575.0
251	1933222.0
252	1945057.0
253	1957066.0
254	1969221.0
255	1981494.0
256	1993852.0
257	2006242.0
258	2018638.0
259	2031069.0
260	2043524.0
261	2055944.0
262	2068327.0
263	2080633.0
264	2092858.0
265	2104991.0
266	2117029.0
267	2128944.0
268	2140699.0
269	2152317.0
270	2163722.0
271	2174887.0
272	2185810.0
273	2196510.0
274	2206953.0
275	2217138.0
276	2227062.0
277	2236728.0
278	2246103.0
279	2255187.0
280	2263978.0
281	2272467.0
282	2280668.0
283	2288593.0
284	2296237.0
285	2303615.0
286	2310709.0
287	2317556.0
288	2324126.0
289	2330461.0
290	2336611.0
291	2342524.0
292	2348214.0
293	2353677.0
294	2358931.0
295	2363961.0
296	2368770.0
297	2373395.0
298	2377796.0
299	2381999.0
300	2386017.0
301	2389857.0
302	2393502.0
303	2396980.0
304	2400267.0
305	2403382.0
306	2406344.0
307	2409119.0
308	2411738.0
309	2414208.0
310	2416553.0
311	2418730.0
312	2420776.0
313	2422686.0
314	2424473.0
315	2426139.0
316	2427654.0
317	2429037.0
318	2430307.0
319	2431460.0
320	2432505.0
321	2433450.0
322	2434293.0
323	2435064.0
324	2435778.0
325	2436437.0
326	2437049.0
327	2437616.0
328	2438141.0
329	2438638.0
330	2439097.0
331	2439521.0
332	2439904.0
333	2440251.0
334	2440563.0
335	2440837.0
336	2441083.0
337	2441294.0
338	2441462.0
339	2441594.0
340	2441696.0
341	2441782.0
342	2441857.0
343	2441930.0
344	2442003.0
345	2442076.0
346	2442148.0
347	2442220.0
348	2442292.0
349	2442364.0
350	2442434.0
351	2442504.0
352	2442574.0
353	2442644.0
354	2442714.0
355	2442784.0
356	2442854.0
357	2442924.0
358	2442994.0
359	2443064.0
360	2443134.0
361	2443204.0
362	2443274.0
363	2443344.0
364	2443413.0
365	2443480.0
366	2443546.0
367	2443612.0
368	2443676.0
369	2443737.0
370	2443797.0
371	2443854.0
372	2443909.0
373	2443961.0
374	2444009.0
375	2444055.0
376	2444101.0
377	2444147.0
378	2444191.0
379	2444232.0
380	2444272.0
381	2444312.0
382	2444349.0
383	2444386.0
384	2444422.0
385	2444458.0
386	2444493.0
387	2444528.0
388	2444563.0
389	2444598.0
390	2444633.0
391	2444668.0
392	2444703.0
393	2444738.0
394	2444773.0
395	2444808.0
396	2444843.0
397	2444878.0
398	2444912.0
399	2444945.0
400	2444977.0
401	2445009.0
402	2445040.0
403	2445070.0
404	2445100.0
405	2445129.0
406	2445157.0
407	2445185.0
408	2445212.0
409	2445238.0
410	2445264.0
411	2445290.0
412	2445316.0
413	2445342.0
414	2445368.0
415	2445393.0
416	2445418.0
417	2445442.0
418	2445466.0
419	2445490.0
420	2445514.0
421	2445536.0
422	2445557.0
423	2445578.0
424	2445597.0
425	2445615.0
426	2445631.0
427	2445645.0
428	2445659.0
429	2445672.0
430	2445685.0
431	2445697.0
432	2445708.0
433	2445719.0
434	2445730.0
435	2445738.0
436	2445746.0
437	2445753.0
438	2445760.0
439	2445767.0
440	2445773.0
441	2445778.0
442	2445783.0
443	2445788.0
444	2445793.0
445	2445798.0
446	2445803.0
447	2445808.0
448	2445813.0
449	2445818.0
