cycle	Ave: occupancy
0	0.0
1	0.0
2	0.0
3	0.0
4	11.0
5	392.0
6	785.0
7	1188.0
8	1597.0
9	2025.0
10	2545.0
11	3099.0
12	3685.0
13	4282.0
14	4914.0
15	5811.0
16	6725.0
17	7664.0
18	8620.0
19	9619.0
20	11151.0
21	12376.0
22	13640.0
23	14944.0
24	16294.0
25	17765.0
26	19313.0
27	20931.0
28	22616.0
29	24391.0
30	26971.0
31	29661.0
32	32448.0
33	35355.0
34	38401.0
35	41680.0
36	45114.0
37	48693.0
38	52404.0
39	56291.0
40	60440.0
41	64792.0
42	69260.0
43	73834.0
44	78548.0
45	83492.0
46	88101.0
47	92847.0
48	97681.0
49	102644.0
50	107812.0
51	113093.0
52	118501.0
53	124010.0
54	129659.0
55	135824.0
56	142124.0
57	148320.0
58	154637.0
59	161118.0
60	167764.0
61	174552.0
62	181510.0
63	188626.0
64	195920.0
65	203574.0
66	211368.0
67	219287.0
68	227315.0
69	235480.0
70	243753.0
71	252171.0
72	260723.0
73	268710.0
74	276844.0
75	285217.0
76	293705.0
77	302268.0
78	310903.0
79	319606.0
80	328486.0
81	337438.0
82	346471.0
83	355490.0
84	364606.0
85	374124.0
86	383743.0
87	393476.0
88	403283.0
89	413107.0
90	423277.0
91	433483.0
92	443660.0
93	453735.0
94	463856.0
95	474157.0
96	484443.0
97	494606.0
98	504755.0
99	514850.0
100	524923.0
101	534926.0
102	544866.0
103	554578.0
104	564247.0
105	573996.0
106	583667.0
107	593158.0
108	602573.0
109	611946.0
110	621506.0
111	631014.0
112	640507.0
113	649975.0
114	659416.0
115	669243.0
116	679026.0
117	688475.0
118	697495.0
119	706474.0
120	715756.0
121	725003.0
122	734171.0
123	743302.0
124	752417.0
125	761737.0
126	771020.0
127	780318.0
128	789598.0
129	798840.0
130	807994.0
131	817153.0
132	826273.0
133	835178.0
134	844073.0
135	853027.0
136	861963.0
137	870835.0
138	879697.0
139	888559.0
140	897614.0
141	906710.0
142	915812.0
143	924916.0
144	934037.0
145	943251.0
146	952496.0
147	961725.0
148	970968.0
149	979993.0
150	989135.0
151	997992.0
152	1006901.0
153	1015901.0
154	1025003.0
155	1034453.0
156	1044006.0
157	1053633.0
158	1063344.0
159	1073128.0
160	1083103.0
161	1093194.0
162	1103387.0
163	1113626.0
164	1124006.0
165	1134576.0
166	1145301.0
167	1156157.0
168	1167115.0
169	1178200.0
170	1190315.0
171	1202584.0
172	1214575.0
173	1226673.0
174	1238766.0
175	1251028.0
176	1263358.0
177	1275722.0
178	1288105.0
179	1300112.0
180	1312191.0
181	1324263.0
182	1336361.0
183	1348443.0
184	1360528.0
185	1372716.0
186	1384923.0
187	1397122.0
188	1409316.0
189	1421524.0
190	1433826.0
191	1445991.0
192	1458160.0
193	1470343.0
194	1482529.0
195	1493891.0
196	1505238.0
197	1516547.0
198	1527823.0
199	1539081.0
200	1550467.0
201	1561813.0
202	1572904.0
203	1583901.0
204	1594826.0
205	1605760.0
206	1616634.0
207	1627421.0
208	1638157.0
209	1648758.0
210	1659404.0
211	1669992.0
212	1680509.0
213	1691008.0
214	1701443.0
215	1711912.0
216	1722345.0
217	1732711.0
218	1743069.0
219	1753378.0
220	1763747.0
221	1773965.0
222	1784093.0
223	1794130.0
224	1803927.0
225	1813760.0
226	1823492.0
227	1833174.0
228	1842868.0
229	1852568.0
230	1862427.0
231	1872346.0
232	1882300.0
233	1892268.0
234	1902283.0
235	1912413.0
236	1922628.0
237	1932884.0
238	1943206.0
239	1953550.0
240	1964194.0
241	1974940.0
242	1985777.0
243	1996723.0
244	2007783.0
245	2020305.0
246	2032949.0
247	2045720.0
248	2058609.0
249	2071623.0
250	2085108.0
251	2098726.0
252	2112494.0
253	2126399.0
254	2140412.0
255	2154506.0
256	2168650.0
257	2182643.0
258	2196650.0
259	2210627.0
260	2224509.0
261	2238339.0
262	2252027.0
263	2264291.0
264	2276475.0
265	2288311.0
266	2300061.0
267	2311700.0
268	2322969.0
269	2334126.0
270	2345085.0
271	2355823.0
272	2366343.0
273	2376661.0
274	2386728.0
275	2396548.0
276	2406131.0
277	2415468.0
278	2424286.0
279	2432823.0
280	2441082.0
281	2449056.0
282	2456768.0
283	2464226.0
284	2471420.0
285	2478355.0
286	2485015.0
287	2491443.0
288	2497612.0
289	2503548.0
290	2509309.0
291	2514850.0
292	2520187.0
293	2525318.0
294	2530250.0
295	2534980.0
296	2539503.0
297	2543859.0
298	2548011.0
299	2551983.0
300	2555456.0
301	2558765.0
302	2561902.0
303	2564888.0
304	2567699.0
305	2570352.0
306	2572864.0
307	2575195.0
308	2577380.0
309	2579431.0
310	2581375.0
311	2583165.0
312	2584838.0
313	2586393.0
314	2587837.0
315	2589177.0
316	2590376.0
317	2591458.0
318	2592433.0
319	2593308.0
320	2594085.0
321	2594770.0
322	2595368.0
323	2595905.0
324	2596392.0
325	2596833.0
326	2597237.0
327	2597609.0
328	2597948.0
329	2598264.0
330	2598553.0
331	2598814.0
332	2599042.0
333	2599243.0
334	2599417.0
335	2599561.0
336	2599682.0
337	2599777.0
338	2599841.0
339	2599886.0
340	2599910.0
341	2599921.0
342	2599925.0
343	2599925.0
344	2599925.0
345	2599925.0
346	2599925.0
347	2599925.0
348	2599925.0
349	2599925.0
350	2599925.0
351	2599925.0
352	2599925.0
353	2599925.0
354	2599925.0
355	2599925.0
356	2599925.0
357	2599925.0
358	2599925.0
359	2599925.0
360	2599925.0
361	2599925.0
362	2599925.0
363	2599925.0
364	2599925.0
365	2599925.0
366	2599925.0
367	2599925.0
368	2599925.0
369	2599925.0
370	2599925.0
371	2599925.0
372	2599925.0
373	2599925.0
374	2599925.0
375	2599925.0
376	2599925.0
377	2599925.0
378	2599925.0
379	2599925.0
380	2599925.0
381	2599925.0
382	2599925.0
383	2599925.0
384	2599925.0
385	2599925.0
386	2599925.0
387	2599925.0
388	2599925.0
389	2599925.0
390	2599925.0
391	2599925.0
392	2599925.0
393	2599925.0
394	2599925.0
395	2599925.0
396	2599925.0
397	2599925.0
398	2599925.0
399	2599925.0
400	2599925.0
401	2599925.0
402	2599925.0
403	2599925.0
404	2599925.0
405	2599925.0
406	2599925.0
407	2599925.0
408	2599925.0
409	2599925.0
410	2599925.0
411	2599925.0
412	2599925.0
413	2599925.0
414	2599925.0
415	2599925.0
416	2599925.0
417	2599925.0
418	2599925.0
419	2599925.0
420	2599925.0
421	2599925.0
422	2599925.0
423	2599925.0
424	2599925.0
425	2599925.0
426	2599925.0
427	2599925.0
428	2599925.0
429	2599925.0
430	2599925.0
431	2599925.0
432	2599925.0
433	2599925.0
434	2599925.0
435	2599925.0
436	2599925.0
437	2599925.0
438	2599925.0
439	2599925.0
440	2599925.0
441	2599925.0
442	2599925.0
443	2599925.0
444	2599925.0
445	2599925.0
446	2599925.0
447	2599925.0
