cycle Data5 Data15 Data25 Data35 Data45
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26     0
27     0
28     0
29     8
30    16
31    23
32    34
33    40
34    68
35    92
36   117
37   143
38   158
39   186
40   214
41   251
42   272
43   295
44   334
45   365
46   393
47   426
48   460
49   491
50   526
51   559
52   598
53   638
54   674
55   701
56   733
57   768
58   797
59   831
60   865
61   899
62   940
63   980
64  1012
65  1047
66  1083
67  1130
68  1130
69  1130
70  1130
71  1127
72  1125
73  1118
74  1115
75  1108
76  1097     0
77  1076     0
78  1057     0
79  1033    13
80  1010    17
81   990    32
82   963    43
83   940    49
84   923    69
85   901    85
86   863   103
87   829   118
88   807   118
89   775   118
90   742   118
91   712   122
92   682   119
93   647   112
94   611   102
95   574    92
96   535    82
97   499    61
98   470    46
99   431    36
100   395    29
101   363    20
102   326    12
103   305     5
104   270     5
105   233     5
106   199     5
107   159     5
108   123     5
109    80     5
110    49     5
111    29     5
112    13     5
113     5     5
114     5     5
115     5     5
116     5     5
117     5     5
118     5     5
119     5     5
120     5     5
121     5     5
122     5     5
123     5     5
124     5     5
125     5     5
126     5     5     0
127     5     5     0
128     5     5     0
129     5     5    11
130     5     5    18
131     5     5    27
132     5     5    35
133     5     5    54
134     5     5    77
135     5     5    93
136     5     5   107
137     5     5   107
138     5     5   107
139     5     5   107
140     5     5   109
141     5     5   108
142     5     5   101
143     5     5    94
144     5     5    85
145     5     5    70
146     5     5    54
147     5     5    33
148     5     5    18
149     5     5    11
150     5     5     7
151     5     5     5
152     5     5     5
153     5     5     5
154     5     5     5
155     5     5     5
156     5     5     5
157     5     5     5
158     5     5     5
159     5     5     5
160     5     5     5
161     5     5     5
162     5     5     5
163     5     5     5
164     5     5     5
165     5     5     5
166     5     5     5
167     5     5     5
168     5     5     5
169     5     5     5
170     5     5     5
171     5     5     5
172     5     5     5
173     5     5     5
174     5     5     5
175     5     5     5
176     5     5     5     0
177     5     5     5     0
178     5     5     5     0
179     5     5     5    10
180     5     5     5    28
181     5     5     5    40
182     5     5     5    56
183     5     5     5    66
184     5     5     5    86
185     5     5     5   114
186     5     5     5   139
187     5     5     5   151
188     5     5     5   169
189     5     5     5   193
190     5     5     5   209
191     5     5     5   245
192     5     5     5   272
193     5     5     5   311
194     5     5     5   337
195     5     5     5   337
196     5     5     5   337
197     5     5     5   337
198     5     5     5   341
199     5     5     5   338
200     5     5     5   327
201     5     5     5   313
202     5     5     5   303
203     5     5     5   285
204     5     5     5   265
205     5     5     5   244
206     5     5     5   233
207     5     5     5   215
208     5     5     5   192
209     5     5     5   174
210     5     5     5   150
211     5     5     5   123
212     5     5     5    90
213     5     5     5    66
214     5     5     5    45
215     5     5     5    25
216     5     5     5    11
217     5     5     5     5
218     5     5     5     5
219     5     5     5     5
220     5     5     5     5
221     5     5     5     5
222     5     5     5     5
223     5     5     5     5
224     5     5     5     5
225     5     5     5     5
226     5     5     5     5     0
227     5     5     5     5     0
228     5     5     5     5     0
229     5     5     5     5    11
230     5     5     5     5    24
231     5     5     5     5    31
232     5     5     5     5    43
233     5     5     5     5    50
234     5     5     5     5    72
235     5     5     5     5    90
236     5     5     5     5   105
237     5     5     5     5   120
238     5     5     5     5   132
239     5     5     5     5   168
240     5     5     5     5   197
241     5     5     5     5   216
242     5     5     5     5   238
243     5     5     5     5   259
244     5     5     5     5   296
245     5     5     5     5   325
246     5     5     5     5   353
247     5     5     5     5   374
248     5     5     5     5   402
249     5     5     5     5   436
250     5     5     5     5   473
251     5     5     5     5   513
252     5     5     5     5   543
253     5     5     5     5   587
254     5     5     5     5   620
255     5     5     5     5   647
256     5     5     5     5   647
257     5     5     5     5   647
258     5     5     5     5   647
