Data 0 start Replication cycle
Relate: 25 Cuckoo: 25
Data 1 start Replication cycle
Relate: 70 Cuckoo: 70
Data 2 start Replication cycle
Relate: 81 Cuckoo: 81
Data 3 start Replication cycle
Relate: 61 Cuckoo: 61
Data 4 start Replication cycle
Relate: 113 Cuckoo: 113
Data 5 start Replication cycle
Relate: 98 Cuckoo: 98
Data 6 start Replication cycle
Relate: 134 Cuckoo: 134
Data 7 start Replication cycle
Relate: 130 Cuckoo: 130
Data 8 start Replication cycle
Relate: 147 Cuckoo: 147
Data 9 start Replication cycle
Relate: 96 Cuckoo: 96
Data 10 start Replication cycle
Relate: 69 Cuckoo: 69
Data 11 start Replication cycle
Relate: 93 Cuckoo: 93
Data 12 start Replication cycle
Relate: 127 Cuckoo: 127
Data 13 start Replication cycle
Relate: 152 Cuckoo: 152
Data 14 start Replication cycle
Relate: 105 Cuckoo: 105
Data 15 start Replication cycle
Relate: 91 Cuckoo: 91
Data 16 start Replication cycle
Relate: 129 Cuckoo: 129
Data 17 start Replication cycle
Relate: 187 Cuckoo: 187
Data 18 start Replication cycle
Relate: 142 Cuckoo: 142
Data 19 start Replication cycle
Relate: 210 Cuckoo: 210
Data 20 start Replication cycle
Relate: 211 Cuckoo: 211
Data 21 start Replication cycle
Relate: 136 Cuckoo: 136
Data 22 start Replication cycle
Relate: 209 Cuckoo: 209
Data 23 start Replication cycle
Relate: 217 Cuckoo: 217
Data 24 start Replication cycle
Relate: 147 Cuckoo: 147
Data 25 start Replication cycle
Relate: 140 Cuckoo: 140
Data 26 start Replication cycle
Relate: 164 Cuckoo: 164
Data 27 start Replication cycle
Relate: 239 Cuckoo: 239
Data 28 start Replication cycle
Relate: 213 Cuckoo: 213
Data 29 start Replication cycle
Relate: 255 Cuckoo: 255
Data 30 start Replication cycle
Relate: 263 Cuckoo: 263
Data 31 start Replication cycle
Relate: 177 Cuckoo: 177
Data 32 start Replication cycle
Relate: 176 Cuckoo: 176
Data 33 start Replication cycle
Relate: 193 Cuckoo: 193
Data 34 start Replication cycle
Relate: 219 Cuckoo: 219
Data 35 start Replication cycle
Relate: 198 Cuckoo: 198
Data 36 start Replication cycle
Relate: 274 Cuckoo: 274
Data 37 start Replication cycle
Relate: 227 Cuckoo: 227
Data 38 start Replication cycle
Relate: 310 Cuckoo: 311
Data 39 start Replication cycle
Relate: 317 Cuckoo: 318
Data 40 start Replication cycle
Relate: 223 Cuckoo: 223
Data 41 start Replication cycle
Relate: 298 Cuckoo: 298
Data 42 start Replication cycle
Relate: 289 Cuckoo: 289
Data 43 start Replication cycle
Relate: 323 Cuckoo: 324
Data 44 start Replication cycle
Relate: 320 Cuckoo: 321
Data 45 start Replication cycle
Relate: 263 Cuckoo: 264
Data 46 start Replication cycle
Relate: 260 Cuckoo: 260
Data 47 start Replication cycle
Relate: 268 Cuckoo: 268
Data 48 start Replication cycle
Relate: 260 Cuckoo: 260
Data 49 start Replication cycle
Relate: 342 Cuckoo: 343

