Cycle	Now Cost	Average Cost

0	678	678.0
1	180	429.0
2	138	332.0
3	138	283.5
4	101	247.0
5	1272	417.8333333333333
6	110	373.85714285714283
7	162	347.375
8	127	322.8888888888889
9	89	299.5
10	565	323.6363636363636
11	272	319.3333333333333
12	180	308.61538461538464
13	204	301.14285714285717
14	221	295.8
15	164	287.5625
16	159	280.0
17	116	270.8888888888889
18	130	263.4736842105263
19	108	255.7
20	2143	345.57142857142856
21	111	334.90909090909093
22	125	325.7826086956522
23	94	316.125
24	94	307.24
25	82	298.5769230769231
26	58	289.6666666666667
27	54	281.25
28	55	273.44827586206895
29	32	265.4
30	129	261.0
31	56	254.59375
32	56	248.57575757575756
33	44	242.55882352941177
34	50	237.05714285714285
35	369	240.72222222222223
36	165	238.67567567567568
37	124	235.6578947368421
38	104	232.28205128205127
39	88	228.675
40	373	232.1951219512195
41	200	231.42857142857142
42	200	230.69767441860466
43	161	229.11363636363637
44	141	227.15555555555557
45	185	226.2391304347826
46	194	225.5531914893617
47	136	223.6875
48	149	222.16326530612244
49	158	220.88
50	193	220.33333333333334
51	163	219.23076923076923
52	121	217.37735849056602
53	140	215.94444444444446
54	147	214.6909090909091
55	193	214.30357142857142
56	102	212.33333333333334
57	104	210.4655172413793
58	105	208.67796610169492
59	87	206.65
60	182	206.24590163934425
61	97	204.48387096774192
62	87	202.61904761904762
63	66	200.484375
64	109	199.07692307692307
65	287	200.4090909090909
66	130	199.3582089552239
67	143	198.52941176470588
68	125	197.46376811594203
69	95	196.0
70	548	200.95774647887325
71	247	201.59722222222223
72	210	201.7123287671233
73	179	201.40540540540542
74	145	200.65333333333334
75	303	202.0
76	195	201.9090909090909
77	152	201.26923076923077
78	372	203.43037974683546
79	134	202.5625
80	370	204.62962962962962
81	205	204.6341463414634
82	327	206.10843373493975
83	168	205.6547619047619
84	138	204.85882352941175
85	605	209.51162790697674
86	232	209.77011494252875
87	184	209.47727272727272
88	173	209.06741573033707
89	162	208.54444444444445
90	749	214.4835164835165
91	199	214.31521739130434
92	209	214.25806451612902
93	583	218.18085106382978
