Cycle	Now Cost	Average Cost

0	8777	8777.0
1	916	4846.5
2	580	3424.3333333333335
3	506	2694.75
4	359	2227.6
5	213	1891.8333333333333
6	787	1734.0
7	2275	1801.625
8	1054	1718.5555555555557
9	496	1596.3
10	6546	2046.2727272727273
11	1553	2005.1666666666667
12	851	1916.3846153846155
13	1056	1854.9285714285713
14	993	1797.4666666666667
15	864	1739.125
16	816	1684.8235294117646
17	513	1619.7222222222222
18	723	1572.5263157894738
19	487	1518.25
20	341	1462.1904761904761
21	935	1438.2272727272727
22	1876	1457.2608695652175
23	789	1429.4166666666667
24	780	1403.44
25	865	1382.7307692307693
26	454	1348.3333333333333
27	330	1311.9642857142858
28	487	1283.5172413793102
29	125	1244.9
30	2925	1299.0967741935483
31	842	1284.8125
32	902	1273.2121212121212
33	804	1259.4117647058824
34	687	1243.057142857143
35	4040	1320.75
36	1359	1321.7837837837837
37	724	1306.0526315789473
38	563	1287.0
39	440	1265.825
40	3597	1322.6829268292684
41	1332	1322.904761904762
42	1072	1317.0697674418604
43	749	1304.159090909091
44	616	1288.8666666666666
45	973	1282.0
46	3129	1321.2978723404256
47	923	1313.0
48	814	1302.8163265306123
49	1119	1299.14
50	1578	1304.6078431372548
51	1067	1300.0384615384614
52	839	1291.3396226415093
53	809	1282.4074074074074
54	930	1276.0
55	4470	1333.0357142857142
56	983	1326.8947368421052
57	985	1321.0
58	1107	1317.3728813559321
59	859	1309.7333333333333
60	3125	1339.4918032786886
61	1053	1334.8709677419354
62	871	1327.5079365079366
63	689	1317.53125
64	984	1312.4
65	3487	1345.3484848484848
66	1018	1340.4626865671642
67	1112	1337.1029411764705
68	879	1330.463768115942
69	609	1320.1571428571428
70	5654	1381.1971830985915
71	1481	1382.5833333333333
72	1128	1379.0958904109589
73	1058	1374.7567567567567
74	576	1364.1066666666666
75	4070	1399.7105263157894
76	1293	1398.3246753246754
77	989	1393.076923076923
78	799	1385.5569620253164
79	672	1376.6375
80	4998	1421.3456790123457
81	1511	1422.439024390244
82	1179	1419.5060240963855
83	937	1413.7619047619048
84	685	1405.1882352941177
85	3273	1426.906976744186
86	1220	1424.528735632184
87	837	1417.8522727272727
88	753	1410.3820224719102
89	755	1403.1
90	4587	1438.0879120879122
91	1079	1434.1847826086957
92	1031	1429.8494623655913
93	1071	1426.031914893617
94	784	1419.2736842105264
95	4307	1449.3541666666667
96	1880	1453.7938144329896
97	1413	1453.3775510204082
98	944	1448.2323232323233
99	705	1440.8
100	6611	1491.990099009901
101	1704	1494.0686274509803
102	1236	1491.5631067961165
103	833	1485.2307692307693
104	713	1477.8761904761905
105	8949	1548.3584905660377
106	1737	1550.1214953271028
107	1368	1548.4351851851852
108	916	1542.633027522936
109	745	1535.3818181818183
110	526	1526.2882882882882
111	532	1517.4107142857142
112	460	1508.0530973451328
113	418	1498.4912280701753
114	335	1488.3739130434783
115	6609	1532.5172413793102
116	1710	1534.034188034188
117	1127	1530.584745762712
118	686	1523.4873949579833
119	381	1513.9666666666667
120	7754	1565.5371900826447
121	1677	1566.450819672131
122	931	1561.2845528455284
123	717	1554.475806451613
124	588	1546.744
125	5770	1580.2619047619048
126	1504	1579.6614173228347
127	977	1574.953125
128	820	1569.1007751937984
129	574	1561.446153846154
130	6649	1600.2824427480916
131	1502	1599.5378787878788
132	1038	1595.3157894736842
133	923	1590.2985074626865
134	645	1583.2962962962963
135	7240	1624.889705882353
136	1511	1624.058394160584
137	1433	1622.6739130434783
138	1155	1619.3093525179856
139	703	1612.7642857142857
140	7001	1650.9787234042553
141	1544	1650.225352112676
142	1376	1648.3076923076924
143	804	1642.4444444444443
144	441	1634.1586206896552
145	6877	1670.0684931506848
146	1768	1670.734693877551
147	1275	1668.0608108108108
148	1003	1663.5973154362416
149	773	1657.66
150	4155	1674.1986754966888
151	2161	1677.4013157894738
152	1118	1673.7450980392157
153	665	1667.1948051948052
154	453	1659.3612903225805
155	5234	1682.275641025641
156	1461	1680.8662420382166
157	1271	1678.2721518987341
158	872	1673.2012578616352
159	757	1667.475
160	7141	1701.472049689441
161	1709	1701.5185185185185
162	1029	1697.3926380368098
163	891	1692.4756097560976
164	814	1687.1515151515152
165	7321	1721.0903614457832
166	1927	1722.3233532934132
167	1089	1718.5535714285713
168	939	1713.9408284023668
169	787	1708.4882352941177
170	4857	1726.9005847953217
171	1756	1727.0697674418604
172	885	1722.2023121387283
173	1025	1718.1954022988505
174	674	1712.2285714285715
175	6868	1741.5227272727273
176	1837	1742.0621468926554
177	1108	1738.5
178	921	1733.9329608938547
179	632	1727.8111111111111
180	581	1721.475138121547
181	578	1715.1923076923076
182	435	1708.1967213114754
183	409	1701.1358695652175
184	287	1693.4918918918918
