Cycle	Now Cost	Average Cost
93	337	206.69148936170214
94	177	206.37894736842105
95	621	210.69791666666666
96	312	211.7422680412371
97	271	212.3469387755102
98	224	212.46464646464648
99	203	212.37
100	868	218.86138613861385
101	302	219.6764705882353
102	270	220.16504854368932
103	214	220.10576923076923
104	181	219.73333333333332
105	702	224.28301886792454
106	814	229.79439252336448
107	431	231.65740740740742
108	257	231.88990825688074
109	467	234.02727272727273
110	296	234.5855855855856
111	175	234.05357142857142
112	241	234.1150442477876
113	148	233.359649122807
114	129	232.45217391304348
115	427	234.1293103448276
116	508	236.47008547008548
117	325	237.22033898305085
118	300	237.74789915966386
119	113	236.70833333333334
120	585	239.58677685950414
121	384	240.7704918032787
122	231	240.6910569105691
123	307	241.2258064516129
124	288	241.6
125	768	245.77777777777777
126	641	248.88976377952756
127	226	248.7109375
128	326	249.31007751937983
129	159	248.6153846153846
130	845	253.1679389312977
131	364	254.00757575757575
132	208	253.66165413533835
133	746	257.3358208955224
134	277	257.48148148148147
135	842	261.77941176470586
136	416	262.9051094890511
137	418	264.0289855072464
138	558	266.1438848920863
139	598	268.51428571428573
140	1096	274.3829787234043
141	248	274.19718309859155
142	374	274.8951048951049
143	298	275.05555555555554
144	149	274.1862068965517
145	694	277.06164383561645
146	416	278.00680272108843
147	632	280.39864864864865
148	198	279.8456375838926
149	306	280.02
150	327	280.33112582781456
151	581	282.3092105263158
152	616	284.4901960784314
153	422	285.3831168831169
154	514	286.85806451612905
155	611	288.93589743589746
156	684	291.45222929936307
157	220	291.0
158	416	291.7861635220126
159	419	292.58125
160	751	295.42857142857144
161	549	296.9938271604938
162	210	296.4601226993865
163	190	295.8109756097561
164	337	296.06060606060606
165	768	298.90361445783134
166	326	299.0658682634731
167	531	300.44642857142856
168	470	301.44970414201185
169	483	302.5176470588235
170	830	305.60233918128654
171	606	307.3488372093023
172	499	308.4566473988439
173	257	308.1609195402299
174	356	308.4342857142857
175	1097	312.91477272727275
176	342	313.07909604519773
177	267	312.82022471910113
178	250	312.46927374301674
179	316	312.4888888888889
180	1137	317.04419889502765
181	177	316.27472527472526
182	531	317.448087431694
183	142	316.4945652173913
184	504	317.5081081081081
185	213	316.9462365591398
186	153	316.06951871657753
187	295	315.9574468085106
188	185	315.2645502645503
189	256	314.9526315789474
190	297	314.8586387434555
191	135	313.921875
192	237	313.52331606217615
193	364	313.78350515463916
194	85	312.6102564102564
195	576	313.9540816326531
196	107	312.9035532994924
197	202	312.34343434343435
198	489	313.23115577889445
199	219	312.76
200	388	313.13432835820896
201	593	314.519801980198
202	211	314.00985221674875
203	198	313.44117647058823
204	91	312.3560975609756
205	350	312.5388349514563
206	443	313.1690821256039
207	360	313.3942307692308
208	291	313.2870813397129
209	330	313.3666666666667
210	423	313.8862559241706
211	451	314.5330188679245
212	308	314.5023474178404
213	247	314.1869158878505
214	276	314.0093023255814
215	308	313.98148148148147
216	1258	318.33179723502303
217	75	317.2155963302752
218	110	316.26940639269407
219	93	315.25454545454545
220	196	314.71493212669685
221	55	313.5450450450451
222	206	313.0627802690583
223	198	312.54910714285717
224	144	311.8
225	521	312.72566371681415
226	89	311.7400881057269
227	78	310.71491228070175
228	215	310.29694323144105
229	316	310.32173913043476
230	478	311.04761904761904
231	185	310.50431034482756
232	431	311.0214592274678
233	191	310.508547008547
234	217	310.11063829787236
235	858	312.43220338983053
236	283	312.30801687763716
237	357	312.4957983193277
238	219	312.10460251046027
239	425	312.575
240	1358	316.9128630705394
241	151	316.22727272727275
242	434	316.7119341563786
243	143	316.0
244	127	315.22857142857146
245	405	315.5934959349593
246	241	315.2914979757085
247	195	314.80645161290323
248	574	315.8473895582329
249	526	316.688
250	138	315.9760956175299
251	534	316.8412698412698
252	85	315.92490118577075
253	89	315.0314960629921
254	383	315.2980392156863
255	93	314.4296875
256	48	313.39299610894943
257	187	312.9031007751938
258	475	313.5289575289575
259	187	313.0423076923077
260	393	313.3486590038314
261	756	315.0381679389313
262	439	315.50950570342206
263	159	314.9166666666667
264	293	314.83396226415095
265	170	314.2894736842105
266	610	315.39700374531833
267	390	315.67537313432837
268	786	317.42379182156134
269	148	316.7962962962963
270	163	316.22878228782287
271	107	315.4595588235294
272	286	315.35164835164835
273	314	315.34671532846716
274	278	315.21090909090907
275	498	315.8731884057971
276	147	315.2635379061372
277	250	315.0287769784173
278	1029	317.5878136200717
279	0	316.4535714285714
280	175	315.9501779359431
281	523	316.6843971631206
282	282	316.5618374558304
283	422	316.9330985915493
284	285	316.82105263157894
285	239	316.54895104895104
286	510	317.2229965156794
287	316	317.21875
288	165	316.69204152249137
289	138	316.07586206896553
290	262	315.89003436426117
291	324	315.9178082191781
292	0	314.839590443686
293	761	316.35714285714283
294	164	315.8406779661017
295	797	317.4662162162162
296	528	318.1750841750842
297	304	318.1275167785235
298	492	318.7090301003345
299	131	318.0833333333333
300	0	317.0265780730897
301	393	317.27814569536423
302	543	318.023102310231
303	711	319.3157894736842
304	311	319.28852459016395
305	126	318.65686274509807
306	128	318.03583061889253
307	0	317.00324675324674
308	0	315.97734627831716
309	398	316.241935483871
310	192	315.84244372990355
311	684	317.0224358974359
312	392	317.26198083067095
313	313	317.2484076433121
314	0	316.24126984126985
315	285	316.14240506329116
316	386	316.3627760252366
317	487	316.8993710691824
318	790	318.38244514106583
319	804	319.9
320	263	319.7227414330218
321	149	319.1925465838509
322	717	320.4241486068112
323	585	321.24074074074076
324	685	322.36
325	292	322.26687116564415
326	808	323.7522935779817
327	101	323.0731707317073
328	267	322.90273556231006
329	236	322.6393939393939
330	971	324.59818731117826
331	361	324.7078313253012
332	100	324.033033033033
333	1220	326.71556886227546
334	922	328.4925373134328
335	396	328.6934523809524
336	616	329.5459940652819
337	309	329.4852071005917
338	254	329.26253687315636
339	247	329.0205882352941
340	356	329.09970674486806
341	148	328.5701754385965
342	122	327.9679300291545
343	321	327.94767441860466
344	1100	330.1855072463768
345	451	330.5346820809249
346	121	329.9308357348703
347	775	331.2097701149425
348	253	330.9856733524355
349	597	331.7457142857143
350	440	332.05413105413106
351	257	331.84090909090907
352	97	331.1756373937677
353	399	331.3672316384181
354	258	331.1605633802817
355	0	330.2303370786517
356	1595	333.7731092436975
357	749	334.9329608938547
358	371	335.033426183844
359	639	335.8777777777778
360	706	336.90304709141276
361	0	335.97237569060775
362	709	337.0
363	1239	339.47802197802196
364	843	340.85753424657537
365	254	340.620218579235
366	575	341.25885558583104
367	599	341.9592391304348
368	1468	345.0108401084011
369	425	345.227027027027
370	0	344.29649595687334
371	226	343.97849462365593
372	0	343.0563002680965
373	110	342.4331550802139
374	258	342.208
375	805	343.43882978723406
376	1052	345.3183023872679
377	733	346.34391534391534
378	359	346.37730870712403
379	398	346.5131578947368
380	1200	348.753280839895
381	274	348.55759162303667
382	610	349.2402088772846
383	269	349.03125
384	441	349.2701298701299
385	154	348.7642487046632
386	2261	353.70542635658916
387	2461	359.13659793814435
388	1140	361.14395886889463
389	1628	364.39230769230767
390	626	365.0613810741688
391	171	364.56632653061223
392	523	364.96946564885496
393	1031	366.65989847715736
394	476	366.9367088607595
395	712	367.80808080808083
396	424	367.94962216624685
397	385	367.9924623115578
398	560	368.4736842105263
399	689	369.275
400	527	369.66832917705733
401	1242	371.83830845771143
402	449	372.029776674938
403	121	371.40841584158414
404	405	371.49135802469135
405	1293	373.7610837438424
406	0	372.84275184275185
407	428	372.9779411764706
408	125	372.3716381418093
409	533	372.76341463414633
410	982	374.2457420924574
411	1638	377.31310679611653
412	760	378.2397094430993
413	1421	380.75845410628017
414	1264	382.8867469879518
415	839	383.9831730769231
416	879	385.17026378896884
417	304	384.97607655502395
418	658	385.62768496420045
419	563	386.05
420	1037	387.59619952494063
421	739	388.42890995260666
422	90	387.72340425531917
423	140	387.1391509433962
424	408	387.18823529411765
425	838	388.2464788732394
426	1582	391.0421545667447
427	728	391.82943925233644
428	1021	393.2960372960373
429	374	393.25116279069766
430	522	393.54988399071925
431	572	393.962962962963
432	153	393.4064665127021
433	824	394.39861751152074
434	380	394.36551724137934
435	121	393.73853211009174
436	747	394.54691075514876
437	515	394.82191780821915
438	1221	396.70387243735763
439	1255	398.6545454545454
440	527	398.94557823129253
441	388	398.920814479638
442	556	399.27539503386004
443	1730	402.27252252252254
444	771	403.1011235955056
445	371	403.0291479820628
446	756	403.81879194630875
447	310	403.609375
448	770	404.4253897550111
449	1213	406.22222222222223
450	691	406.8536585365854
451	115	406.2079646017699
452	220	405.79690949227376
453	614	406.25550660792953
454	780	407.0769230769231
455	495	407.26973684210526
456	530	407.5382932166302
457	365	407.44541484716154
458	378	407.38126361655776
459	548	407.68695652173915
460	130	407.08459869848156
461	206	406.64935064935065
462	516	406.8855291576674
463	0	406.0086206896552
464	664	406.56344086021505
465	321	406.37982832618025
466	122	405.7708779443255
467	255	405.44871794871796
468	463	405.57142857142856
469	238	405.2148936170213
470	579	405.583864118896
471	239	405.23093220338984
472	298	405.00422832980973
473	1219	406.72151898734177
474	273	406.44
475	231	406.07142857142856
476	171	405.57861635220127
477	394	405.5543933054393
478	148	405.01670146137786
479	142	404.46875
480	0	403.62785862785864
481	141	403.08298755186723
482	131	402.51966873706004
483	131	401.9586776859504
484	314	401.7773195876289
485	255	401.4753086419753
486	0	400.65092402464063
487	221	400.2827868852459
488	412	400.30674846625766
489	253	400.00612244897957
490	224	399.64765784114053
491	113	399.0650406504065
492	0	398.25557809330627
493	0	397.4493927125506
494	298	397.24848484848485
495	197	396.84475806451616
496	0	396.046277665996
497	152	395.5562248995984
498	0	394.76352705410824
499	111	394.196
