Cycle	Now Cost	Average Cost

0	8777	8777.0
1	916	4846.5
2	580	3424.3333333333335
3	506	2694.75
4	359	2227.6
5	213	1891.8333333333333
6	513	1694.857142857143
7	1949	1726.625
8	1016	1647.6666666666667
9	496	1532.5
10	6546	1988.2727272727273
11	1553	1952.0
12	764	1860.6153846153845
13	1056	1803.142857142857
14	993	1749.1333333333334
15	864	1693.8125
16	816	1642.1764705882354
17	513	1579.4444444444443
18	723	1534.3684210526317
19	487	1482.0
20	341	1427.6666666666667
21	667	1393.090909090909
22	1406	1393.6521739130435
23	754	1367.0
24	574	1335.28
25	865	1317.1923076923076
26	454	1285.2222222222222
27	330	1251.107142857143
28	487	1224.7586206896551
29	125	1188.1
30	2925	1244.1290322580646
31	842	1231.5625
32	902	1221.5757575757575
33	696	1206.1176470588234
34	687	1191.2857142857142
35	4027	1270.0555555555557
36	1359	1272.4594594594594
37	724	1258.0263157894738
38	563	1240.2051282051282
39	440	1220.2
40	3597	1278.1707317073171
41	1332	1279.452380952381
42	1072	1274.6279069767443
43	749	1262.6818181818182
44	616	1248.3111111111111
45	973	1242.3260869565217
46	3129	1282.468085106383
47	923	1274.9791666666667
48	814	1265.5714285714287
49	1119	1262.64
50	1578	1268.8235294117646
51	1067	1264.9423076923076
52	839	1256.9056603773586
53	809	1248.611111111111
54	930	1242.8181818181818
55	4470	1300.4464285714287
56	983	1294.877192982456
57	985	1289.5344827586207
58	1107	1286.4406779661017
59	859	1279.3166666666666
60	3125	1309.5737704918033
61	1053	1305.4354838709678
62	871	1298.5396825396826
63	689	1289.015625
64	984	1284.323076923077
65	3487	1317.6969696969697
66	1018	1313.2238805970148
67	1112	1310.264705882353
68	879	1304.0144927536232
69	609	1294.0857142857142
70	5654	1355.4929577464789
71	1481	1357.236111111111
72	1128	1354.0958904109589
73	1058	1350.0945945945946
74	576	1339.7733333333333
75	4070	1375.6973684210527
76	1293	1374.6233766233765
77	989	1369.679487179487
78	799	1362.4556962025317
79	672	1353.825
80	4998	1398.8148148148148
81	1511	1400.1829268292684
82	1179	1397.5180722891566
83	937	1392.0357142857142
84	685	1383.7176470588236
85	3273	1405.6860465116279
86	1220	1403.551724137931
87	837	1397.1136363636363
88	753	1389.876404494382
89	755	1382.8222222222223
90	4587	1418.032967032967
91	1079	1414.3478260869565
92	1031	1410.225806451613
93	1071	1406.6170212765958
94	784	1400.0631578947368
95	4307	1430.34375
96	1880	1434.979381443299
97	1413	1434.7551020408164
98	944	1429.79797979798
99	705	1422.55
100	6611	1473.920792079208
101	1704	1476.1764705882354
102	1236	1473.8446601941748
103	833	1467.6826923076924
104	713	1460.4952380952382
105	8949	1531.1415094339623
106	1737	1533.0654205607477
107	1368	1531.537037037037
108	916	1525.8899082568807
109	745	1518.790909090909
110	526	1509.8468468468468
111	532	1501.1160714285713
112	460	1491.9026548672566
113	418	1482.482456140351
114	335	1472.504347826087
115	6609	1516.7844827586207
116	1710	1518.4358974358975
117	1127	1515.1186440677966
118	686	1508.1512605042017
119	381	1498.7583333333334
120	7754	1550.4545454545455
121	1677	1551.4918032786886
122	931	1546.4471544715448
123	717	1539.758064516129
124	588	1532.144
125	5770	1565.7777777777778
126	1504	1565.291338582677
127	977	1560.6953125
128	820	1554.953488372093
129	574	1547.4076923076923
130	6649	1586.351145038168
131	1502	1585.7121212121212
132	1038	1581.593984962406
133	923	1576.6791044776119
134	645	1569.7777777777778
135	7240	1611.4705882352941
136	1511	1610.7372262773722
137	1433	1609.4492753623188
138	1155	1606.179856115108
139	703	1599.7285714285715
140	7001	1638.0354609929077
141	1544	1637.3732394366198
142	1376	1635.5454545454545
143	804	1629.7708333333333
144	441	1621.5724137931034
145	6877	1657.5684931506848
146	1768	1658.3197278911564
147	1275	1655.7297297297298
148	1003	1651.3489932885907
149	773	1645.4933333333333
150	4155	1662.112582781457
151	2161	1665.3947368421052
152	1118	1661.8169934640523
153	665	1655.344155844156
154	454	1647.5935483870967
155	5234	1670.5833333333333
156	1461	1669.248407643312
157	1271	1666.7278481012659
158	872	1661.7295597484276
159	757	1656.075
160	7141	1690.142857142857
161	1709	1690.2592592592594
162	1029	1686.20245398773
163	891	1681.3536585365853
164	814	1676.0969696969696
165	7321	1710.1024096385543
166	1927	1711.4011976047905
167	1089	1707.6964285714287
168	939	1703.1479289940828
169	787	1697.7588235294118
170	4857	1716.233918128655
171	1756	1716.4651162790697
172	885	1711.6589595375722
173	1025	1707.712643678161
174	674	1701.8057142857142
175	6868	1731.159090909091
176	1837	1731.7570621468926
177	1108	1728.252808988764
178	921	1723.7430167597765
179	632	1717.6777777777777
180	581	1711.3977900552486
181	578	1705.1703296703297
182	435	1698.2295081967213
183	409	1691.2228260869565
