Cycle	Avarage Links
0	5.91
1	5.91
2	5.918163672654691
3	5.905047476261869
4	5.920279023418037
5	6.115942028985507
6	6.137274549098197
7	6.1589205397301345
8	6.162837162837163
9	6.200895077076082
10	6.2196704942586125
11	6.197691921726041
12	6.42063094641963
13	6.430215107553777
14	6.459701492537313
15	6.49478390461997
16	6.73406374501992
17	6.703777335984095
18	6.7068793619142575
19	6.703482587064677
20	6.717641179410295
21	6.730174563591023
22	6.740079365079365
23	6.7896825396825395
24	6.786706349206349
25	6.717923115327009
26	6.716492277030394
27	6.743818001978239
28	6.706870983687593
29	6.696595954612728
30	6.703740157480315
31	6.678149606299213
32	6.68860510805501
33	6.750610053684724
34	6.730205278592376
35	6.747553816046967
36	6.72780487804878
37	6.795355587808418
38	6.802133850630456
39	6.83768115942029
40	6.862782859894078
41	6.814958717824187
42	6.832280019445795
43	6.8218780251694096
44	6.772749391727494
45	6.830043331728454
46	6.854237288135593
47	6.896882494004796
48	6.938638542665388
49	6.924345295829292
50	6.93731918997107
51	6.8864185596906715
52	6.941007194244604
53	6.948681055155875
54	6.86058851905451
55	6.873375060182957
56	6.864268585131894
57	6.890715667311412
58	6.9062651772705195
59	6.8870496592015575
60	6.826470588235294
61	6.794507111329083
62	6.817959980478282
63	6.857840742550073
64	6.871945259042033
65	6.8498527968596665
66	6.799803246433842
67	6.751850024666996
68	6.7450787401574805
69	6.684106614017769
70	6.634194831013916
71	6.618834080717488
72	6.636588993554784
73	6.63743842364532
74	6.712328767123288
75	6.682376043200786
76	6.664702994599902
77	6.699902248289345
78	6.648066568771415
79	6.9176814417924986
80	6.8542174549000485
81	6.867704280155642
82	6.905109489051095
83	6.953905870936438
84	7.009643201542913
85	6.993243243243243
86	6.983558994197292
87	6.999035679845709
88	7.005275779376499
89	6.99663946231397
90	7.010576923076923
91	6.982675649663138
92	7.028189202102245
93	7.034911525585844
94	6.981765834932822
95	6.961151079136691
96	6.981800766283525
97	7.022370299857211
98	6.991877687529861
99	6.980842911877395
100	6.95581171950048
101	6.96360153256705
102	6.9885167464114835
103	6.953934740882917
104	6.962073931829092
105	6.935903614457831
106	6.918971373119844
107	6.8949416342412455
108	6.840254030288227
109	6.887254901960785
110	6.845776031434185
111	6.844793713163065
112	6.828571428571428
113	6.8057199211045365
114	6.7687747035573125
115	6.812192723697149
116	6.779911373707534
117	6.785854616895874
118	6.8055009823182715
119	6.804326450344149
120	6.877641277641278
121	6.860809476801579
122	6.891518737672584
123	6.884387351778656
124	6.932938856015779
125	6.93503937007874
126	6.866666666666666
127	6.90702274975272
128	6.990635781172991
129	7.025440313111546
130	6.985279685966634
131	6.952569169960475
132	6.952848722986247
133	6.895874263261296
134	6.865554465161924
135	6.906771344455349
136	6.893700787401575
137	6.862086010874938
138	6.875310481867859
139	6.902874132804757
140	6.84
141	6.825870646766169
142	6.834410740924913
143	6.7684630738522955
144	6.8681863230921705
145	6.804609218436874
146	6.931931931931932
147	6.955044955044955
148	6.994984954864594
149	7.003512293025589
150	6.997491219267436
151	7.036554832248372
152	7.058
153	6.987939698492462
154	6.94040404040404
155	6.9397590361445785
156	6.8656265727226975
157	6.831822759315206
158	6.790248857287963
159	6.777777777777778
160	6.788247213779129
161	6.755216284987277
162	6.753431621759024
163	6.774193548387097
164	6.746071971616828
165	6.726629610914603
