Cycle	Now Cost	Average Cost	Number of Replication

0	566	566.0	332
1	188	377.0	260
2	138	297.3333333333333	280
3	146	259.5	316
4	116	230.8	268
5	476	271.6666666666667	740
6	252	268.85714285714283	596
7	225	263.375	584
8	175	253.55555555555554	480
9	191	247.3	560
10	534	273.3636363636364	888
11	330	278.0833333333333	816
12	251	276.0	736
13	231	272.7857142857143	652
14	228	269.8	696
15	628	292.1875	980
16	345	295.29411764705884	864
17	321	296.72222222222223	940
18	314	297.63157894736844	940
19	229	294.2	720
20	766	316.6666666666667	1024
21	321	316.8636363636364	836
22	339	317.82608695652175	964
23	266	315.6666666666667	824
24	238	312.56	736
25	792	331.0	1164
26	365	332.25925925925924	972
27	290	330.75	780
28	237	327.51724137931035	704
29	258	325.2	808
30	739	338.5483870967742	1092
31	372	339.59375	940
32	298	338.3333333333333	820
33	275	336.47058823529414	788
34	224	333.25714285714287	732
35	691	343.19444444444446	976
36	407	344.9189189189189	900
37	267	342.86842105263156	732
38	247	340.4102564102564	708
39	250	338.15	772
40	772	348.7317073170732	1004
41	316	347.95238095238096	820
42	278	346.3255813953488	872
43	235	343.79545454545456	660
44	200	340.6	624
45	735	349.17391304347825	1016
46	370	349.6170212765957	864
47	291	348.3958333333333	816
48	290	347.2040816326531	828
49	214	344.54	700
50	697	351.45098039215685	1112
51	354	351.5	864
52	270	349.9622641509434	720
53	235	347.8333333333333	712
54	237	345.8181818181818	740
55	749	353.01785714285717	1088
56	362	353.17543859649123	960
57	304	352.32758620689657	928
58	271	350.9491525423729	812
59	213	348.65	664
60	494	351.0327868852459	1016
61	334	350.758064516129	924
62	260	349.3174603174603	740
63	215	347.21875	676
64	209	345.0923076923077	692
65	640	349.56060606060606	920
66	388	350.13432835820896	872
67	291	349.2647058823529	788
68	227	347.4927536231884	708
69	197	345.34285714285716	620
70	611	349.0845070422535	924
71	357	349.19444444444446	888
72	271	348.1232876712329	712
73	244	346.7162162162162	688
74	224	345.08	660
75	694	349.67105263157896	976
76	318	349.2597402597403	788
77	263	348.15384615384613	708
78	251	346.9240506329114	712
79	236	345.5375	708
80	662	349.44444444444446	880
81	316	349.0365853658537	764
82	306	348.51807228915663	776
83	283	347.73809523809524	800
84	230	346.3529411764706	636
85	592	349.2093023255814	884
86	342	349.1264367816092	828
87	290	348.45454545454544	736
88	243	347.2696629213483	668
89	215	345.8	596
90	535	347.8791208791209	864
91	321	347.5869565217391	772
92	246	346.494623655914	668
93	257	345.5425531914894	672
94	210	344.11578947368423	620
95	615	346.9375	876
96	302	346.4742268041237	740
97	236	345.3469387755102	568
98	226	344.14141414141415	636
99	203	342.73	612
100	488	344.16831683168317	840
101	280	343.53921568627453	676
102	269	342.81553398058253	624
103	234	341.7692307692308	604
104	227	340.67619047619047	640
105	568	342.8207547169811	664
106	297	342.39252336448595	636
107	229	341.3425925925926	576
108	199	340.0366972477064	532
109	176	338.54545454545456	456
110	448	339.5315315315315	620
111	278	338.98214285714283	596
112	241	338.11504424778764	580
113	224	337.1140350877193	552
114	158	335.55652173913046	440
115	544	337.3534482758621	664
116	250	336.6068376068376	492
117	270	336.04237288135596	572
118	225	335.109243697479	516
119	166	333.7	432
120	559	335.56198347107437	616
121	316	335.4016393442623	612
122	234	334.5772357723577	484
123	180	333.3306451612903	436
124	152	331.88	380
125	483	333.07936507936506	604
126	315	332.93700787401576	532
127	212	331.9921875	484
128	205	331.0077519379845	448
129	191	329.9307692307692	400
130	409	330.53435114503816	576
131	273	330.0984848484849	500
132	194	329.0751879699248	420
133	200	328.1119402985075	376
134	168	326.9259259259259	388
135	493	328.1470588235294	484
136	219	327.35036496350364	368
137	192	326.3695652173913	328
138	185	325.3525179856115	352
139	158	324.15714285714284	320
140	323	324.1489361702128	448
141	203	323.2957746478873	368
142	160	322.15384615384613	308
143	150	320.9583333333333	300
144	148	319.7655172413793	304
145	398	320.3013698630137	376
146	163	319.2312925170068	324
147	198	318.4121621621622	292
148	139	317.20805369127515	264
149	156	316.1333333333333	292
150	365	316.4569536423841	316
151	204	315.7171052631579	300
152	176	314.80392156862746	308
153	153	313.75324675324674	264
154	139	312.6258064516129	260
155	223	312.05128205128204	300
156	186	311.2484076433121	260
157	132	310.11392405063293	228
158	161	309.17610062893084	276
159	161	308.25	256
160	235	307.7950310559006	252
161	118	306.62345679012344	192
162	185	305.8773006134969	276
163	117	304.7256097560976	200
164	120	303.6060606060606	196
165	266	303.37951807228916	232
166	117	302.2634730538922	164
167	188	301.5833333333333	196
168	95	300.3609467455621	160
169	68	298.99411764705883	132
170	216	298.50877192982455	212
171	225	298.0813953488372	232
172	124	297.0751445086705	168
173	89	295.87931034482756	160
174	80	294.6457142857143	108
175	220	294.22159090909093	156
176	168	293.50847457627117	172
177	125	292.561797752809	132
178	79	291.36871508379886	96
179	65	290.1111111111111	104
180	176	289.4806629834254	180
181	134	288.6263736263736	152
182	72	287.44262295081967	92
183	115	286.5054347826087	124
184	71	285.34054054054053	92
185	225	285.01612903225805	124
186	126	284.16577540106954	112
187	92	283.1436170212766	120
188	80	282.0687830687831	84
189	70	280.9526315789474	72
190	151	280.27225130890054	132
191	99	279.328125	112
192	62	278.2020725388601	64
193	86	277.2113402061856	92
194	43	276.01025641025643	56
195	181	275.5255102040816	104
196	134	274.8071065989848	108
197	100	273.92424242424244	68
198	65	272.8743718592965	56
199	42	271.72	48
200	127	271.0	104
201	61	269.96039603960395	80
202	75	269.0	72
203	79	268.0686274509804	68
204	51	267.00975609756097	56
205	166	266.5194174757282	80
206	47	265.45893719806764	48
207	55	264.44711538461536	40
208	37	263.35885167464113	48
209	48	262.3333333333333	28
210	46	261.3080568720379	44
211	48	260.3018867924528	44
212	52	259.32394366197184	36
213	29	258.24766355140184	20
214	24	257.15813953488373	20
215	106	256.4583333333333	36
216	61	255.55760368663596	24
217	45	254.59174311926606	24
218	53	253.67123287671234	32
219	54	252.76363636363635	32
220	27	251.7420814479638	16
221	50	250.83333333333334	28
222	74	250.0403587443946	40
223	28	249.04910714285714	16
224	59	248.20444444444445	40
225	71	247.4203539823009	24
226	37	246.4933920704846	24
227	56	245.6578947368421	24
228	9	244.6244541484716	8
229	26	243.67391304347825	12
230	45	242.8138528138528	28
231	0	241.76724137931035	0
232	60	240.9871244635193	36
233	19	240.03846153846155	8
234	18	239.0936170212766	8
235	6	238.10593220338984	8
236	10	237.14345991561183	8
237	9	236.18487394957984	4
238	16	235.26359832635984	4
239	29	234.40416666666667	8
240	27	233.5435684647303	16
241	10	232.6198347107438	4
242	11	231.70781893004116	8
243	0	230.75819672131146	0
244	0	229.81632653061226	0
245	27	228.9918699186992	4
246	16	228.12955465587044	8
247	8	227.24193548387098	4
248	0	226.3293172690763	0
249	10	225.464	4
250	0	224.56573705179284	0
251	0	223.67460317460316	0
252	0	222.7905138339921	0
253	6	221.93700787401573	4
254	13	221.11764705882354	4
255	7	220.28125	4
256	0	219.42412451361866	0
257	0	218.57364341085272	0
258	0	217.72972972972974	0
259	0	216.8923076923077	0
260	5	216.08045977011494	4
261	0	215.25572519083968	0
262	24	214.52851711026616	8
263	0	213.7159090909091	0
264	0	212.90943396226416	0
265	0	212.10902255639098	0
266	0	211.31460674157304	0
267	0	210.52611940298507	0
268	0	209.74349442379182	0
269	0	208.96666666666667	0
270	0	208.19557195571954	0
271	0	207.43014705882354	0
272	0	206.67032967032966	0
273	0	205.9160583941606	0
274	0	205.16727272727272	0
275	0	204.42391304347825	0
276	0	203.68592057761734	0
277	0	202.95323741007195	0
278	0	202.2258064516129	0
279	0	201.50357142857143	0
280	0	200.7864768683274	0
281	0	200.0744680851064	0
282	0	199.36749116607774	0
283	0	198.66549295774647	0
284	0	197.96842105263158	0
285	0	197.2762237762238	0
286	0	196.58885017421602	0
287	0	195.90625	0
288	0	195.22837370242215	0
289	0	194.55517241379312	0
290	0	193.88659793814432	0
291	0	193.22260273972603	0
292	0	192.5631399317406	0
293	0	191.90816326530611	0
294	0	191.25762711864408	0
295	0	190.61148648648648	0
296	0	189.96969696969697	0
297	0	189.33221476510067	0
298	0	188.69899665551839	0
299	0	188.07	0
300	0	187.4451827242525	0
301	0	186.82450331125827	0
302	0	186.20792079207922	0
303	0	185.5953947368421	0
304	0	184.98688524590165	0
305	0	184.38235294117646	0
306	0	183.78175895765472	0
307	0	183.18506493506493	0
308	0	182.59223300970874	0
309	0	182.0032258064516	0
310	0	181.41800643086816	0
311	0	180.83653846153845	0
312	0	180.258785942492	0
313	0	179.68471337579618	0
314	0	179.11428571428573	0
315	0	178.54746835443038	0
316	0	177.98422712933754	0
317	0	177.4245283018868	0
318	0	176.86833855799372	0
319	0	176.315625	0
320	0	175.7663551401869	0
321	0	175.22049689440993	0
322	0	174.67801857585138	0
323	0	174.13888888888889	0
324	0	173.6030769230769	0
325	0	173.07055214723925	0
326	0	172.54128440366972	0
327	0	172.015243902439	0
328	0	171.49240121580547	0
329	0	170.97272727272727	0
330	0	170.45619335347433	0
331	0	169.94277108433735	0
332	0	169.43243243243242	0
333	0	168.9251497005988	0
334	0	168.42089552238807	0
335	0	167.91964285714286	0
336	0	167.4213649851632	0
337	0	166.92603550295857	0
338	0	166.43362831858408	0
339	0	165.94411764705882	0
340	0	165.4574780058651	0
341	0	164.97368421052633	0
342	0	164.49271137026238	0
343	0	164.01453488372093	0
344	0	163.5391304347826	0
345	0	163.0664739884393	0
346	0	162.59654178674353	0
347	0	162.1293103448276	0
348	0	161.6647564469914	0
349	0	161.20285714285714	0
350	0	160.74358974358975	0
351	0	160.2869318181818	0
352	0	159.8328611898017	0
353	0	159.38135593220338	0
354	0	158.93239436619717	0
355	0	158.48595505617976	0
356	0	158.0420168067227	0
357	0	157.60055865921788	0
358	0	157.16155988857938	0
359	0	156.725	0
360	0	156.29085872576178	0
361	0	155.85911602209944	0
