Cycle	Avarage Links
0	5.656
1	5.656
2	5.646
3	5.664167916041979
4	5.677
5	5.665832916458229
6	5.689775561097257
7	5.690380761523046
8	5.744151319064211
9	5.8
10	5.8246305418719215
11	5.810557474099655
12	5.783275606135576
13	5.813884785819793
14	5.791850760922926
15	5.8127450980392155
16	5.843214110730035
17	5.8388998035363455
18	5.828571428571428
19	5.8291358024691355
20	5.812592959841348
21	5.936127744510978
22	5.912437810945273
23	5.970059880239521
24	5.958814665996987
25	6.015052684395384
26	5.979939819458375
27	6.066231811339689
28	6.057085628442664
29	6.06187624750499
30	6.04
31	6.022033049574362
32	6.009027081243731
33	6.083416087388282
34	6.117529880478088
35	6.170573566084788
36	6.240118577075099
37	6.231797919762259
38	6.291913214990138
39	6.314187530682376
40	6.373904576436222
41	6.334641805691855
42	6.37866927592955
43	6.47270955165692
44	6.424153166421208
45	6.397637795275591
46	6.364985163204747
47	6.402941176470589
48	6.52076209086468
49	6.482893450635386
50	6.568940493468795
51	6.539990305380514
52	6.479258174719376
53	6.458231558378114
54	6.484027105517909
55	6.523076923076923
56	6.554758488761358
57	6.525204032645223
58	6.544412607449857
59	6.571153846153846
60	6.630725190839694
61	6.6708015267175576
62	6.592911877394636
63	6.551226551226551
64	6.598076923076923
65	6.571015888300433
66	6.505314009661836
67	6.436558094312105
68	6.438953488372093
69	6.40913508260447
70	6.402326708676685
71	6.3964929371651245
72	6.44368932038835
73	6.46480231436837
74	6.471209213051823
75	6.509298998569385
76	6.552868658131816
77	6.559160305343512
78	6.5852272727272725
79	6.591575958353053
80	6.600947867298578
81	6.667922750824305
82	6.704672897196262
83	6.796626054358013
84	6.7879924953095685
85	6.759660697455231
86	6.774407582938388
87	6.765151515151516
88	6.7285646612979635
89	6.746919431279621
90	6.741797432239657
91	6.67302192564347
92	6.680343511450381
93	6.693916349809886
94	6.622966507177034
95	6.5924147863658185
96	6.5986590038314175
97	6.635451505016722
98	6.737392959086584
99	6.735434574976122
100	6.718316594930656
101	6.753457319980925
102	6.741904761904762
103	6.769743101807802
104	6.763481551561021
105	6.745584725536993
106	6.689027311931001
107	6.7623146819703495
