


1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0


2, 0
2, 29
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 18
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 21
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0


3, 0
3, 72
3, 0
3, 21
3, 17
3, 17
3, 0
3, 21
3, 81
3, 21
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 33
3, 21
3, 0
3, 23
3, 0
3, 14
3, 0
3, 0
3, 13
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 26
3, 0
3, 19
3, 17
3, 0
3, 0
3, 0
3, 0
3, 24
3, 14
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0


4, 0
4, 105
4, 0
4, 144
4, 110
4, 47
4, 14
4, 113
4, 234
4, 62
4, 0
4, 0
4, 0
4, 0
4, 0
4, 27
4, 88
4, 56
4, 0
4, 187
4, 0
4, 27
4, 0
4, 0
4, 59
4, 22
4, 0
4, 12
4, 0
4, 0
4, 24
4, 0
4, 0
4, 15
4, 201
4, 21
4, 73
4, 90
4, 0
4, 0
4, 0
4, 0
4, 55
4, 84
4, 0
4, 0
4, 0
4, 22
4, 0
4, 0


5, 14
5, 157
5, 17
5, 144
5, 110
5, 47
5, 14
5, 212
5, 234
5, 95
5, 0
5, 6
5, 10
5, 0
5, 6
5, 27
5, 88
5, 56
5, 0
5, 187
5, 13
5, 27
5, 0
5, 8
5, 143
5, 87
5, 7
5, 22
5, 12
5, 11
5, 57
5, 6
5, 0
5, 33
5, 201
5, 21
5, 73
5, 90
5, 12
5, 7
5, 10
5, 5
5, 55
5, 84
5, 10
5, 5
5, 6
5, 106
5, 0
5, 5


6, 14
6, 256
6, 57
6, 144
6, 110
6, 47
6, 14
6, 342
6, 234
6, 141
6, 0
6, 6
6, 10
6, 0
6, 6
6, 27
6, 88
6, 56
6, 0
6, 187
6, 13
6, 27
6, 0
6, 8
6, 198
6, 124
6, 7
6, 42
6, 12
6, 11
6, 94
6, 6
6, 0
6, 96
6, 201
6, 21
6, 73
6, 90
6, 12
6, 7
6, 10
6, 5
6, 55
6, 189
6, 10
6, 5
6, 6
6, 142
6, 0
6, 5


7, 14
7, 266
7, 87
7, 144
7, 110
7, 47
7, 14
7, 480
7, 234
7, 221
7, 0
7, 6
7, 10
7, 22
7, 6
7, 27
7, 86
7, 56
7, 0
7, 187
7, 13
7, 27
7, 0
7, 8
7, 259
7, 291
7, 7
7, 42
7, 12
7, 11
7, 213
7, 6
7, 0
7, 112
7, 201
7, 21
7, 73
7, 90
7, 12
7, 7
7, 10
7, 5
7, 55
7, 334
7, 10
7, 5
7, 6
7, 209
7, 0
7, 5


8, 14
8, 369
8, 154
8, 144
8, 109
8, 44
8, 14
8, 666
8, 233
8, 259
8, 0
8, 6
8, 10
8, 157
8, 6
8, 27
8, 83
8, 56
8, 0
8, 187
8, 13
8, 26
8, 0
8, 8
8, 357
8, 364
8, 7
8, 71
8, 12
8, 11
8, 240
8, 6
8, 0
8, 260
8, 201
8, 21
8, 72
8, 90
8, 12
8, 7
8, 10
8, 5
8, 54
8, 496
