Cycle	Now Cost	Average Cost	Number of Replication

0	595	595.0	376
1	255	425.0	392
2	161	337.0	316
3	139	287.5	360
4	92	248.4	268
5	387	271.5	412
6	137	252.28571428571428	248
7	176	242.75	340
8	159	233.44444444444446	364
9	149	225.0	352
10	199	222.63636363636363	340
11	218	222.25	372
12	153	216.92307692307693	304
13	138	211.28571428571428	328
14	85	202.86666666666667	260
15	188	201.9375	272
16	156	199.23529411764707	276
17	164	197.27777777777777	248
18	120	193.21052631578948	216
19	73	187.2	124
20	131	184.52380952380952	152
21	87	180.0909090909091	120
22	96	176.43478260869566	132
23	57	171.45833333333334	88
24	62	167.08	72
25	103	164.6153846153846	80
26	47	160.25925925925927	48
27	48	156.25	52
28	57	152.82758620689654	52
29	12	148.13333333333333	8
30	103	146.67741935483872	68
31	44	143.46875	36
32	43	140.42424242424244	20
33	23	136.97058823529412	28
34	40	134.2	36
35	61	132.16666666666666	28
36	24	129.24324324324326	12
37	16	126.26315789473684	8
38	15	123.41025641025641	8
39	8	120.525	4
40	28	118.26829268292683	16
41	6	115.5952380952381	8
42	5	113.02325581395348	4
43	12	110.72727272727273	4
44	30	108.93333333333334	12
45	22	107.04347826086956	8
46	0	104.76595744680851	0
47	35	103.3125	16
48	6	101.3265306122449	8
49	0	99.3	0
50	9	97.52941176470588	4
51	0	95.65384615384616	0
52	0	93.84905660377359	0
53	5	92.20370370370371	4
54	0	90.52727272727273	0
55	0	88.91071428571429	0
56	0	87.35087719298245	0
57	0	85.84482758620689	0
58	2	84.42372881355932	4
59	0	83.01666666666667	0
60	3509	139.18032786885246	6
61	0	136.93548387096774	0
62	0	134.76190476190476	0
63	774	144.75	1
64	0	142.52307692307693	0
65	4363	206.46969696969697	8
66	0	203.38805970149255	0
67	0	200.39705882352942	0
68	32	197.95652173913044	8
69	16	195.35714285714286	4
70	7758	301.8732394366197	13
71	1204	314.40277777777777	2
72	0	310.09589041095893	0
73	17	306.13513513513516	4
74	704	311.44	1
75	3741	356.5657894736842	18
76	1744	374.5844155844156	7
77	310	373.7564102564103	5
78	621	376.88607594936707	1
79	917	383.6375	5
80	0	378.9012345679012	0
81	2376	403.2560975609756	4
82	680	406.5903614457831	9
83	0	401.75	0
84	20	397.25882352941176	4
85	7755	482.8139534883721	15
86	701	485.32183908045977	5
87	1911	501.52272727272725	11
88	1585	513.6966292134831	7
89	1124	520.4777777777778	6
90	5169	571.5604395604396	8
91	1818	585.1086956521739	3
92	737	586.741935483871	1
93	1703	598.6170212765958	3
94	0	592.3157894736842	0
95	2060	607.6041666666666	8
96	4740	650.2061855670103	8
97	904	652.795918367347	2
98	2	646.2222222222222	4
99	432	644.08	1
100	10825	744.8811881188119	18
101	4	737.6176470588235	4
102	3461	764.0582524271845	6
103	1320	769.4038461538462	2
104	489	766.7333333333333	1
105	1222	771.0283018867924	2
106	3851	799.8130841121496	7
107	2505	815.6018518518518	4
108	3596	841.1100917431193	10
109	0	833.4636363636364	0
110	730	832.5315315315315	1
111	2023	843.1607142857143	3
112	865	843.3539823008849	1
113	0	835.9561403508771	0
114	518	833.1913043478261	1
115	0	826.0086206896551	0
116	6092	871.017094017094	10
117	4829	904.5593220338983	7
118	6597	952.3949579831933	10
119	1315	955.4166666666666	2
120	5713	994.7355371900826	10
121	2510	1007.155737704918	3
122	5939	1047.2520325203252	9
123	1804	1053.3548387096773	3
124	1618	1057.872	2
125	4710	1086.857142857143	7
126	2224	1095.8110236220473	3
127	4534	1122.671875	8
128	6417	1163.7131782945737	10
129	8250	1218.2230769230769	12
130	703	1214.2900763358778	5
131	6281	1252.6742424242425	10
132	0	1243.2556390977443	0
133	5841	1277.5671641791046	7
134	1512	1279.3037037037036	3
135	1134	1278.235294117647	2
136	1633	1280.8248175182482	2
137	3119	1294.144927536232	4
138	6219	1329.5755395683452	9
139	0	1320.0785714285714	0
140	5524	1349.8936170212767	11
141	18050	1467.5	28
142	4203	1486.6293706293707	5
143	7037	1525.173611111111	10
144	7776	1568.2827586206897	11
145	3067	1578.5479452054794	5
146	8256	1623.9727891156463	11
147	4074	1640.527027027027	6
148	657	1633.9261744966443	1
149	6589	1666.96	10
150	6414	1698.3973509933776	8
151	0	1687.2236842105262	0
152	2089	1689.8496732026144	3
153	1612	1689.344155844156	2
154	2276	1693.1290322580646	4
155	6057	1721.1025641025642	12
156	13576	1796.6114649681529	20
157	15	1785.3354430379748	4
158	538	1777.4905660377358	1
159	1328	1774.68125	2
160	4906	1794.1304347826087	9
161	2397	1797.851851851852	3
162	2198	1800.3067484662577	3
163	953	1795.1402439024391	1
164	10295	1846.6545454545455	15
165	12402	1910.2409638554218	19
166	1245	1906.2574850299402	2
167	2438	1909.422619047619	4
168	2212	1911.2130177514794	3
169	2825	1916.5882352941176	4
170	8917	1957.5263157894738	13
171	0	1946.1453488372092	0
172	2498	1949.3352601156068	3
173	16069	2030.4827586206898	22
174	8165	2065.537142857143	10
175	12129	2122.715909090909	16
176	0	2110.723163841808	0
177	3445	2118.2191011235955	5
178	6262	2141.368715083799	7
179	9548	2182.516666666667	13
180	6761	2207.8121546961324	9
181	7411	2236.401098901099	10
182	4419	2248.3278688524592	5
183	18898	2338.8152173913045	26
184	2821	2341.4216216216214	4
185	6164	2361.97311827957	10
186	953	2354.438502673797	1
187	6792	2378.0425531914893	9
188	1509	2373.4444444444443	2
189	7882	2402.436842105263	10
190	2590	2403.418848167539	4
191	485	2393.4270833333335	1
192	7679	2420.813471502591	11
193	4159	2429.773195876289	5
194	11028	2473.866666666667	14
195	15581	2540.7397959183672	26
196	1215	2534.0101522842638	1
197	0	2521.212121212121	0
198	1066	2513.899497487437	1
199	4756	2525.11	8
200	3119	2528.064676616915	4
201	1120	2521.0940594059407	1
202	1089	2514.039408866995	1
203	7313	2537.5637254901962	12
204	0	2525.1853658536584	0
205	2450	2524.8203883495144	4
206	2159	2523.0531400966183	3
207	2580	2523.326923076923	3
208	8794	2553.3301435406697	10
209	11910	2597.885714285714	16
210	8720	2626.900473933649	8
211	566	2617.1792452830186	1
212	8166	2643.2300469483566	10
213	11001	2682.285046728972	16
214	8089	2707.432558139535	10
215	6892	2726.8055555555557	11
216	17411	2794.47465437788	23
217	5804	2808.2798165137615	7
218	933	2799.716894977169	2
219	9089	2828.3045454545454	12
220	5055	2838.3800904977375	7
221	6309	2854.0135135135133	10
222	557	2843.7130044843047	1
223	8002	2866.7410714285716	11
224	1742	2861.742222222222	2
225	2354	2859.495575221239	3
226	11845	2899.079295154185	15
227	8325	2922.877192982456	11
228	1677	2917.4366812227076	3
229	2450	2915.404347826087	4
230	832	2906.3852813852814	1
231	3530	2909.073275862069	5
232	3422	2911.274678111588	5
233	8699	2936.008547008547	11
234	667	2926.3531914893615	1
235	6636	2942.072033898305	11
236	496	2931.7510548523205	1
237	8438	2954.8865546218485	11
238	10558	2986.6987447698743	15
239	6746	3002.3625	9
240	30983	3118.4647302904564	40
241	12751	3158.2685950413224	17
242	12844	3198.127572016461	17
243	2435	3195.0	3
244	8941	3218.45306122449	12
245	14248	3263.288617886179	18
246	4362	3267.7368421052633	5
247	8219	3287.701612903226	10
248	9794	3313.8313253012047	13
249	2166	3309.24	3
250	0	3296.0557768924305	0
251	19395	3359.940476190476	25
252	13018	3398.114624505929	17
253	6618	3410.7913385826773	10
254	1671	3403.9686274509804	2
255	0	3390.671875	0
256	14768	3434.941634241245	16
257	0	3421.6279069767443	0
258	0	3408.4169884169883	0
259	16616	3459.2153846153847	18
260	0	3445.9616858237546	0
261	20326	3510.389312977099	23
262	2089	3504.9847908745246	4
263	9850	3529.0189393939395	12
264	10654	3555.9056603773583	11
265	12137	3588.1654135338345	13
266	1687	3581.044943820225	2
267	0	3567.6828358208954	0
268	16569	3616.014869888476	21
269	19098	3673.3555555555554	24
270	2587	3669.3468634686346	3
271	18253	3722.9632352941176	27
272	18401	3776.7289377289376	24
273	10288	3800.492700729927	11
274	0	3786.672727272727	0
275	10216	3809.967391304348	12
276	19710	3867.368231046931	23
277	9280	3886.838129496403	13
278	3838	3886.663082437276	6
279	8164	3901.9392857142857	10
280	16232	3945.8185053380785	21
281	7009	3956.68085106383	10
282	10246	3978.904593639576	13
283	9102	3996.943661971831	12
284	19910	4052.778947368421	25
285	2896	4048.7342657342656	5
286	14679	4085.773519163763	20
287	7448	4097.447916666667	11
288	7920	4110.674740484429	10
289	2987	4106.8	4
290	729	4095.192439862543	1
291	0	4081.167808219178	0
292	9367	4099.208191126279	12
293	1851	4091.561224489796	2
294	16259	4132.806779661017	21
295	16887	4175.89527027027	21
296	10350	4196.683501683502	13
297	7754	4208.620805369127	11
298	1274	4198.80602006689	2
299	0	4184.81	0
300	14669	4219.641196013289	22
301	0	4205.6688741721855	0
302	522	4193.511551155116	1
303	9670	4211.526315789473	12
304	9214	4227.927868852459	11
305	1514	4219.058823529412	2
306	11905	4244.094462540716	15
307	1865	4236.37012987013	3
308	1475	4227.433656957929	2
309	16867	4268.206451612903	21
310	7601	4278.922829581994	10
311	0	4265.208333333333	0
312	439	4252.984025559105	1
313	16290	4291.3184713375795	21
314	0	4277.695238095238	0
315	7406	4287.594936708861	10
316	9100	4302.776025236593	12
317	1745	4294.732704402516	2
318	11395	4316.990595611285	15
319	13335	4345.171875	21
320	13993	4375.227414330218	20
321	2255	4368.642857142857	3
322	0	4355.117647058823	0
323	13352	4382.885802469136	16
324	15628	4417.486153846154	21
325	8046	4428.616564417178	10
326	16626	4465.917431192661	21
327	2399	4459.615853658536	4
328	8937	4473.224924012158	11
329	0	4459.669696969697	0
330	10549	4478.0664652567975	12
331	15020	4509.819277108434	21
332	0	4496.276276276276	0
333	4203	4495.398203592815	7
334	5208	4497.525373134328	7
335	0	4484.139880952381	0
336	8032	4494.66765578635	11
337	8044	4505.168639053254	11
338	0	4491.879056047198	0
339	1883	4484.205882352941	3
340	8986	4497.407624633431	13
341	1179	4487.704678362573	2
342	6635	4493.965014577259	9
343	8774	4506.406976744186	11
344	15068	4537.020289855072	21
345	1090	4527.0578034682085	1
346	0	4514.011527377522	0
347	4145	4512.951149425287	6
348	22439	4564.315186246418	32
349	971	4554.048571428571	2
350	919	4543.692307692308	1
351	0	4530.784090909091	0
352	12193	4552.490084985836	17
353	2920	4547.8785310734465	3
354	20455	4592.687323943662	26
355	8804	4604.516853932584	12
356	2789	4599.431372549019	4
357	864	4588.997206703911	1
358	0	4576.2144846796655	0
359	1047	4566.4111111111115	1
360	2204	4559.86703601108	3
361	14888	4588.397790055249	21
362	14075	4614.531680440771	20
363	22538	4663.771978021978	31
364	6372	4668.45205479452	10
365	725	4657.6775956284155	1
366	4420	4657.029972752043	7
367	15176	4685.614130434783	20
368	7101	4692.159891598916	10
369	0	4679.478378378379	0
370	8409	4689.530997304582	11
371	14029	4714.637096774193	20
372	3853	4712.327077747989	6
373	7335	4719.3395721925135	11
374	0	4706.754666666667	0
375	7770	4714.901595744681	11
376	13834	4739.090185676392	18
377	10193	4753.518518518518	15
378	478	4742.23746701847	1
379	0	4729.757894736842	0
380	20973	4772.391076115486	31
381	0	4759.897905759162	0
382	18082	4794.681462140992	23
383	16643	4825.536458333333	22
384	1430	4816.716883116883	2
385	7734	4824.274611398963	10
386	0	4811.808785529715	0
387	15290	4838.81443298969	20
388	11214	4855.203084832905	14
389	7818	4862.8	10
390	2889	4857.751918158568	3
391	0	4845.359693877551	0
392	18272	4879.5241730279895	24
393	8660	4889.119289340101	10
394	12086	4907.339240506329	15
395	0	4894.94696969697	0
396	751	4884.508816120907	1
397	3687	4881.5	4
398	901	4871.523809523809	1
399	9199	4882.3425	11
400	15374	4908.506234413965	20
401	0	4896.296019900497	0
402	7982	4903.952853598015	10
403	10201	4917.064356435643	14
404	0	4904.923456790123	0
405	7967	4912.4655172413795	10
406	12112	4930.154791154791	15
407	15180	4955.276960784314	18
408	23767	5001.271393643032	27
409	0	4989.073170731707	0
410	10364	5002.1508515815085	15
411	0	4990.0097087378645	0
412	671	4979.552058111381	1
413	7604	4985.891304347826	10
414	13390	5006.142168674699	20
415	14027	5027.826923076923	19
416	955	5018.059952038369	1
417	0	5006.055023923445	0
418	8058	5013.338902147972	11
