Cycle	Now Cost	Average Cost	Number of Replication

0	595	595.0	376
1	255	425.0	392
2	161	337.0	316
3	139	287.5	360
4	92	248.4	268
5	387	271.5	412
6	137	252.28571428571428	248
7	176	242.75	340
8	159	233.44444444444446	364
9	149	225.0	352
10	199	222.63636363636363	340
11	218	222.25	372
12	153	216.92307692307693	304
13	138	211.28571428571428	328
14	85	202.86666666666667	260
15	188	201.9375	272
16	156	199.23529411764707	276
17	164	197.27777777777777	248
18	120	193.21052631578948	216
19	73	187.2	124
20	131	184.52380952380952	152
21	87	180.0909090909091	120
22	96	176.43478260869566	132
23	57	171.45833333333334	88
24	62	167.08	72
25	103	164.6153846153846	80
26	47	160.25925925925927	48
27	48	156.25	52
28	57	152.82758620689654	52
29	12	148.13333333333333	8
30	103	146.67741935483872	68
31	44	143.46875	36
32	43	140.42424242424244	20
33	23	136.97058823529412	28
34	40	134.2	36
35	61	132.16666666666666	28
36	24	129.24324324324326	12
37	16	126.26315789473684	8
38	15	123.41025641025641	8
39	8	120.525	4
40	28	118.26829268292683	16
41	6	115.5952380952381	8
42	5	113.02325581395348	4
43	12	110.72727272727273	4
44	30	108.93333333333334	12
45	22	107.04347826086956	8
46	0	104.76595744680851	0
47	35	103.3125	16
48	6	101.3265306122449	8
49	0	99.3	0
50	9	97.52941176470588	4
51	0	95.65384615384616	0
52	0	93.84905660377359	0
53	5	92.20370370370371	4
54	0	90.52727272727273	0
55	0	88.91071428571429	0
56	0	87.35087719298245	0
57	0	85.84482758620689	0
58	2	84.42372881355932	4
59	0	83.01666666666667	0
60	0	81.65573770491804	0
61	0	80.33870967741936	0
62	0	79.06349206349206	0
63	0	77.828125	0
64	0	76.63076923076923	0
65	0	75.46969696969697	0
66	0	74.34328358208955	0
67	0	73.25	0
68	43	72.81159420289855	8
69	16	72.0	4
70	13	71.16901408450704	4
71	0	70.18055555555556	0
72	0	69.21917808219177	0
73	30	68.6891891891892	4
74	0	67.77333333333333	0
75	50	67.53947368421052	8
76	27	67.01298701298701	4
77	3	66.1923076923077	4
78	0	65.35443037974683	0
79	26	64.8625	4
80	0	64.06172839506173	0
81	0	63.28048780487805	0
82	29	62.86746987951807	8
83	0	62.11904761904762	0
84	36	61.811764705882354	4
85	13	61.24418604651163	4
86	37	60.96551724137931	4
87	21	60.51136363636363	8
88	9	59.93258426966292	4
89	25	59.544444444444444	4
90	0	58.89010989010989	0
91	0	58.25	0
92	0	57.623655913978496	0
93	0	57.01063829787234	0
94	0	56.410526315789475	0
95	13	55.958333333333336	4
96	0	55.381443298969074	0
97	0	54.816326530612244	0
98	30	54.56565656565657	4
99	0	54.02	0
100	0	53.48514851485149	0
101	4	53.0	4
102	0	52.48543689320388	0
103	0	51.98076923076923	0
104	0	51.48571428571429	0
105	0	51.0	0
106	0	50.52336448598131	0
107	0	50.05555555555556	0
108	11	49.69724770642202	4
109	0	49.24545454545454	0
110	0	48.8018018018018	0
111	0	48.36607142857143	0
112	0	47.93805309734513	0
113	0	47.51754385964912	0
114	0	47.10434782608696	0
115	0	46.69827586206897	0
116	0	46.2991452991453	0
117	0	45.90677966101695	0
118	0	45.52100840336134	0
119	0	45.141666666666666	0
120	0	44.768595041322314	0
121	0	44.40163934426229	0
122	0	44.040650406504064	0
123	0	43.685483870967744	0
124	0	43.336	0
125	0	42.992063492063494	0
126	0	42.653543307086615	0
127	0	42.3203125	0
128	0	41.992248062015506	0
129	0	41.66923076923077	0
130	29	41.57251908396947	4
131	0	41.25757575757576	0
132	0	40.94736842105263	0
133	0	40.64179104477612	0
134	0	40.34074074074074	0
135	0	40.044117647058826	0
136	0	39.75182481751825	0
137	0	39.46376811594203	0
138	0	39.17985611510792	0
139	0	38.9	0
140	0	38.6241134751773	0
141	0	38.352112676056336	0
142	0	38.08391608391609	0
143	0	37.81944444444444	0
144	0	37.55862068965517	0
145	0	37.3013698630137	0
146	0	37.04761904761905	0
147	0	36.7972972972973	0
148	0	36.5503355704698	0
149	0	36.306666666666665	0
150	0	36.06622516556291	0
151	0	35.828947368421055	0
152	0	35.59477124183007	0
153	0	35.36363636363637	0
154	0	35.13548387096774	0
155	0	34.91025641025641	0
156	0	34.68789808917197	0
157	27	34.639240506329116	4
158	0	34.42138364779874	0
159	0	34.20625	0
160	0	33.993788819875775	0
161	0	33.78395061728395	0
162	0	33.576687116564415	0
163	0	33.3719512195122	0
164	0	33.16969696969697	0
165	0	32.96987951807229	0
166	0	32.77245508982036	0
167	0	32.57738095238095	0
168	0	32.38461538461539	0
169	0	32.194117647058825	0
170	0	32.005847953216374	0
171	0	31.819767441860463	0
172	0	31.63583815028902	0
173	0	31.45402298850575	0
174	0	31.274285714285714	0
175	0	31.09659090909091	0
176	0	30.92090395480226	0
177	0	30.747191011235955	0
178	0	30.575418994413408	0
179	0	30.405555555555555	0
180	0	30.23756906077348	0
181	0	30.071428571428573	0
182	0	29.907103825136613	0
183	0	29.744565217391305	0
184	0	29.583783783783783	0
185	0	29.4247311827957	0
186	0	29.267379679144383	0
187	0	29.111702127659573	0
188	0	28.95767195767196	0
189	0	28.805263157894736	0
190	0	28.654450261780106	0
191	0	28.505208333333332	0
192	0	28.357512953367877	0
193	0	28.211340206185568	0
194	0	28.066666666666666	0
195	0	27.9234693877551	0
196	0	27.781725888324875	0
197	0	27.641414141414142	0
198	0	27.502512562814072	0
199	0	27.365	0
200	0	27.228855721393035	0
201	0	27.094059405940595	0
202	0	26.960591133004925	0
203	0	26.82843137254902	0
204	0	26.697560975609758	0
205	0	26.567961165048544	0
206	0	26.43961352657005	0
207	0	26.3125	0
208	0	26.1866028708134	0
209	0	26.061904761904763	0
210	0	25.938388625592417	0
211	0	25.816037735849058	0
212	0	25.694835680751172	0
213	0	25.574766355140188	0
214	0	25.455813953488374	0
215	0	25.337962962962962	0
216	0	25.22119815668203	0
217	0	25.105504587155963	0
218	0	24.990867579908677	0
219	0	24.87727272727273	0
220	0	24.764705882352942	0
221	0	24.653153153153152	0
222	0	24.542600896860986	0
223	0	24.433035714285715	0
224	0	24.324444444444445	0
225	0	24.216814159292035	0
226	0	24.110132158590307	0
227	0	24.00438596491228	0
228	0	23.899563318777293	0
229	0	23.795652173913044	0
230	0	23.692640692640694	0
231	0	23.59051724137931	0
232	0	23.489270386266096	0
233	0	23.38888888888889	0
234	0	23.28936170212766	0
235	0	23.190677966101696	0
236	0	23.09282700421941	0
237	0	22.99579831932773	0
238	0	22.89958158995816	0
239	0	22.804166666666667	0
240	0	22.70954356846473	0
241	0	22.615702479338843	0
242	0	22.522633744855966	0
243	0	22.43032786885246	0
244	0	22.33877551020408	0
245	0	22.247967479674795	0
246	0	22.157894736842106	0
247	0	22.068548387096776	0
248	0	21.97991967871486	0
249	0	21.892	0
250	0	21.804780876494025	0
251	0	21.71825396825397	0
252	0	21.632411067193676	0
253	0	21.54724409448819	0
254	0	21.462745098039214	0
255	0	21.37890625	0
256	0	21.295719844357976	0
257	0	21.213178294573645	0
258	0	21.131274131274132	0
259	0	21.05	0
260	0	20.96934865900383	0
261	0	20.889312977099237	0
262	0	20.809885931558934	0
263	0	20.731060606060606	0
264	0	20.652830188679246	0
265	0	20.575187969924812	0
266	0	20.49812734082397	0
267	0	20.421641791044777	0
268	0	20.345724907063197	0
269	0	20.27037037037037	0
270	0	20.195571955719558	0
271	0	20.121323529411764	0
272	0	20.047619047619047	0
273	0	19.974452554744527	0
274	0	19.901818181818182	0
275	0	19.829710144927535	0
276	0	19.75812274368231	0
277	0	19.68705035971223	0
278	0	19.61648745519713	0
279	0	19.54642857142857	0
280	0	19.476868327402133	0
281	0	19.407801418439718	0
282	0	19.33922261484099	0
283	0	19.27112676056338	0
284	0	19.203508771929826	0
285	0	19.136363636363637	0
286	0	19.069686411149824	0
287	0	19.00347222222222	0
288	0	18.93771626297578	0
289	0	18.872413793103448	0
290	0	18.807560137457045	0
291	0	18.743150684931507	0
292	0	18.679180887372013	0
293	0	18.6156462585034	0
294	0	18.552542372881355	0
295	0	18.489864864864863	0
296	0	18.42760942760943	0
297	0	18.36577181208054	0
298	0	18.304347826086957	0
299	0	18.243333333333332	0
300	0	18.182724252491695	0
301	0	18.12251655629139	0
302	0	18.062706270627064	0
303	0	18.00328947368421	0
304	0	17.944262295081966	0
305	0	17.88562091503268	0
306	0	17.827361563517915	0
307	0	17.76948051948052	0
308	0	17.71197411003236	0
309	0	17.65483870967742	0
310	0	17.59807073954984	0
311	0	17.541666666666668	0
312	0	17.48562300319489	0
313	0	17.429936305732483	0
314	0	17.374603174603173	0
315	0	17.319620253164558	0
316	0	17.264984227129336	0
317	0	17.21069182389937	0
318	0	17.156739811912225	0
319	0	17.103125	0
320	0	17.049844236760123	0
321	0	16.996894409937887	0
322	0	16.944272445820435	0
323	0	16.891975308641975	0
324	0	16.84	0
325	0	16.788343558282207	0
326	0	16.737003058103976	0
327	0	16.6859756097561	0
328	0	16.635258358662615	0
329	0	16.584848484848486	0
330	0	16.53474320241692	0
331	0	16.484939759036145	0
332	0	16.435435435435437	0
333	0	16.38622754491018	0
334	0	16.33731343283582	0
335	0	16.288690476190474	0
336	0	16.240356083086052	0
337	0	16.192307692307693	0
338	0	16.144542772861357	0
339	0	16.097058823529412	0
340	0	16.04985337243402	0
341	0	16.002923976608187	0
342	0	15.956268221574344	0
343	0	15.909883720930232	0
344	0	15.86376811594203	0
345	0	15.81791907514451	0
346	0	15.772334293948127	0
347	0	15.727011494252874	0
348	0	15.681948424068768	0
349	0	15.637142857142857	0
350	0	15.592592592592593	0
351	0	15.548295454545455	0
352	0	15.504249291784703	0
353	0	15.46045197740113	0
354	0	15.416901408450704	0
355	0	15.373595505617978	0
356	0	15.330532212885155	0
357	0	15.287709497206704	0
358	0	15.245125348189415	0
359	0	15.202777777777778	0
360	0	15.160664819944598	0
361	0	15.11878453038674	0
362	0	15.077134986225895	0
363	0	15.035714285714286	0
364	0	14.994520547945205	0
365	0	14.953551912568306	0
366	0	14.912806539509537	0
367	0	14.872282608695652	0
368	0	14.831978319783198	0
369	0	14.791891891891892	0
370	0	14.752021563342318	0
371	0	14.71236559139785	0
372	0	14.672922252010723	0
373	0	14.633689839572192	0
374	0	14.594666666666667	0
375	0	14.555851063829786	0
376	0	14.517241379310345	0
377	0	14.47883597883598	0
378	0	14.440633245382585	0
379	0	14.402631578947368	0
380	0	14.36482939632546	0
381	0	14.327225130890053	0
382	0	14.28981723237598	0
383	0	14.252604166666666	0
384	0	14.215584415584416	0
385	0	14.178756476683938	0
386	0	14.142118863049095	0
387	0	14.105670103092784	0
388	0	14.069408740359897	0
389	0	14.033333333333333	0
390	0	13.997442455242966	0
391	0	13.96173469387755	0
392	0	13.926208651399492	0
393	0	13.890862944162437	0
394	0	13.855696202531645	0
395	0	13.820707070707071	0
396	0	13.785894206549118	0
397	0	13.751256281407036	0
398	0	13.716791979949875	0
399	0	13.6825	0
400	0	13.648379052369076	0
401	0	13.614427860696518	0
402	0	13.580645161290322	0
403	0	13.547029702970297	0
404	0	13.51358024691358	0
405	0	13.480295566502463	0
406	0	13.447174447174447	0
407	0	13.41421568627451	0
408	0	13.381418092909536	0
409	0	13.348780487804879	0
410	0	13.316301703163017	0
411	0	13.283980582524272	0
412	0	13.25181598062954	0
413	0	13.219806763285025	0
414	0	13.187951807228915	0
415	0	13.15625	0
416	0	13.124700239808153	0
417	0	13.0933014354067	0
418	0	13.062052505966587	0
419	0	13.030952380952382	0
420	0	13.0	0
421	0	12.969194312796208	0
422	0	12.93853427895981	0
423	0	12.908018867924529	0
424	0	12.877647058823529	0
425	0	12.847417840375586	0
426	0	12.817330210772834	0
427	0	12.787383177570094	0
428	0	12.757575757575758	0
429	0	12.727906976744187	0
430	0	12.698375870069606	0
431	0	12.668981481481481	0
432	0	12.639722863741339	0
433	0	12.610599078341014	0
434	0	12.581609195402299	0
435	0	12.552752293577981	0
436	0	12.524027459954233	0
437	0	12.495433789954339	0
438	0	12.466970387243736	0
439	0	12.438636363636364	0
440	0	12.410430839002268	0
441	0	12.382352941176471	0
442	0	12.354401805869074	0
443	0	12.326576576576576	0
444	0	12.298876404494383	0
445	0	12.271300448430493	0
