cycle	occupancy
404	2.993477E7
405	2.993477E7
406	2.993477E7
407	2.993477E7
408	2.993477E7
409	2.993477E7
410	2.993477E7
411	2.993477E7
412	2.993477E7
413	2.993477E7
414	2.993477E7
415	2.993477E7
416	2.993477E7
417	2.993477E7
418	2.993477E7
419	2.993477E7
420	2.993477E7
421	2.993477E7
422	2.993477E7
423	2.993477E7
424	2.993477E7
425	2.993477E7
426	2.993477E7
427	2.993477E7
428	2.993477E7
429	2.993477E7
430	2.993477E7
431	2.993477E7
432	2.993477E7
433	2.993477E7
434	2.993477E7
435	2.993477E7
436	2.993477E7
437	2.993477E7
438	2.993477E7
439	2.993477E7
440	2.993477E7
441	2.993477E7
442	2.993477E7
443	2.993477E7
444	2.993477E7
445	2.993477E7
446	2.993477E7
447	2.993477E7
448	2.993477E7
449	2.993477E7
450	2.993477E7
451	2.993477E7
452	2.993477E7
453	2.993477E7
454	2.993477E7
455	2.993477E7
456	2.993477E7
457	2.993477E7
458	2.993477E7
459	2.993477E7
460	2.993477E7
461	2.993477E7
462	2.993477E7
463	2.993477E7
464	2.993477E7
465	2.993477E7
466	2.993477E7
467	2.993477E7
468	2.993477E7
469	2.993477E7
470	2.993477E7
471	2.993477E7
472	2.993477E7
473	2.993477E7
474	2.993477E7
475	2.993477E7
476	2.993477E7
477	2.993477E7
478	2.993477E7
479	2.993477E7
480	2.993477E7
481	2.993477E7
482	2.993477E7
483	2.993477E7
484	2.993477E7
485	2.993477E7
486	2.993477E7
487	2.993477E7
488	2.993477E7
489	2.993477E7
490	2.993477E7
491	2.993477E7
492	2.993477E7
493	2.993477E7
494	2.993477E7
495	2.993477E7
496	2.993477E7
497	2.993477E7
498	2.993477E7
499	2.993477E7

