cycle	occupancy
0	0.0
1	0.0
2	0.0
3	0.0
4	60.0
5	220.0
6	440.0
7	790.0
8	1210.0
9	2000.0
10	3050.0
11	4350.0
12	5990.0
13	7970.0
14	10510.0
15	13620.0
16	17250.0
17	21410.0
18	25990.0
19	31400.0
20	37810.0
21	45220.0
22	53180.0
23	61750.0
24	71220.0
25	81660.0
26	92950.0
27	105000.0
28	118070.0
29	132150.0
30	147280.0
31	163580.0
32	180880.0
33	198990.0
34	218090.0
35	238280.0
36	259600.0
37	281990.0
38	305490.0
39	330310.0
40	356540.0
41	384050.0
42	413000.0
43	443500.0
44	475590.0
45	509620.0
46	545750.0
47	583740.0
48	623380.0
49	665110.0
50	709010.0
51	755220.0
52	803520.0
53	854200.0
54	906780.0
55	961610.0
56	1018690.0
57	1077930.0
58	1139320.0
59	1203120.0
60	1269040.0
61	1337530.0
62	1408340.0
63	1481470.0
64	1557150.0
65	1634940.0
66	1714970.0
67	1797060.0
68	1881230.0
69	1967610.0
70	2056150.0
71	2147230.0
72	2240150.0
73	2334830.0
74	2431310.0
75	2529530.0
76	2629120.0
77	2729770.0
78	2831460.0
79	2934420.0
80	3038410.0
81	3143160.0
82	3248490.0
83	3354760.0
84	3462020.0
85	3569980.0
86	3678920.0
87	3788500.0
88	3898230.0
89	4008750.0
90	4119400.0
91	4230220.0
92	4341290.0
93	4452320.0
94	4563570.0
95	4675320.0
96	4787070.0
97	4898620.0
98	5009670.0
99	5120360.0
100	5230450.0
101	5340430.0
102	5450020.0
103	5559000.0
104	5667540.0
105	5775750.0
106	5883240.0
107	5990270.0
108	6096790.0
109	6203000.0
110	6309230.0
111	6415820.0
112	6522280.0
113	6628730.0
114	6735080.0
115	6841630.0
116	6948080.0
117	7054980.0
118	7161680.0
119	7268850.0
120	7376470.0
121	7485090.0
122	7594100.0
123	7703130.0
124	7812100.0
125	7921260.0
126	8030810.0
127	8140900.0
128	8251710.0
129	8363550.0
130	8476210.0
131	8589200.0
132	8702180.0
133	8815440.0
134	8929260.0
135	9043670.0
136	9158210.0
137	9273000.0
138	9387620.0
139	9502260.0
140	9617290.0
141	9732510.0
142	9847600.0
143	9962360.0
144	1.007717E7
145	1.019229E7
146	1.030731E7
147	1.042207E7
148	1.053673E7
149	1.065124E7
150	1.076583E7
151	1.088029E7
152	1.099427E7
153	1.110785E7
154	1.12211E7
155	1.133353E7
156	1.144508E7
157	1.155568E7
158	1.166554E7
159	1.177483E7
160	1.188358E7
161	1.1992E7
162	1.210001E7
163	1.220783E7
164	1.23159E7
165	1.242464E7
166	1.253378E7
167	1.264355E7
168	1.275321E7
169	1.286286E7
170	1.297284E7
171	1.308332E7
172	1.319394E7
173	1.330432E7
174	1.34152E7
175	1.352612E7
176	1.363685E7
177	1.374707E7
178	1.385631E7
179	1.396505E7
180	1.40734E7
181	1.418144E7
182	1.428903E7
183	1.439613E7
184	1.450264E7
185	1.460902E7
186	1.47146E7
187	1.48195E7
188	1.492352E7
189	1.502708E7
190	1.513003E7
191	1.523261E7
192	1.533464E7
193	1.543642E7
194	1.553775E7
195	1.56387E7
196	1.573917E7
197	1.583907E7
198	1.593777E7
199	1.603585E7
200	1.613329E7
201	1.623055E7
202	1.632719E7
203	1.642279E7
204	1.651748E7
205	1.661105E7
206	1.670377E7
207	1.679544E7
208	1.688609E7
209	1.697603E7
210	1.706566E7
211	1.715477E7
212	1.724316E7
213	1.733087E7
214	1.741814E7
215	1.750527E7
216	1.759202E7
217	1.767858E7
218	1.776481E7
219	1.785083E7
220	1.793716E7
221	1.80235E7
222	1.810998E7
223	1.819672E7
224	1.828453E7
225	1.837358E7
226	1.846398E7
227	1.855607E7
228	1.864951E7
229	1.874457E7
230	1.884133E7
231	1.893957E7
232	1.903953E7
233	1.914116E7
234	1.924428E7
235	1.934905E7
236	1.945553E7
237	1.95644E7
238	1.967559E7
239	1.978941E7
240	1.990577E7
241	2.002472E7
242	2.014585E7
243	2.026891E7
244	2.039421E7
245	2.052217E7
246	2.065265E7
247	2.078532E7
248	2.09197E7
249	2.105604E7
250	2.119449E7
251	2.133482E7
252	2.147614E7
253	2.161857E7
254	2.176217E7
255	2.190665E7
256	2.205213E7
257	2.219822E7
258	2.234414E7
259	2.249024E7
260	2.26365E7
261	2.278244E7
262	2.292808E7
263	2.30736E7
264	2.321846E7
265	2.336283E7
266	2.350648E7
267	2.364954E7
268	2.379164E7
269	2.393302E7
270	2.407344E7
271	2.421252E7
272	2.435028E7
273	2.448671E7
274	2.462211E7
275	2.475611E7
276	2.488879E7
277	2.502029E7
278	2.515031E7
279	2.527868E7
280	2.540579E7
281	2.553161E7
282	2.565635E7
283	2.578001E7
284	2.590249E7
285	2.602398E7
286	2.61443E7
287	2.62637E7
288	2.638165E7
289	2.649835E7
290	2.661356E7
291	2.672734E7
292	2.683933E7
293	2.694906E7
294	2.705665E7
295	2.716206E7
296	2.72656E7
297	2.736707E7
298	2.746664E7
299	2.756427E7
300	2.765966E7
301	2.775276E7
302	2.784364E7
303	2.793252E7
304	2.801922E7
305	2.810373E7
306	2.818577E7
307	2.826548E7
308	2.834283E7
309	2.84178E7
310	2.849051E7
311	2.856088E7
312	2.862877E7
313	2.869473E7
314	2.875806E7
315	2.881918E7
316	2.887815E7
317	2.893484E7
318	2.898937E7
319	2.904183E7
320	2.909232E7
321	2.914095E7
322	2.918783E7
323	2.923274E7
324	2.927596E7
325	2.931746E7
326	2.935717E7
327	2.939495E7
328	2.943074E7
329	2.946453E7
330	2.949642E7
331	2.952657E7
332	2.955522E7
333	2.958222E7
334	2.960738E7
335	2.963109E7
336	2.965324E7
337	2.96741E7
338	2.969387E7
339	2.971241E7
340	2.972981E7
341	2.974627E7
342	2.976177E7
343	2.977618E7
344	2.978952E7
345	2.980184E7
346	2.981335E7
347	2.982398E7
348	2.983384E7
349	2.984302E7
350	2.985161E7
351	2.985962E7
352	2.986707E7
353	2.987405E7
354	2.988048E7
355	2.988661E7
356	2.989214E7
357	2.989724E7
358	2.990173E7
359	2.990573E7
360	2.99095E7
361	2.99129E7
362	2.991608E7
363	2.991897E7
364	2.992159E7
365	2.992392E7
366	2.9926E7
367	2.992783E7
368	2.992942E7
369	2.993081E7
370	2.993187E7
371	2.993277E7
372	2.993352E7
373	2.993409E7
374	2.99344E7
375	2.99346E7
376	2.993472E7
377	2.993477E7
378	2.993477E7
379	2.993477E7
380	2.993477E7
381	2.993477E7
382	2.993477E7
383	2.993477E7
384	2.993477E7
385	2.993477E7
386	2.993477E7
387	2.993477E7
388	2.993477E7
389	2.993477E7
390	2.993477E7
391	2.993477E7
392	2.993477E7
393	2.993477E7
394	2.993477E7
395	2.993477E7
396	2.993477E7
397	2.993477E7
398	2.993477E7
399	2.993477E7
400	2.993477E7
401	2.993477E7
402	2.993477E7
403	2.993477E7
