Cycle	Now Cost	Total Cost
162	51	60856
163	0	60856
164	0	60856
165	649	61505
166	0	61505
167	0	61505
168	0	61505
169	0	61505
170	0	61505
171	1903	63408
172	0	63408
173	0	63408
174	0	63408
175	0	63408
176	0	63408
177	0	63408
178	0	63408
179	0	63408
180	0	63408
181	0	63408
182	353	63761
183	0	63761
184	0	63761
185	9088	72849
186	1012	73861
187	186	74047
188	61	74108
189	13	74121
190	1002	75123
191	528	75651
192	0	75651
193	0	75651
194	0	75651
195	2514	78165
196	420	78585
197	441	79026
198	0	79026
199	0	79026
200	0	79026
201	0	79026
202	0	79026
203	0	79026
204	0	79026
205	0	79026
206	0	79026
207	0	79026
208	0	79026
209	0	79026
210	0	79026
211	0	79026
212	0	79026
213	0	79026
214	0	79026
215	0	79026
216	0	79026
217	0	79026
218	0	79026
219	0	79026
220	0	79026
221	0	79026
222	642	79668
223	0	79668
224	0	79668
225	0	79668
226	0	79668
227	0	79668
228	0	79668
229	0	79668
230	0	79668
231	0	79668
232	0	79668
233	0	79668
234	0	79668
235	0	79668
236	677	80345
237	0	80345
238	0	80345
239	0	80345
240	0	80345
241	0	80345
242	0	80345
243	0	80345
244	0	80345
245	0	80345
246	0	80345
247	0	80345
248	0	80345
249	0	80345
250	0	80345
251	0	80345
252	0	80345
253	0	80345
254	0	80345
255	0	80345
256	0	80345
257	0	80345
258	0	80345
259	0	80345
260	0	80345
261	0	80345
262	0	80345
263	0	80345
264	0	80345
265	0	80345
266	0	80345
267	0	80345
268	0	80345
269	0	80345
270	0	80345
271	0	80345
272	0	80345
273	0	80345
274	0	80345
275	0	80345
276	0	80345
277	0	80345
278	0	80345
279	0	80345
280	0	80345
281	0	80345
282	0	80345
283	0	80345
284	0	80345
285	0	80345
286	0	80345
287	0	80345
288	0	80345
289	0	80345
290	0	80345
291	0	80345
292	0	80345
293	0	80345
294	0	80345
295	0	80345
296	0	80345
297	0	80345
298	0	80345
299	0	80345
300	0	80345
301	0	80345
302	0	80345
303	0	80345
304	0	80345
305	0	80345
306	0	80345
307	0	80345
308	0	80345
309	0	80345
310	0	80345
311	0	80345
312	0	80345
313	0	80345
314	0	80345
315	0	80345
316	0	80345
317	0	80345
318	0	80345
319	0	80345
320	0	80345
321	0	80345
322	0	80345
323	0	80345
324	0	80345
325	0	80345
326	0	80345
327	0	80345
328	0	80345
329	0	80345
330	0	80345
331	0	80345
332	0	80345
333	0	80345
334	0	80345
335	0	80345
336	0	80345
337	0	80345
338	0	80345
339	0	80345
340	0	80345
341	0	80345
342	0	80345
343	0	80345
344	0	80345
345	0	80345
346	0	80345
347	0	80345
348	0	80345
349	0	80345
350	0	80345
351	0	80345
352	0	80345
353	0	80345
354	0	80345
355	0	80345
356	0	80345
357	0	80345
358	0	80345
359	0	80345
360	0	80345
361	0	80345
362	0	80345
363	0	80345
364	0	80345
365	0	80345
366	0	80345
367	0	80345
368	0	80345
369	0	80345
370	0	80345
371	0	80345
372	0	80345
373	0	80345
374	0	80345
375	0	80345
376	0	80345
377	0	80345
378	0	80345
379	0	80345
380	0	80345
381	0	80345
382	0	80345
383	0	80345
384	0	80345
385	0	80345
386	0	80345
387	0	80345
388	0	80345
389	0	80345
390	0	80345
391	0	80345
392	0	80345
393	0	80345
394	0	80345
395	0	80345
396	0	80345
397	0	80345
398	0	80345
399	0	80345
400	0	80345
401	0	80345
402	0	80345
403	0	80345
404	0	80345
405	0	80345
406	0	80345
407	0	80345
408	0	80345
409	0	80345
410	0	80345
411	0	80345
412	0	80345
413	0	80345
414	0	80345
415	0	80345
416	0	80345
417	0	80345
418	0	80345
419	0	80345
420	0	80345
421	0	80345
422	0	80345
423	0	80345
424	0	80345
425	0	80345
426	0	80345
427	0	80345
428	0	80345
429	0	80345
430	0	80345
431	0	80345
432	0	80345
433	0	80345
434	0	80345
435	0	80345
436	0	80345
437	0	80345
438	0	80345
439	0	80345
440	0	80345
441	0	80345
442	0	80345
443	0	80345
444	0	80345
445	0	80345
446	0	80345
447	0	80345
448	0	80345
449	0	80345
450	0	80345
451	0	80345
452	0	80345
453	0	80345
454	0	80345
455	0	80345
456	0	80345
457	0	80345
458	0	80345
459	0	80345
460	0	80345
461	0	80345
462	0	80345
463	0	80345
464	0	80345
465	0	80345
466	0	80345
467	0	80345
468	0	80345
469	0	80345
470	0	80345
471	0	80345
472	0	80345
473	0	80345
474	0	80345
475	0	80345
476	0	80345
477	0	80345
478	0	80345
479	0	80345
480	0	80345
481	0	80345
482	0	80345
483	0	80345
484	0	80345
485	0	80345
486	0	80345
487	0	80345
488	0	80345
489	0	80345
490	0	80345
491	0	80345
492	0	80345
493	0	80345
494	0	80345
495	0	80345
496	0	80345
497	0	80345
498	0	80345
499	0	80345
