Cycle	Now Cost	Total Cost

0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	1266	1266
6	740	2006
7	0	2006
8	0	2006
9	126	2132
10	3427	5559
11	0	5559
12	557	6116
13	0	6116
14	0	6116
15	657	6773
16	241	7014
17	6	7020
18	22	7042
19	0	7042
20	0	7042
21	0	7042
22	0	7042
23	0	7042
24	0	7042
25	0	7042
26	0	7042
27	0	7042
28	0	7042
29	0	7042
30	9719	16761
31	990	17751
32	202	17953
33	55	18008
34	16	18024
35	0	18024
36	0	18024
37	0	18024
38	0	18024
39	0	18024
40	0	18024
41	0	18024
42	0	18024
43	0	18024
44	0	18024
45	0	18024
46	0	18024
47	0	18024
48	0	18024
49	0	18024
50	0	18024
51	555	18579
52	0	18579
53	0	18579
54	0	18579
55	1311	19890
56	0	19890
57	0	19890
58	0	19890
59	0	19890
60	4217	24107
61	728	24835
62	351	25186
63	0	25186
64	86	25272
65	7406	32678
66	1053	33731
67	239	33970
68	164	34134
69	31	34165
70	0	34165
71	0	34165
72	0	34165
73	0	34165
74	0	34165
75	0	34165
76	0	34165
77	0	34165
78	0	34165
79	0	34165
80	0	34165
81	0	34165
82	0	34165
83	0	34165
84	0	34165
85	2722	36887
86	895	37782
87	201	37983
88	0	37983
89	0	37983
90	0	37983
91	0	37983
92	0	37983
93	0	37983
94	0	37983
95	0	37983
96	0	37983
97	0	37983
98	0	37983
99	0	37983
100	0	37983
101	0	37983
102	0	37983
103	0	37983
104	0	37983
105	0	37983
106	0	37983
107	0	37983
108	0	37983
109	0	37983
110	3248	41231
111	1008	42239
112	0	42239
113	514	42753
114	0	42753
115	0	42753
116	0	42753
117	0	42753
118	0	42753
119	0	42753
120	0	42753
121	0	42753
122	0	42753
123	0	42753
124	0	42753
125	4448	47201
126	1095	48296
127	342	48638
128	98	48736
129	0	48736
130	955	49691
131	472	50163
132	0	50163
133	0	50163
134	83	50246
135	4123	54369
136	707	55076
137	119	55195
138	467	55662
139	28	55690
140	0	55690
141	0	55690
142	0	55690
143	0	55690
144	0	55690
145	0	55690
146	0	55690
147	0	55690
148	0	55690
149	0	55690
150	0	55690
151	0	55690
152	0	55690
153	0	55690
154	0	55690
155	0	55690
156	0	55690
157	0	55690
158	0	55690
159	0	55690
160	4209	59899
161	906	60805
