Cycle	Now Cost	Total Cost
445	0	400216
446	0	400216
447	0	400216
448	0	400216
449	0	400216
450	0	400216
451	0	400216
452	0	400216
453	0	400216
454	0	400216
455	0	400216
456	0	400216
457	0	400216
458	0	400216
459	0	400216
460	0	400216
461	0	400216
462	0	400216
463	0	400216
464	0	400216
465	0	400216
466	0	400216
467	0	400216
468	0	400216
469	0	400216
470	0	400216
471	0	400216
472	0	400216
473	0	400216
474	0	400216
475	0	400216
476	0	400216
477	0	400216
478	0	400216
479	0	400216
480	0	400216
481	0	400216
482	0	400216
483	0	400216
484	0	400216
485	0	400216
486	0	400216
487	0	400216
488	0	400216
489	0	400216
490	0	400216
491	0	400216
492	0	400216
493	0	400216
494	0	400216
495	0	400216
496	0	400216
497	0	400216
498	0	400216
499	0	400216
