cycle	occupancy
0	0.0
1	0.0
2	0.0
3	0.0
4	9.0
5	25.0
6	49.0
7	82.0
8	124.0
9	192.0
10	293.0
11	437.0
12	611.0
13	810.0
14	1056.0
15	1364.0
16	1726.0
17	2144.0
18	2611.0
19	3159.0
20	3789.0
21	4516.0
22	5329.0
23	6240.0
24	7277.0
25	8446.0
26	9715.0
27	11081.0
28	12535.0
29	14106.0
30	15786.0
31	17586.0
32	19492.0
33	21458.0
34	23489.0
35	25595.0
36	27775.0
37	30026.0
38	32335.0
39	34741.0
40	37227.0
41	39798.0
42	42433.0
43	45131.0
44	47913.0
45	50761.0
46	53714.0
47	56770.0
48	59935.0
49	63195.0
50	66569.0
51	70095.0
52	73731.0
53	77474.0
54	81330.0
55	85310.0
56	89407.0
57	93585.0
58	97817.0
59	102131.0
60	106569.0
61	111091.0
62	115734.0
63	120463.0
64	125341.0
65	130335.0
66	135451.0
67	140694.0
68	146079.0
69	151645.0
70	157376.0
71	163315.0
72	169414.0
73	175687.0
74	182109.0
75	188681.0
76	195396.0
77	202260.0
78	209266.0
79	216416.0
80	223769.0
81	231292.0
82	238995.0
83	246858.0
84	254860.0
85	263046.0
86	271409.0
87	279941.0
88	288611.0
89	297405.0
90	306347.0
91	315402.0
92	324547.0
93	333751.0
94	343012.0
95	352357.0
96	361751.0
97	371181.0
98	380666.0
99	390224.0
100	399854.0
101	409536.0
102	419255.0
103	429002.0
104	438802.0
105	448622.0
106	458489.0
107	468390.0
108	478385.0
109	488434.0
110	498561.0
111	508771.0
112	518983.0
113	529183.0
114	539390.0
115	549613.0
116	559866.0
117	570070.0
118	580240.0
119	590417.0
120	600643.0
121	610969.0
122	621328.0
123	631705.0
124	642128.0
125	652597.0
126	663128.0
127	673716.0
128	684325.0
129	694955.0
130	705582.0
131	716247.0
132	726895.0
133	737535.0
134	748190.0
135	758857.0
136	769505.0
137	780122.0
138	790696.0
139	801212.0
140	811706.0
141	822203.0
142	832682.0
143	843125.0
144	853531.0
145	863911.0
146	874253.0
147	884524.0
148	894737.0
149	904974.0
150	915133.0
151	925271.0
152	935389.0
153	945445.0
154	955472.0
155	965414.0
156	975350.0
157	985250.0
158	995060.0
159	1004819.0
160	1014545.0
161	1024269.0
162	1033973.0
163	1043580.0
164	1053083.0
165	1062518.0
166	1071936.0
167	1081326.0
168	1090698.0
169	1100095.0
170	1109503.0
171	1118895.0
172	1128333.0
173	1137770.0
174	1147249.0
175	1156771.0
176	1166317.0
177	1175882.0
178	1185446.0
179	1195029.0
180	1204614.0
181	1214212.0
182	1223824.0
183	1233387.0
184	1242925.0
185	1252408.0
186	1261866.0
187	1271269.0
188	1280592.0
189	1289889.0
190	1299122.0
191	1308371.0
192	1317575.0
193	1326702.0
194	1335784.0
195	1344835.0
196	1353888.0
197	1362966.0
198	1372049.0
199	1381210.0
200	1390435.0
201	1399772.0
202	1409151.0
203	1418593.0
204	1428096.0
205	1437685.0
206	1447376.0
207	1457143.0
208	1466995.0
209	1476947.0
210	1486967.0
211	1497074.0
212	1507287.0
213	1517585.0
214	1527926.0
215	1538290.0
216	1548688.0
217	1559120.0
218	1569526.0
219	1579940.0
220	1590360.0
221	1600776.0
222	1611149.0
223	1621436.0
224	1631679.0
225	1641873.0
226	1651984.0
227	1662040.0
228	1672117.0
229	1682169.0
230	1692217.0
231	1702267.0
232	1712287.0
233	1722280.0
234	1732329.0
235	1742363.0
236	1752364.0
237	1762310.0
238	1772247.0
239	1782155.0
240	1792053.0
241	1801888.0
242	1811688.0
243	1821364.0
244	1830988.0
245	1840510.0
246	1850025.0
247	1859485.0
248	1868866.0
249	1878182.0
250	1887445.0
251	1896642.0
252	1905725.0
253	1914723.0
254	1923659.0
255	1932524.0
256	1941324.0
257	1950048.0
258	1958691.0
259	1967268.0
260	1975812.0
261	1984292.0
262	1992729.0
263	2001112.0
264	2009440.0
265	2017719.0
266	2025957.0
267	2034149.0
268	2042317.0
269	2050498.0
270	2058656.0
271	2066823.0
272	2074972.0
273	2083097.0
274	2091187.0
275	2099237.0
276	2107303.0
277	2115291.0
278	2123207.0
279	2131086.0
280	2138901.0
281	2146651.0
282	2154264.0
283	2161770.0
284	2169187.0
285	2176489.0
286	2183701.0
287	2190809.0
288	2197841.0
289	2204731.0
290	2211536.0
291	2218254.0
292	2224887.0
293	2231428.0
294	2237906.0
295	2244322.0
296	2250676.0
297	2256960.0
298	2263185.0
299	2269377.0
300	2275521.0
301	2281602.0
302	2287578.0
303	2293479.0
304	2299290.0
305	2304979.0
306	2310568.0
307	2316049.0
308	2321424.0
309	2326682.0
310	2331818.0
311	2336840.0
312	2341711.0
313	2346453.0
314	2351081.0
315	2355562.0
316	2359908.0
317	2364107.0
318	2368182.0
319	2372100.0
320	2375874.0
321	2379490.0
322	2382952.0
323	2386282.0
324	2389477.0
325	2392557.0
326	2395505.0
327	2398341.0
328	2401098.0
329	2403745.0
330	2406287.0
331	2408720.0
332	2411031.0
333	2413240.0
334	2415348.0
335	2417353.0
336	2419253.0
337	2421061.0
338	2422793.0
339	2424439.0
340	2425993.0
341	2427460.0
342	2428848.0
343	2430154.0
344	2431384.0
345	2432544.0
346	2433625.0
347	2434633.0
348	2435581.0
349	2436467.0
350	2437280.0
351	2438043.0
352	2438739.0
353	2439378.0
354	2439964.0
355	2440499.0
356	2440984.0
357	2441422.0
358	2441801.0
359	2442142.0
360	2442453.0
361	2442738.0
362	2443007.0
363	2443254.0
364	2443476.0
365	2443684.0
366	2443868.0
367	2444031.0
368	2444166.0
369	2444284.0
370	2444388.0
371	2444466.0
372	2444530.0
373	2444583.0
374	2444626.0
375	2444671.0
376	2444716.0
377	2444761.0
378	2444806.0
379	2444851.0
380	2444895.0
381	2444939.0
382	2444983.0
383	2445026.0
384	2445069.0
385	2445110.0
386	2445150.0
387	2445190.0
388	2445229.0
389	2445264.0
390	2445296.0
391	2445327.0
392	2445357.0
393	2445387.0
394	2445416.0
395	2445442.0
396	2445468.0
397	2445494.0
398	2445520.0
399	2445545.0
400	2445570.0
401	2445595.0
402	2445620.0
403	2445645.0
404	2445670.0
405	2445695.0
406	2445720.0
407	2445745.0
408	2445770.0
409	2445795.0
410	2445820.0
411	2445845.0
412	2445870.0
413	2445895.0
414	2445920.0
415	2445945.0
416	2445970.0
417	2445995.0
418	2446020.0
419	2446045.0
420	2446070.0
421	2446095.0
422	2446120.0
423	2446145.0
424	2446170.0
425	2446194.0
426	2446215.0
427	2446236.0
428	2446257.0
429	2446278.0
430	2446298.0
431	2446318.0
432	2446337.0
433	2446356.0
434	2446375.0
435	2446392.0
436	2446408.0
437	2446424.0
438	2446439.0
439	2446454.0
440	2446468.0
441	2446482.0
442	2446496.0
443	2446510.0
444	2446523.0
445	2446535.0
446	2446546.0
447	2446557.0
448	2446567.0
449	2446577.0
