cycle	occupancy
450	2446587.0
451	2446597.0
452	2446607.0
453	2446617.0
454	2446627.0
455	2446637.0
456	2446647.0
457	2446657.0
458	2446667.0
459	2446677.0
460	2446687.0
461	2446696.0
462	2446705.0
463	2446714.0
464	2446723.0
465	2446732.0
466	2446740.0
467	2446748.0
468	2446756.0
469	2446763.0
470	2446770.0
471	2446777.0
472	2446783.0
473	2446789.0
474	2446795.0
475	2446801.0
476	2446806.0
477	2446811.0
478	2446816.0
479	2446821.0
480	2446825.0
481	2446829.0
482	2446833.0
483	2446837.0
484	2446839.0
485	2446841.0
486	2446843.0
487	2446845.0
488	2446846.0
489	2446846.0
490	2446846.0
491	2446846.0
492	2446846.0
493	2446846.0
494	2446846.0
495	2446846.0
496	2446846.0
497	2446846.0
498	2446846.0
499	2446846.0

