cycle	occupancy
0	0.0
1	0.0
2	0.0
3	0.0
4	60.0
5	220.0
6	440.0
7	790.0
8	1210.0
9	2000.0
10	3050.0
11	4350.0
12	5990.0
13	7970.0
14	10510.0
15	13620.0
16	17250.0
17	21410.0
18	25990.0
19	31400.0
20	37810.0
21	45220.0
22	53180.0
23	61750.0
24	71220.0
25	81660.0
26	92950.0
27	105000.0
28	118070.0
29	132150.0
30	147280.0
31	163580.0
32	180880.0
33	198990.0
34	218090.0
35	238380.0
36	259800.0
37	282290.0
38	305890.0
39	330810.0
40	357140.0
41	384750.0
42	413800.0
43	444400.0
44	476590.0
45	510720.0
46	546950.0
47	585040.0
48	624780.0
49	666610.0
50	710610.0
51	756920.0
52	805320.0
53	856100.0
54	908780.0
55	963710.0
56	1020890.0
57	1080230.0
58	1141720.0
59	1205620.0
60	1271640.0
61	1340230.0
62	1411140.0
63	1484370.0
64	1560150.0
65	1638040.0
66	1718170.0
67	1800360.0
68	1884630.0
69	1971160.0
70	2059850.0
71	2151080.0
72	2244150.0
73	2338980.0
74	2435610.0
75	2533980.0
76	2633720.0
77	2734520.0
78	2836360.0
79	2939520.0
80	3043710.0
81	3148660.0
82	3254190.0
83	3360660.0
84	3468120.0
85	3576280.0
86	3685420.0
87	3795200.0
88	3905130.0
89	4015850.0
90	4126700.0
91	4237770.0
92	4349140.0
93	4460470.0
94	4572020.0
95	4684070.0
96	4796120.0
97	4907970.0
98	5019320.0
99	5130360.0
100	5240800.0
101	5351180.0
102	5461170.0
103	5570600.0
104	5679590.0
105	5788250.0
106	5896190.0
107	6003670.0
108	6110640.0
109	6217300.0
110	6323980.0
111	6431020.0
112	6537980.0
113	6644930.0
114	6751780.0
115	6858830.0
116	6965830.0
117	7073280.0
118	7180530.0
119	7288250.0
120	7396420.0
121	7505590.0
122	7615150.0
123	7724730.0
124	7834250.0
125	7944010.0
126	8054160.0
127	8164850.0
128	8276260.0
129	8388700.0
130	8501960.0
131	8615600.0
132	8729230.0
133	8843140.0
134	8957610.0
135	9072650.0
136	9187810.0
137	9303220.0
138	9418460.0
139	9533770.0
140	9649470.0
141	9765360.0
142	9881170.0
143	9996650.0
144	1.011228E7
145	1.022822E7
146	1.034411E7
147	1.045974E7
148	1.057527E7
149	1.069065E7
150	1.080611E7
151	1.092144E7
152	1.103629E7
153	1.115079E7
154	1.126496E7
155	1.137831E7
156	1.149079E7
157	1.160232E7
158	1.171311E7
159	1.182333E7
160	1.193301E7
161	1.204237E7
162	1.215133E7
163	1.226015E7
164	1.236922E7
165	1.247896E7
166	1.25891E7
167	1.269987E7
168	1.281058E7
169	1.292128E7
170	1.303231E7
171	1.314388E7
172	1.325559E7
173	1.336706E7
174	1.347908E7
175	1.359114E7
176	1.370301E7
177	1.381437E7
178	1.392475E7
179	1.403468E7
180	1.414422E7
181	1.425346E7
182	1.436225E7
183	1.447056E7
184	1.457828E7
185	1.468587E7
186	1.479266E7
187	1.489877E7
188	1.5004E7
189	1.510877E7
190	1.521293E7
191	1.531677E7
192	1.542006E7
193	1.55231E7
194	1.562569E7
195	1.57279E7
196	1.582968E7
197	1.593094E7
198	1.6031E7
199	1.613045E7
200	1.622926E7
201	1.632789E7
202	1.642589E7
203	1.652285E7
204	1.661889E7
205	1.671381E7
206	1.680793E7
207	1.690105E7
208	1.699315E7
209	1.708454E7
210	1.717567E7
211	1.726633E7
212	1.735627E7
213	1.744553E7
214	1.753435E7
215	1.762304E7
216	1.771135E7
217	1.779947E7
218	1.788726E7
219	1.797484E7
220	1.806273E7
221	1.815063E7
222	1.823877E7
223	1.832721E7
224	1.841672E7
225	1.850747E7
226	1.859957E7
227	1.869336E7
228	1.87885E7
229	1.888526E7
230	1.898373E7
231	1.908368E7
232	1.918535E7
233	1.928869E7
234	1.939352E7
235	1.95E7
236	1.960819E7
237	1.971877E7
238	1.983167E7
239	1.99472E7
240	2.006527E7
241	2.018593E7
242	2.030876E7
243	2.043351E7
244	2.056053E7
245	2.069019E7
246	2.082235E7
247	2.09567E7
248	2.109275E7
249	2.123074E7
250	2.137083E7
251	2.151279E7
252	2.165571E7
253	2.179973E7
254	2.194502E7
255	2.209125E7
256	2.223848E7
257	2.238634E7
258	2.253407E7
259	2.268198E7
260	2.283004E7
261	2.297781E7
262	2.312528E7
263	2.327263E7
264	2.34193E7
265	2.356548E7
266	2.371094E7
267	2.385581E7
268	2.399971E7
269	2.41429E7
270	2.428513E7
271	2.442601E7
272	2.456556E7
273	2.470379E7
274	2.4841E7
275	2.497681E7
276	2.511131E7
277	2.524463E7
278	2.537647E7
279	2.550666E7
280	2.56356E7
281	2.576327E7
282	2.588985E7
283	2.601536E7
284	2.61397E7
285	2.626308E7
286	2.638533E7
287	2.650668E7
288	2.662658E7
289	2.674525E7
290	2.686241E7
291	2.69782E7
292	2.70922E7
293	2.720394E7
294	2.731354E7
295	2.742096E7
296	2.752655E7
297	2.763012E7
298	2.773179E7
299	2.783152E7
300	2.792901E7
301	2.802421E7
302	2.811723E7
303	2.820825E7
304	2.829709E7
305	2.838374E7
306	2.846792E7
307	2.854977E7
308	2.862926E7
309	2.870638E7
310	2.878125E7
311	2.885379E7
312	2.892385E7
313	2.899199E7
314	2.905751E7
315	2.912082E7
316	2.918198E7
317	2.924087E7
318	2.929762E7
319	2.93523E7
320	2.940508E7
321	2.945602E7
322	2.950522E7
323	2.955245E7
324	2.959798E7
325	2.964179E7
326	2.96838E7
327	2.972392E7
328	2.976204E7
329	2.979816E7
330	2.983239E7
331	2.986488E7
332	2.989588E7
333	2.992523E7
334	2.995274E7
335	2.997881E7
336	3.000338E7
337	3.002665E7
338	3.004883E7
339	3.006979E7
340	3.008961E7
341	3.01085E7
342	3.012644E7
343	3.014329E7
344	3.015908E7
345	3.017385E7
346	3.01878E7
347	3.020092E7
348	3.021327E7
349	3.022493E7
350	3.0236E7
351	3.024649E7
352	3.025641E7
353	3.026586E7
354	3.027474E7
355	3.02833E7
356	3.029124E7
357	3.029874E7
358	3.030567E7
359	3.031211E7
360	3.031831E7
361	3.032414E7
362	3.032975E7
363	3.033507E7
364	3.034013E7
365	3.03449E7
366	3.034942E7
367	3.035369E7
368	3.035772E7
369	3.036155E7
370	3.036505E7
371	3.036839E7
372	3.037159E7
373	3.037461E7
374	3.037737E7
375	3.038002E7
376	3.038264E7
377	3.038519E7
378	3.038769E7
379	3.039019E7
380	3.039269E7
381	3.039519E7
382	3.039769E7
383	3.040019E7
384	3.040269E7
385	3.040519E7
386	3.040769E7
387	3.041019E7
388	3.041269E7
389	3.041519E7
390	3.041769E7
391	3.042019E7
392	3.042269E7
393	3.042519E7
394	3.042769E7
395	3.043019E7
396	3.043269E7
397	3.043519E7
398	3.043769E7
399	3.044019E7
400	3.044269E7
401	3.044519E7
402	3.044769E7
403	3.045019E7
