0: relate Num: 30 Now: 30
0: cuckoo Num: 13 Now: 14

1: relate Num: 41 Now: 41
1: cuckoo Num: 19 Now: 19

2: relate Num: 35 Now: 35
2: cuckoo Num: 14 Now: 14

4: relate Num: 56 Now: 55
4: cuckoo Num: 25 Now: 25

7: relate Num: 18 Now: 18
7: cuckoo Num: 8 Now: 8

8: relate Num: 14 Now: 14
8: cuckoo Num: 7 Now: 7

11: relate Num: 65 Now: 64
11: cuckoo Num: 32 Now: 31

14: relate Num: 18 Now: 18
14: cuckoo Num: 9 Now: 9

18: relate Num: 75 Now: 74
18: cuckoo Num: 35 Now: 34

19: relate Num: 39 Now: 39
19: cuckoo Num: 18 Now: 18

20: relate Num: 16 Now: 15
20: cuckoo Num: 8 Now: 8

21: relate Num: 36 Now: 36
21: cuckoo Num: 16 Now: 16

22: relate Num: 15 Now: 15
22: cuckoo Num: 7 Now: 7

23: relate Num: 36 Now: 35
23: cuckoo Num: 16 Now: 16

24: relate Num: 61 Now: 60
24: cuckoo Num: 28 Now: 28

25: relate Num: 55 Now: 55
25: cuckoo Num: 28 Now: 28

26: relate Num: 36 Now: 36
26: cuckoo Num: 18 Now: 18

27: relate Num: 16 Now: 16
27: cuckoo Num: 7 Now: 7

28: relate Num: 31 Now: 31
28: cuckoo Num: 15 Now: 15

29: relate Num: 64 Now: 64
29: cuckoo Num: 29 Now: 28

30: relate Num: 75 Now: 75
30: cuckoo Num: 34 Now: 34

31: relate Num: 33 Now: 33
31: cuckoo Num: 16 Now: 16

32: relate Num: 19 Now: 19
32: cuckoo Num: 9 Now: 8

33: relate Num: 41 Now: 40
33: cuckoo Num: 20 Now: 20

34: relate Num: 35 Now: 34
34: cuckoo Num: 17 Now: 17

35: relate Num: 19 Now: 19
35: cuckoo Num: 8 Now: 8

36: relate Num: 28 Now: 28
36: cuckoo Num: 14 Now: 13

37: relate Num: 16 Now: 16
37: cuckoo Num: 8 Now: 8

38: relate Num: 44 Now: 43
38: cuckoo Num: 24 Now: 23

39: relate Num: 40 Now: 39
39: cuckoo Num: 20 Now: 20

40: relate Num: 39 Now: 39
40: cuckoo Num: 19 Now: 19

41: relate Num: 15 Now: 15
41: cuckoo Num: 8 Now: 8

42: relate Num: 33 Now: 32
42: cuckoo Num: 18 Now: 17

43: relate Num: 56 Now: 56
43: cuckoo Num: 27 Now: 27

44: relate Num: 49 Now: 49
44: cuckoo Num: 25 Now: 25

45: relate Num: 60 Now: 60
45: cuckoo Num: 31 Now: 31

46: relate Num: 44 Now: 44
46: cuckoo Num: 23 Now: 21

47: relate Num: 30 Now: 30
47: cuckoo Num: 15 Now: 15

48: relate Num: 61 Now: 61
48: cuckoo Num: 30 Now: 30

49: relate Num: 62 Now: 62
49: cuckoo Num: 35 Now: 34

join: 17
join Sum:10865
Average join: 21.773547094188377
leave: 30
leave Sum:10860
Average leave: 21.763527054108216
Now Nodes: 1974
