Cycle	Data Availavility
0	NaN
1	NaN
2	NaN
3	NaN
4	1.0
5	1.0
6	1.0
7	1.0
8	1.0
9	1.0
10	1.0
11	1.0
12	1.0
13	1.0
14	1.0
15	0.9972527472527473
16	0.9317647058823529
17	0.9198266522210184
18	0.8848848848848849
19	0.8751139471285324
20	0.8302469135802469
21	0.8078014184397163
22	0.7984241628365069
23	0.8023327194597912
24	0.7935779816513762
25	0.8004073319755601
26	0.8142385667138142
27	0.8254319893664156
28	0.834939254294093
29	0.8460336068776866
30	0.8608265630519251
31	0.867518493611298
32	0.8736369467607441
33	0.8795843520782396
34	0.8877172983756055
35	0.8955738139411609
36	0.9012778752192433
37	0.9067013971110585
38	0.9108395564607378
39	0.9149211833297344
40	0.9199837530463039
41	0.9235396856200272
42	0.9268066134125952
43	0.9295043836106638
44	0.9324069308629267
45	0.9348544973544973
46	0.9377272008850956
47	0.9397000306091216
48	0.9411150864639237
49	0.9347168179853005
50	0.9314671814671814
51	0.9304741608950453
52	0.9287386215864759
53	0.9232817651534365
54	0.9180469715698393
55	0.9070185962807439
56	0.8984256559766763
57	0.8921468348675986
58	0.8784401114206128
59	0.8689130434782608
60	0.8619410892138165
61	0.8472568578553616
62	0.838089393474481
63	0.825824617860016
64	0.8127031019202363
65	0.799519692603266
66	0.7821725965177896
67	0.76706715097327
68	0.7507548723579468
69	0.7387605230162995
70	0.7326273411517591
71	0.7202278218847084
72	0.7084110564693912
73	0.6972530683810637
74	0.6875822368421053
75	0.6790113517430159
76	0.6718503315440479
77	0.6657351342959168
78	0.6619955586185772
79	0.6537268255769958
80	0.6475397651256132
81	0.6423671920607122
82	0.6376999567661046
83	0.6272185148374272
84	0.6165418795045833
85	0.6100330305532617
86	0.5996881567351366
87	0.5907813754348408
88	0.5807537456273514
89	0.5753986332574031
90	0.5739452352077615
91	0.5673058786545112
92	0.5605241910440345
93	0.5542776308506058
94	0.5490648530483362
95	0.5454273043269807
96	0.5438142815163092
97	0.5401171897662006
98	0.5308854795150262
99	0.5269121813031161
100	0.5225144895229603
101	0.5205441878325745
102	0.5155538694992413
103	0.5127903243069678
104	0.5119831445878325
105	0.5100305842102535
106	0.5098209718670077
107	0.5087878787878788
108	0.5062068275102612
109	0.507656589606797
110	0.5090033093245084
111	0.5098312581125908
112	0.5097006783359423
113	0.5079603625604658
114	0.5070220162224798
115	0.5026718428865038
116	0.5004525296406914
117	0.49903824647729816
118	0.498825406675236
119	0.49866468193161423
120	0.5003898128898129
121	0.5000427862399452
122	0.49822350054986886
123	0.49656903765690374
124	0.4948717948717949
125	0.49530497264636236
126	0.4939739545417779
127	0.49407952636210895
128	0.4923479502022044
129	0.49145165085091363
130	0.4904710257204834
131	0.48975762913045146
132	0.48450949907094915
133	0.48058655006031364
134	0.4762100388407529
135	0.4754789555440491
136	0.47191464398328076
137	0.4663133439814143
138	0.4645312218823106
139	0.46102831063253225
140	0.45807338479433224
141	0.45575668794252033
142	0.45293385859423596
143	0.4487390350877193
144	0.4461392125556273
145	0.4468756292368615
146	0.4458893175468937
147	0.44395655188352207
148	0.44191761968738735
149	0.4415833225094168
150	0.44137886680815486
151	0.4414368511559773
152	0.44176427872320273
153	0.4410972631051544
154	0.44002235191853967
155	0.4409163493428326
156	0.44083137780757625
157	0.43902808036794966
158	0.43742303649196573
159	0.43560459221708664
160	0.4349909771322072
161	0.4340264539402294
162	0.4309717247604904
163	0.4268546939248277
164	0.4230780301067841
165	0.4214150997313825
166	0.419235686887342
167	0.4169911404548276
168	0.4134440113295381
