cycle	occupancy
0	0.0
1	0.0
2	0.0
3	0.0
4	60.0
5	1160.0
6	2600.0
7	4540.0
8	6910.0
9	10330.0
10	15130.0
11	20640.0
12	27350.0
13	34900.0
14	43410.0
15	53420.0
16	65150.0
17	78050.0
18	91620.0
19	106910.0
20	125110.0
21	144800.0
22	165420.0
23	187280.0
24	210710.0
25	236010.0
26	262870.0
27	290460.0
28	319480.0
29	349960.0
30	382000.0
31	415850.0
32	450620.0
33	486090.0
34	522550.0
35	560710.0
36	600580.0
37	641510.0
38	683520.0
39	726990.0
40	772130.0
41	818940.0
42	866920.0
43	916480.0
44	967690.0
45	1022130.0
46	1079460.0
47	1139300.0
48	1201020.0
49	1265000.0
50	1331970.0
51	1401690.0
52	1473720.0
53	1548440.0
54	1625610.0
55	1705610.0
56	1788250.0
57	1873170.0
58	1960730.0
59	2050780.0
60	2143720.0
61	2239470.0
62	2337330.0
63	2437070.0
64	2539670.0
65	2644750.0
66	2751930.0
67	2861300.0
68	2972490.0
69	3085860.0
70	3201960.0
71	3320060.0
72	3439150.0
73	3559110.0
74	3679480.0
75	3802580.0
76	3926520.0
77	4050850.0
78	4175790.0
79	4300480.0
80	4425620.0
81	4550570.0
82	4674600.0
83	4798990.0
84	4923680.0
85	5048320.0
86	5173880.0
87	5300140.0
88	5425550.0
89	5551390.0
90	5678600.0
91	5805700.0
92	5933570.0
93	6060690.0
94	6187590.0
95	6314930.0
96	6441800.0
97	6567740.0
98	6692380.0
99	6816090.0
100	6939060.0
101	7062060.0
102	7184350.0
103	7305990.0
104	7427540.0
105	7549480.0
106	7670990.0
107	7791730.0
108	7911980.0
109	8031900.0
110	8152670.0
111	8274640.0
112	8396780.0
113	8519240.0
114	8642280.0
115	8766820.0
116	8891750.0
117	9017210.0
118	9142520.0
119	9267500.0
120	9393800.0
121	9521010.0
122	9648950.0
123	9776830.0
124	9904810.0
125	1.003326E7
126	1.01624E7
127	1.029218E7
128	1.042218E7
129	1.055249E7
130	1.068436E7
131	1.081571E7
132	1.094671E7
133	1.107792E7
134	1.120977E7
135	1.134239E7
136	1.147466E7
137	1.160666E7
138	1.173825E7
139	1.187019E7
140	1.200303E7
141	1.213657E7
142	1.226962E7
143	1.240142E7
144	1.25332E7
145	1.266589E7
146	1.2797E7
147	1.292688E7
148	1.305634E7
149	1.318522E7
150	1.331497E7
151	1.344457E7
152	1.357428E7
153	1.370339E7
154	1.3832E7
155	1.396092E7
156	1.408946E7
157	1.421731E7
158	1.434444E7
159	1.44702E7
160	1.459536E7
161	1.472007E7
162	1.484421E7
163	1.496691E7
164	1.508945E7
165	1.521274E7
166	1.533637E7
167	1.546034E7
168	1.558329E7
169	1.570561E7
170	1.58287E7
171	1.595196E7
172	1.607543E7
173	1.619882E7
174	1.632332E7
175	1.644812E7
176	1.657271E7
177	1.669709E7
178	1.682056E7
179	1.694393E7
180	1.70674E7
181	1.718998E7
182	1.731199E7
183	1.743253E7
184	1.755197E7
185	1.76712E7
186	1.778986E7
187	1.790792E7
188	1.802524E7
189	1.814256E7
190	1.825962E7
191	1.837608E7
192	1.849115E7
193	1.860625E7
194	1.872079E7
195	1.88355E7
196	1.895033E7
197	1.906485E7
198	1.917788E7
199	1.929022E7
200	1.940224E7
201	1.951427E7
202	1.962509E7
203	1.973444E7
204	1.984276E7
205	1.995056E7
206	2.005852E7
207	2.016591E7
208	2.027261E7
209	2.037884E7
210	2.048545E7
211	2.05909E7
212	2.069599E7
213	2.079964E7
214	2.090325E7
215	2.100741E7
216	2.111201E7
217	2.121649E7
218	2.132051E7
219	2.142434E7
220	2.152998E7
221	2.163657E7
222	2.174348E7
223	2.185092E7
224	2.195992E7
225	2.207111E7
226	2.218393E7
227	2.229831E7
228	2.241337E7
229	2.253039E7
230	2.265016E7
231	2.277221E7
232	2.289578E7
233	2.302137E7
234	2.314882E7
235	2.327845E7
236	2.341007E7
237	2.354456E7
238	2.368101E7
239	2.382002E7
240	2.396162E7
241	2.410573E7
242	2.425207E7
243	2.440002E7
244	2.455006E7
245	2.47026E7
246	2.485726E7
247	2.501353E7
248	2.517126E7
249	2.533004E7
250	2.549073E7
251	2.565288E7
252	2.581495E7
253	2.597747E7
254	2.613972E7
255	2.630178E7
256	2.646398E7
257	2.66258E7
258	2.678569E7
259	2.694438E7
260	2.710201E7
261	2.725769E7
262	2.741188E7
263	2.756442E7
264	2.771419E7
265	2.78612E7
266	2.800642E7
267	2.81499E7
268	2.829159E7
269	2.843133E7
270	2.85693E7
271	2.870516E7
272	2.883858E7
273	2.896998E7
274	2.909957E7
275	2.922681E7
276	2.935181E7
277	2.94752E7
278	2.959638E7
279	2.971537E7
280	2.983294E7
281	2.9949E7
282	3.006406E7
283	3.017793E7
284	3.029044E7
285	3.040168E7
286	3.051169E7
287	3.062079E7
288	3.072863E7
289	3.083534E7
290	3.094069E7
291	3.104464E7
292	3.114722E7
293	3.124801E7
294	3.134696E7
295	3.144372E7
296	3.153834E7
297	3.163101E7
298	3.172143E7
299	3.180922E7
300	3.189433E7
301	3.197719E7
302	3.205739E7
303	3.21355E7
304	3.221122E7
305	3.228497E7
306	3.235669E7
307	3.242625E7
308	3.249386E7
309	3.255928E7
310	3.262257E7
311	3.268382E7
312	3.274275E7
313	3.279996E7
314	3.285471E7
315	3.290746E7
316	3.295836E7
317	3.300704E7
318	3.305364E7
319	3.309828E7
320	3.31413E7
321	3.31825E7
322	3.322197E7
323	3.325962E7
324	3.329586E7
325	3.333065E7
326	3.336385E7
327	3.339533E7
328	3.342502E7
329	3.345302E7
330	3.34793E7
331	3.350417E7
332	3.352775E7
333	3.354985E7
334	3.357042E7
335	3.358976E7
336	3.360771E7
337	3.362458E7
338	3.364037E7
339	3.365509E7
340	3.366887E7
341	3.36819E7
342	3.369404E7
343	3.370532E7
344	3.371578E7
345	3.372547E7
346	3.373449E7
347	3.374285E7
348	3.375068E7
349	3.375794E7
350	3.376469E7
351	3.377099E7
352	3.377674E7
353	3.378206E7
354	3.378694E7
355	3.379157E7
356	3.379576E7
357	3.379966E7
358	3.380312E7
359	3.380622E7
360	3.380914E7
361	3.381177E7
362	3.381422E7
363	3.381647E7
364	3.38185E7
365	3.382032E7
366	3.382193E7
367	3.38233E7
368	3.38245E7
369	3.382557E7
370	3.382641E7
371	3.382711E7
372	3.382769E7
373	3.382814E7
374	3.382838E7
375	3.382854E7
376	3.382864E7
377	3.382867E7
378	3.382867E7
379	3.382867E7
380	3.382867E7
381	3.382867E7
382	3.382867E7
383	3.382867E7
384	3.382867E7
385	3.382867E7
386	3.382867E7
387	3.382867E7
388	3.382867E7
389	3.382867E7
390	3.382867E7
391	3.382867E7
392	3.382867E7
393	3.382867E7
394	3.382867E7
395	3.382867E7
396	3.382867E7
397	3.382867E7
398	3.382867E7
399	3.382867E7
