Cycle	Average Remaining	Standard Deviation

0	99.45	3.0040805581741594
1	99.1	3.3927864654293023
2	98.75312969454181	3.7461706859654056
3	98.42527582748245	4.031927869654436
4	98.04511278195488	4.237427490232287
5	97.54509018036072	5.227686439258542
6	97.1098845960863	5.667264042555669
7	96.71356783919597	5.831380614720708
8	96.41813602015114	5.982772358053446
9	96.08237066800602	6.137076723181395
10	95.5337361530715	6.502328594163082
11	95.25278058645097	6.689972775901693
12	95.02776375567895	6.666711684459352
13	94.73259334006055	6.776909847443222
14	94.50582868727825	6.880605015068204
15	94.3425692695214	7.271586154686867
16	94.02917505030182	7.281935530043063
17	93.78926038500506	7.596281249381297
18	93.70707070707071	7.587687576252669
19	93.64967188288743	7.640255450904098
20	93.55983772819472	7.915865356381437
21	93.51870576339738	8.30096961113555
22	93.4234693877551	8.398840990726347
23	93.37934560327199	8.578934713929142
24	93.41810783316379	8.563709334769294
25	93.29944077275039	8.814911126662286
26	93.30111902339776	8.857542387272293
27	93.37899543378995	8.9584650103326
28	93.45723014256619	8.969338013158431
29	93.60589131538852	8.99751143844384
30	93.71963562753037	9.132585260068971
31	93.82233502538071	9.288964237493087
32	93.9269406392694	9.29791698002323
33	93.99286078531361	9.341775698652857
34	94.06649616368287	9.326941799385489
35	94.17006109979633	9.273974138992088
36	94.29367088607594	9.367579870798767
37	94.369918699187	9.372144948302036
38	94.4885496183206	9.308817324857635
39	94.55709165386585	9.296020866335446
40	94.65508431272356	9.321092889937297
41	94.77284328739152	9.335479248791556
42	94.79402677651905	9.310270233098272
43	94.93016037247801	9.231853604145497
44	95.0077922077922	9.234769704547944
45	95.11929460580913	9.368789300256447
46	95.22077922077922	9.387380957147242
47	95.31443298969072	9.459142103131807
48	95.46907216494846	9.360857384474544
49	95.51401869158879	9.419104990621392
50	95.58103178738926	9.372743503083427
51	95.68983402489627	9.393565935348096
52	95.80444904293844	9.402966704069705
53	95.883877656817	9.507044789747034
54	95.953125	9.420017782681818
55	95.70905285190999	9.484346160388325
56	95.83724569640063	9.395377330792552
57	95.90980597797588	9.265083570417348
58	95.98540145985402	9.346934483153245
59	96.06753246753247	9.497007544602933
60	96.07068607068607	9.457083158609523
61	96.17907339927122	9.34297792646527
62	96.27786417833074	9.336708564061027
63	96.31002087682673	9.343518492339792
64	96.37506547930853	9.263708589022869
65	96.45702306079664	9.177045581039255
66	96.58447009443861	9.060957655519756
67	96.61409043112513	9.133486376849508
68	96.71743697478992	8.886214718751276
69	96.78010471204189	8.946455243795654
70	96.69274908711529	9.118985656457562
71	96.76547061882475	9.00421234853337
72	96.81508643268727	8.850355032222655
73	96.86028257456829	8.896164614683448
74	96.96844283497154	8.7219326645751
75	96.99074074074075	8.784416387536774
76	97.0554691550026	8.7014162895847
77	97.13692946058092	8.56813819919752
78	97.1950591868245	8.592149775563824
79	97.27179487179487	8.60664391773165
80	97.36465781409602	8.511116049473443
81	97.45876288659794	8.254550721252897
82	97.54746023601847	8.2090575247068
83	97.58014477766288	8.018749903828963
84	97.60309278350516	8.00074891541841
85	97.68115942028986	7.80189497605487
86	97.73031394750386	7.847837082576113
87	97.8110716099543	7.742716681082062
88	97.8415439309294	7.565281738019096
89	97.89473684210526	7.535165092867908
90	97.87985865724382	7.5970322703912245
91	97.90650406504065	7.548713174634491
92	97.91836734693878	7.316803274821113
93	97.97227926078028	7.2854758528057255
94	97.98353909465021	7.274673825661162
95	98.07259713701431	7.157385699247957
96	98.13455657492355	7.116703599852412
97	98.17160367722165	7.035799406417763
98	98.20865139949109	6.817308193473355
99	98.27319587628865	6.685757772954231
100	98.29721362229103	6.735246502598863
101	98.34791559444159	6.840643016039804
102	98.36817950025497	6.898647742796797
103	98.38430173292559	6.84477522093982
104	98.41083290751149	6.8220141188240095
105	98.36912065439672	6.807441613994684
106	98.39857651245552	6.8488466749031724
107	98.41221374045801	6.786799052334273
108	98.43939393939394	6.8240771370621305
109	98.4603811434303	6.817151019760793
110	98.45691382765531	6.896539624051345
111	98.47312908086388	6.899850167238707
112	98.53988961364777	6.905212860475279
113	98.55774079677256	6.8827376593971366
114	98.59311740890688	6.895379878296482
115	98.57288481141693	6.808100040579033
116	98.59176410777835	6.873717741338408
117	98.60523665659618	6.882320299695636
118	98.6144578313253	6.867293734089877
119	98.64364364364364	6.817347797035119
120	98.66901054746359	6.661689296411732
121	98.70324189526184	6.653504916925705
122	98.7221396731055	6.587881276944592
123	98.72202884137245	6.60326411254143
124	98.7629886194953	6.564583387946343
125	98.77744510978044	6.573909566377054
126	98.79661859771258	6.502141174791366
127	98.82411559541605	6.4382439630797235
128	98.83582089552239	6.435542134835566
129	98.85172241637544	6.441927997079748
130	98.85614385614386	6.404689211208694
131	98.86101354741595	6.410411471409835
132	98.89830508474576	6.407171331141282
133	98.92239248640632	6.34677262437148
134	98.95750988142292	6.228932293542604
135	98.96500739280434	6.332434520059024
136	98.97385298470647	6.352452052298126
137	99.0049504950495	6.245804395104551
138	99.01745635910224	6.164612739947194
139	99.04547726136931	5.621584730710901
140	99.04595404595405	5.548326447078167
141	99.0464303544683	5.55433198276955
142	99.08909905425585	5.617217536590456
143	99.13690476190476	5.63396866259977
144	99.14555389965226	5.615338496325467
145	99.14398812469075	5.662708977266957
146	99.14370078740157	5.83165761310286
147	99.14327917282127	5.871573936731577
148	99.15513833992095	5.723231528286461
149	99.16256157635468	5.937973617745744
150	99.20176297747307	5.873695417587002
151	99.22514619883042	5.777407089702266
152	99.27290353853611	5.796496818889096
153	99.29706307173808	5.862871248156796
154	99.31400966183575	5.8045765011114066
155	99.29995138551288	5.828522218268005
156	99.32360097323601	5.953283557808359
157	99.32748538011695	6.00142192149946
158	99.3477194703286	5.93971638171098
159	99.36253041362531	5.975488794762675
160	99.11778962675714	6.081560061266835
161	99.16056612981943	5.95384393168135
162	99.15933528836754	5.966130535967197
163	99.17156862745098	5.973185548586908
164	99.18627450980392	5.902530752232167
165	99.13894324853229	5.967052484938698
166	99.16544655929722	6.0433946560279805
167	99.18016691212567	6.049619987590603
168	99.18558736426456	6.157478332724391
169	99.18691125433813	6.117313975895132
170	99.20019870839543	6.23409589490685
171	99.21460730365183	6.218223752814254
172	99.24302788844622	6.149557582411075
173	99.26164519326065	6.123899791003649
174	99.2739930382894	6.433533558416464
175	99.28358208955224	6.540652047366646
176	99.29850746268657	6.590612818421636
177	99.31119920713577	6.586160955430462
178	99.3320235756385	6.399409616857375
179	99.33929458519623	6.274036653032797
180	99.10989557434112	6.428263890734221
181	99.14271555996035	6.460294660783663
182	99.15716410510659	6.46537216577259
183	99.16956737941322	6.460732208162792
184	99.20199501246883	6.51853342703065
185	99.22038980509745	6.494148557818564
186	99.22538730634683	6.592984656925177
187	99.23268560039861	6.584337055352065
188	99.24144769459593	6.5695138398467545
189	99.26073926073926	6.66877503044046
190	99.21539230384808	6.769146342225357
191	99.24075924075925	6.807336043721639
192	99.25335988053759	6.781958708709565
193	99.26817042606517	6.874625955799327
194	99.28217821782178	6.791034544261731
195	99.12175648702595	6.821756986363823
196	99.14042978510744	6.62613261187849
197	99.15590863952333	6.5947852307878625
198	99.17490118577075	6.5845708956800095
199	99.20039486673248	6.9065919389694885
200	99.1105651105651	7.105885587493908
201	99.14935707220573	7.065271582790208
202	99.18316831683168	6.982471015353216
203	99.18972332015811	7.0709849589551945
204	99.20197044334975	7.330343894708876
205	99.10117878192534	7.497831767413844
206	99.11822660098522	7.325507425462041
207	99.12721893491124	7.35921099133892
208	99.14285714285714	7.500410497797137
209	99.14171656686626	7.428354962464953
210	99.02743142144638	7.556175567394537
211	99.03788634097707	7.5397563497626905
212	99.04950495049505	7.558879101380437
213	99.08011869436201	7.589046152108002
214	99.09497762307309	7.655884257778077
215	99.0778383738225	7.66944769516989
216	99.09495548961425	7.572324910310585
217	99.11996066863324	7.7190515957457775
218	99.14640198511167	7.655676809453022
219	99.17412935323384	7.6607287629231715
220	99.16334661354581	7.736870743529516
221	99.19402985074628	7.824085028108237
222	99.2434869739479	7.918943288886474
223	99.27	7.698194593539534
224	99.31103344982526	8.008011361975434
225	99.31172069825436	7.889328455149724
226	99.30861723446894	7.774989391524073
227	99.32963709677419	7.806450896948444
228	99.33634992458522	7.861823661461543
229	99.36180904522612	8.084358952648211
230	99.21756688541142	7.5197003739277175
231	99.2272496187087	7.547292617251887
232	99.23466801824632	7.557762487284349
233	99.26448362720403	7.467082663470559
234	99.28251121076234	7.187069255789927
235	99.1891891891892	7.323757314725089
236	99.2173479561316	7.431357716410159
237	99.23153692614771	7.179756138725295
238	99.23576423576424	7.162128282908515
239	99.25200803212851	7.156023690688115
240	99.25125628140704	6.938315626412922
241	99.2544080604534	6.933014978982197
242	99.26915322580645	6.833296394992073
243	99.28643216080403	6.554882969602277
244	99.3119035660472	6.538833325249182
245	99.32701894317049	6.553825042694963
246	99.33929458519623	6.5820056392197985
247	99.356608478803	6.593642594266649
248	99.37406109163746	6.4769927369123375
249	99.395	6.4727293315880186
250	99.425	6.365856187505462
251	99.4304435483871	6.373509328048405
252	99.44977284199899	6.320467752015534
253	99.47501261988894	6.314332648806591
254	99.48275862068965	6.349086893840266
255	99.4959266802444	6.465037864521804
256	99.51678535096643	6.322072974941045
257	99.53148614609572	5.89151696477764
258	99.53815261044177	5.798416605842929
259	99.54156171284635	5.800274155178984
260	99.55488113302984	5.796811674394555
261	99.558599695586	5.85348894122536
262	99.57403651115618	5.826763987749316
263	99.58945767866193	5.891553696834686
264	99.59390862944163	6.024270870550411
265	99.59452610238216	5.95342193660256
266	99.60606060606061	6.023395871661878
267	99.6236012207528	6.113022818240701
268	99.62544894817856	5.916417180968332
269	99.63364293085655	6.117250213094374
270	99.65302951838426	6.197809297066674
271	99.69119917653114	6.122423587692386
272	99.68976215098242	5.845681132856304
273	99.70663921770458	5.821696365395685
274	99.72179289026275	5.948031346180425
275	99.72792607802874	5.964449579602024
276	99.72903885480572	6.365203141527328
277	99.73292244478685	5.749256217968455
278	99.73792394655705	5.742849432617644
279	99.74463738508682	6.206843528969037
280	99.75321336760925	5.729541390348624
281	99.76899383983573	5.836922696667993
282	99.77982590885817	6.236966902962694
283	99.78560490045942	6.212395185804717
284	99.78712620375063	6.259550490145743
285	99.7971602434077	6.262297661983977
286	99.80263157894737	6.332189192207433
287	99.80283114256825	6.352619055715669
288	99.81322564361433	6.352901731934856
289	99.81246832235175	6.257403753107408
290	99.81160896130346	6.303386234483735
291	99.81045081967213	6.390611647952746
292	99.81519507186859	6.0739778525847425
293	99.81491002570694	6.086758720097393
294	99.81481481481481	6.254094832951043
295	99.81799271970878	6.410500396651934
296	99.81995884773663	6.372186224354595
297	99.82005141388174	6.506314501260914
298	99.82106339468302	6.6007153306442135
299	99.82106339468302	6.681683330250275
300	99.84271943176053	6.673823350024394
301	99.84351337708229	6.773472371530728
302	99.84247967479675	6.825265216988901
303	99.84599589322382	6.481546422680674
304	99.84639016897081	6.9851611086529575
305	99.85618900873138	6.75132011948613
306	99.85507246376811	6.9467020064967215
307	99.85416666666667	7.056936107279203
308	99.85386221294364	7.082376926962485
309	99.85469641930462	7.065824448563487
310	99.85574446161772	7.0333425247933326
311	99.87172909184197	7.032346055971837
312	99.87660668380462	7.101777729935605
313	99.88223246287762	7.301506510556021
314	99.88125967991739	6.971542189471321
315	99.88027069234774	6.996743376899946
316	99.88076723691032	7.070648784864163
317	99.88095238095238	7.083387702698681
318	99.8813209494324	7.072466507822917
319	99.89738327347358	7.144606219340115
320	99.89717223650386	6.738426206857102
321	99.90663900414938	6.8263645982729
322	99.91209927611169	6.992706137587074
323	99.91264131551901	6.989399411304954
324	99.91339786041773	7.100297313809131
325	99.91348600508906	7.068077579621419
326	99.91374936580416	6.945590535776272
327	99.91882293252156	6.946240926535603
328	99.91886409736308	6.951664999757994
329	99.91919191919192	6.783413033151434
330	99.92378048780488	6.771364799380021
331	99.92362525458249	6.82683142913001
332	99.9238578680203	6.83487976758157
333	99.92343032159265	6.8393026585684575
334	99.92416582406472	6.81743383721809
335	99.92864424057085	6.88286296204872
336	99.9290780141844	6.869241137480368
337	99.9290060851927	6.876350020749051
338	99.92968357609242	6.843550559918652
339	99.93020937188435	6.8143794635500905
340	99.93490235353029	6.465424276827377
341	99.93464052287581	6.478378945165925
342	99.93467336683418	6.542221457536743
343	99.93963782696177	6.538647241773207
344	99.93981945837513	6.274456831624152
345	99.94461228600201	6.150320454089308
346	99.9449173760641	6.250527527950761
347	99.94532803180914	6.42341932607302
348	99.95024875621891	6.427544930093421
349	99.9496475327291	6.581882230350854
350	99.94959677419355	6.653645820075837
351	99.9493927125506	6.667075576033826
352	99.94926433282598	6.626041227094441
353	99.95417515274949	6.71079622893393
354	99.95422177009155	6.733842743546399
355	99.95419847328245	6.512973043258224
356	99.95449949443882	6.541963530832515
357	99.95973829894314	6.627174904676857
358	99.95951417004049	6.6304431212302966
359	99.95945261023822	6.699932809528713
360	99.95945261023822	6.688668029488756
361	99.95947315096251	6.7435241355716995
362	99.95963673057517	6.763542996308093
363	99.95957554320364	6.790898920476979
364	99.95973829894314	6.773550722499397
365	99.95969773299748	6.810296855933108
366	99.95983935742971	6.816684977136219
367	99.95963673057517	6.852237120723101
368	99.95939086294416	6.5827797905150485
369	99.95955510616784	6.565657377513826
370	99.95969773299748	6.546459448610393
371	99.96461071789686	6.4578133027122115
372	99.96450304259635	6.498848183367595
373	99.9642674834099	6.60189906746272
374	99.96419437340154	6.483730575409662
375	99.96424923391216	6.415507861603839
376	99.9642126789366	6.414827260508728
377	99.96410256410256	6.586134899359333
378	99.96412096360841	6.650204080824859
379	99.96408414571574	6.626705035692202
380	99.96404725218285	6.610736155014429
381	99.96430392656808	6.7323933185169285
382	99.96384297520662	6.487646486801707
383	99.96401028277634	6.629490607635081
384	99.96399176954732	6.631193170595644
385	99.96419437340154	6.597103291264363
386	99.9644128113879	6.491502877482055
387	99.9697428139183	6.612377875931563
388	99.96949669547534	6.700165773985432
389	99.96945010183299	6.724255511217545
390	99.96948118006104	6.8295818706921105
391	99.96934082779765	7.014841230951701
392	99.96946564885496	6.356995983731737
393	99.96938775510205	6.381052100231745
394	99.96949669547534	6.36970101168509
395	99.96937212863706	6.3787030734048304
396	99.96934082779765	6.3979513080507004
397	99.96938775510205	6.381101052762274
398	99.96954314720813	6.191237192198288
399	99.96940336562979	6.258474477494315
400	99.96957403651116	6.26529455628737
401	99.96963562753037	6.258957422567009
402	99.96957403651116	6.3136216221213495
403	99.96958945767867	6.391816864861732
404	99.96943453897096	6.4672860868192945
405	99.96941896024465	6.433500244984283
406	99.96957403651116	6.273481495497204
407	99.96958945767867	5.978312667289095
408	99.96943453897096	6.287829937698511
409	99.96911991765312	6.3322995330138925
410	99.96881496881497	6.51669328538749
411	99.96858638743456	6.77246127615854
412	99.96858638743456	6.77246127615854
413	99.96861924686192	6.948055914892994
414	99.96865203761756	6.959412388497116
415	99.9686847599165	6.955830027800461
416	99.96891191709845	7.016007056456134
417	99.96900826446281	6.997897588400436
418	99.97397188964081	7.029392253474337
419	99.97391757955138	7.03671607480298
420	99.97387669801464	7.071837917644184
421	99.9738082765846	6.878608810587458
422	99.9738219895288	6.87680939007389
423	99.97394476289735	6.887191227492622
424	99.97401247401247	6.882001303657344
425	99.97401247401247	7.101205482666697
426	99.97402597402598	7.143131045515931
427	99.97394476289735	7.136104688508352
428	99.97391757955138	7.284444147121126
429	99.97387669801464	7.290146343743714
430	99.9738219895288	6.937607415012016
431	99.97376705141657	6.92979174690326
432	99.9736425935688	6.946198306592637
433	99.97371188222924	6.933298570543649
