Cycle	Avarage Links
0	5.386
1	5.386
2	5.391
3	5.388694347173587
4	5.383924113829256
5	5.38
6	5.395511221945137
7	5.389221556886228
8	5.420607267297163
9	5.422598307615729
10	5.448207171314741
11	5.422288855572214
12	5.4071106659989985
13	5.4271407110666
14	5.442
15	5.467065868263473
16	5.46879680479281
17	5.460190285428142
18	5.486
19	5.502994011976048
20	5.513972055888224
21	5.517447657028913
22	5.554234769687964
23	5.5228174603174605
24	5.529470034670629
25	5.519564140663695
26	5.5368629391390405
27	5.521825396825397
28	5.508684863523573
29	5.500497512437811
30	5.504222553402881
31	5.526028755577591
32	5.584569732937686
33	5.569796323894685
34	5.558882235528942
35	5.548872180451128
36	5.510286001003513
37	5.471507816439738
38	5.5027679919476595
39	5.474320241691843
40	5.483123425692695
41	5.44331983805668
42	5.463709677419355
43	5.4886991461577095
44	5.518072289156627
45	5.48335015136226
46	5.505030181086519
47	5.512293025589564
48	5.549900199600798
49	5.568725099601593
50	5.579052369077306
51	5.549748743718593
52	5.51084215834594
53	5.47118301314459
54	5.514300050175614
55	5.512537612838516
56	5.508032128514056
57	5.467002518891688
58	5.51975987993997
59	5.501504513540622
60	5.495486459378134
61	5.513269904857286
62	5.496735308890005
63	5.499245852187029
64	5.458019105077929
65	5.477649422400804
66	5.469490670700958
67	5.436962025316456
68	5.451515151515151
69	5.455555555555556
70	5.497245868803205
71	5.54006968641115
72	5.573134328358209
73	5.546546546546547
74	5.545454545454546
75	5.53
76	5.51951951951952
77	5.532766383191595
78	5.541082164328658
79	5.520603015075377
80	5.508807247106191
81	5.489662128088755
82	5.5035105315947845
83	5.526817042606516
84	5.521848317428428
85	5.50804828973843
86	5.5414585414585416
87	5.57973174366617
88	5.522613065326633
89	5.5314228255404725
90	5.512588116817724
91	5.535444947209653
92	5.534439416792358
93	5.550075490689482
94	5.5204855842185125
95	5.569696969696969
96	5.538071065989848
97	5.5864509605662285
98	5.619526925012582
99	5.576032225579054
100	5.604218985434455
101	5.651477215823736
102	5.618328298086606
103	5.6165489404641775
104	5.624309392265193
105	5.6148074037018505
106	5.651266766020864
107	5.609538002980626
108	5.59682224428997
109	5.609731876861966
110	5.598009950248756
111	5.607337630143778
112	5.628641975308642
113	5.663873829472647
114	5.657959586002957
115	5.653543307086614
116	5.670935960591133
117	5.698428290766208
118	5.777994157740993
119	5.7933723196881095
120	5.768286696121748
121	5.757367387033399
122	5.763493621197252
123	5.77002457002457
124	5.7795275590551185
125	5.806546165119688
126	5.817298347910593
127	5.831149927219796
128	5.851744186046512
129	5.846378220709772
130	5.87445678416224
131	5.871373307543521
132	5.888403687530325
133	5.854227405247814
134	5.840742550073278
135	5.809197651663405
136	5.790913531998046
137	5.77875673029858
138	5.73686794305351
139	5.752082312591867
140	5.769418661455789
141	5.7573385518591
142	5.738363547280745
143	5.733594515181195
144	5.733268197361993
145	5.7158203125
146	5.687101520353115
147	5.711198428290766
148	5.717936117936118
149	5.688669950738916
150	5.660246913580247
151	5.672388425698872
152	5.663405088062622
153	5.690360272638753
154	5.674305216967333
155	5.67235494880546
156	5.698149951314508
157	5.686255463817387
158	5.657393850658858
159	5.644749754661433
160	5.622287968441815
161	5.636094674556213
162	5.6358267716535435
163	5.641908509591737
164	5.624630541871921
165	5.619188921859545
166	5.604558969276511
167	5.58197127290738
168	5.579313774241671
169	5.584905660377358
170	5.5910669975186105
171	5.600792471520554
172	5.630981746423286
173	5.657311669128508
174	5.671905697445973
175	5.649433776464796
176	5.658823529411765
177	5.687866927592955
178	5.673369298675821
179	5.674350171652771
180	5.690651003426334
181	5.719863347974622
182	5.719452590420333
183	5.755598831548198
184	5.754010695187166
185	5.75642891800097
186	5.761789013125911
187	5.744390243902439
188	5.8066083576287655
189	5.802529182879377
190	5.800683927699072
191	5.785399314061735
192	5.745812807881774
193	5.758112094395281
194	5.81640625
195	5.805093046033301
196	5.798921039725355
197	5.814453125
198	5.806546165119688
199	5.772214040255277
200	5.763841254287114
201	5.754299754299755
202	5.748768472906404
203	5.743539736713799
204	5.75
205	5.712885840274375
206	5.674212598425197
207	5.6550024642681125
208	5.65547877591313
209	5.641835224469659
210	5.663716814159292
211	5.678939617083947
212	5.689892051030422
213	5.644970414201183
214	5.6901131333005415
215	5.670437776684702
216	5.700587084148728
217	5.699558173784978
218	5.705418719211822
219	5.724172021749877
220	5.710059171597633
221	5.703448275862069
222	5.7145659637077
223	5.711472181191532
224	5.6962524654832345
225	5.691547207118141
226	5.686235816477553
227	5.690711462450593
228	5.646590343454455
229	5.63356504468719
230	5.638446215139442
231	5.667161961367014
232	5.655104063429138
233	5.644599303135888
234	5.685459940652819
235	5.701477832512316
236	5.7226849583537485
237	5.691478942213516
238	5.715403422982885
239	5.727183513248282
240	5.7480392156862745
241	5.745454545454545
242	5.7366093366093365
243	5.711187777230163
244	5.716535433070866
245	5.7155555555555555
246	5.706376668314385
247	5.713719663199604
248	5.733201581027668
249	5.749753694581281
250	5.7486446525381965
251	5.715274345032131
252	5.783889980353635
253	5.759960649286769
254	5.784735812133072
255	5.824390243902439
256	5.827569410618607
257	5.844735565259583
258	5.814724524622136
259	5.822243807673628
260	5.813320369470102
261	5.794045876037091
262	5.804474708171206
263	5.828405235094523
264	5.8910843373493975
265	5.857558139534884
266	5.845036319612591
267	5.857902368293861
268	5.850674373795761
269	5.8767453057294174
270	5.894990366088632
271	5.8804243008678885
272	5.861501210653753
273	5.862536302032914
274	5.836813987372511
275	5.850919651500484
276	5.815712900096993
277	5.877825877825877
278	5.884504331087585
279	5.83752417794971
280	5.8257502420135525
281	5.838491295938105
282	5.836972343522562
283	5.810916179337232
284	5.8330097087378645
285	5.845855550169656
286	5.7758198727361725
287	5.789422135161606
288	5.817387081107333
289	5.813592233009709
290	5.79718583212033
291	5.800874210781933
292	5.816069699903195
293	5.817829457364341
294	5.78630403108305
295	5.789115646258503
296	5.781782756941062
297	5.777886020457866
298	5.792599805258033
299	5.7988394584139265
300	5.784332688588008
301	5.766536964980545
302	5.730600292825769
303	5.735738664066309
304	5.713447432762837
305	5.683848797250859
306	5.687714145863926
307	5.682664054848188
308	5.627450980392157
309	5.6175024582104225
310	5.596439169139466
311	5.617168228909719
312	5.57581764122894
313	5.6303597831444065
314	5.601980198019802
315	5.573412698412699
316	5.585523054040655
317	5.611468116658428
318	5.618531296205027
319	5.61439842209073
320	5.6099009900990096
321	5.6158415841584155
322	5.596621957277695
323	5.605774016923843
324	5.602385685884692
325	5.614469772051536
326	5.639763779527559
327	5.629301868239922
328	5.647231749142577
329	5.6537897310513445
330	5.637163814180929
331	5.65234375
332	5.698977106673161
333	5.677103718199609
334	5.701463414634146
335	5.738199513381995
336	5.720975609756097
337	5.7431640625
338	5.780795344325897
339	5.7871720116618075
340	5.812439261418853
341	5.808179162609543
342	5.8359223300970875
343	5.8387566779990285
344	5.840931134820562
345	5.845036319612591
346	5.823758519961052
347	5.814724524622136
348	5.790913531998046
349	5.811375789985416
350	5.798833819241983
351	5.7441176470588236
352	5.743614931237721
353	5.743488943488943
354	5.714003944773175
355	5.6982248520710055
356	5.671287128712871
357	5.710902812037494
358	5.746062992125984
359	5.7234251968503935
360	5.722140402552774
361	5.685966633954858
362	5.673570019723866
363	5.71484566389025
364	5.690721649484536
365	5.681102362204724
366	5.674395658608781
367	5.64473033151905
368	5.6684755796743955
369	5.644906033630069
370	5.666666666666667
371	5.650715342871238
372	5.6714215445154945
373	5.6300692383778435
374	5.619613670133729
375	5.572564612326044
376	5.588089330024814
377	5.583084577114428
378	5.590660705414804
379	5.630434782608695
380	5.61599210266535
381	5.580933465739821
382	5.578947368421052
383	5.583250249252243
384	5.580629056415377
385	5.602
386	5.612581128307538
387	5.6575682382134
388	5.625992063492063
389	5.610972568578553
390	5.622133599202392
391	5.59320339830085
392	5.580468360737419
393	5.622772277227723
394	5.609126984126984
395	5.588645418326693
396	5.616342800199303
397	5.667328699106256
398	5.705794947994057
399	5.671626984126984
400	5.676907829534192
401	5.680315737543167
402	5.649851632047477
403	5.693817468105986
404	5.7175085826385486
405	5.6745796241345206
406	5.660414610069101
407	5.621325361235675
408	5.639082751744766
409	5.65788165091994
410	5.643318430203676
411	5.630815407703852
412	5.623871614844534
413	5.622055137844612
414	5.651348651348651
415	5.654
416	5.640742599096839
417	5.607052896725441
418	5.614264188849824
419	5.62625250501002
420	5.621485943775101
421	5.598994974874372
422	5.56631366616238
423	5.565743073047859
424	5.5730110775428
425	5.596992481203007
426	5.6
427	5.658512231652521
428	5.643178410794603
429	5.668161434977579
430	5.663356504468719
431	5.678217821782178
432	5.693064436792917
433	5.6786594381468705
434	5.670599803343166
435	5.646534653465347
436	5.6352824578790885
437	5.6232604373757455
438	5.645657568238214
439	5.652260307998013
440	5.6428927680798004
441	5.658
442	5.631526104417671
443	5.623612512613522
444	5.593528816986855
445	5.577137076378351
446	5.601819100555836
447	5.62891809908999
448	5.641414141414141
449	5.662796567390207
450	5.651866801210898
451	5.648785425101215
452	5.666329625884732
453	5.627906976744186
454	5.630676084762865
455	5.6218402426693626
456	5.612968591691996
457	5.6115618661257605
458	5.612286002014098
459	5.596358118361153
460	5.653266331658291
461	5.60832064941654
462	5.647951441578149
463	5.61499493414387
464	5.622718052738337
465	5.6373793803961405
466	5.608762098828324
467	5.625635808748728
468	5.646700507614213
469	5.650101419878296
470	5.6509386098427195
471	5.683838383838384
472	5.668179525970752
473	5.651866801210898
474	5.653092006033183
475	5.6329813976872805
476	5.607070707070707
477	5.629518072289157
478	5.663831915957979
479	5.676646706586826
480	5.648648648648648
481	5.662493740610916
482	5.632611977856064
483	5.615345784957093
484	5.6289592760181
485	5.582195245321194
486	5.585058051489147
487	5.584848484848485
488	5.573306370070779
489	5.568468923698838
490	5.555443037974683
491	5.529232333502796
492	5.499745287824758
493	5.516227180527383
494	5.4939024390243905
495	5.4951653944020356
496	5.5
497	5.451463790446842
498	5.491803278688525
499	5.4494093477144325
Average Links for 500 cycles:	5.653118866041892
