cycle	occupancy
446	3136816.0
447	3136816.0
448	3136816.0
449	3136816.0
450	3136816.0
451	3136816.0
452	3136816.0
453	3136816.0
454	3136816.0
455	3136816.0
456	3136816.0
457	3136816.0
458	3136816.0
459	3136816.0
460	3136816.0
461	3136816.0
462	3136816.0
463	3136816.0
464	3136816.0
465	3136816.0
466	3136816.0
467	3136816.0
468	3136816.0
469	3136816.0
470	3136816.0
471	3136816.0
472	3136816.0
473	3136816.0
474	3136816.0
475	3136816.0
476	3136816.0
477	3136816.0
478	3136816.0
479	3136816.0
480	3136816.0
481	3136816.0
482	3136816.0
483	3136816.0
484	3136816.0
485	3136816.0
486	3136816.0
487	3136816.0
488	3136816.0
489	3136816.0
490	3136816.0
491	3136816.0
492	3136816.0
493	3136816.0
494	3136816.0
495	3136816.0
496	3136816.0
497	3136816.0
498	3136816.0
499	3136816.0

