Cycle	Now Cost	Average Cost	Number of Replication

0	7762	7762.0	9
1	0	3881.0	0
2	0	2587.3333333333335	0
3	0	1940.5	0
4	719	1696.2	1
5	0	1413.5	0
6	0	1211.5714285714287	0
7	0	1060.125	0
8	0	942.3333333333334	0
9	0	848.1	0
10	405	807.8181818181819	5
11	819	808.75	3
12	0	746.5384615384615	0
13	0	693.2142857142857	0
14	418	674.8666666666667	5
15	7457	1098.75	9
16	1131	1100.6470588235295	2
17	632	1074.611111111111	1
18	0	1018.0526315789474	0
19	10	967.65	4
20	6507	1231.4285714285713	8
21	466	1196.6363636363637	5
22	0	1144.608695652174	0
23	908	1134.75	1
24	18	1090.08	4
25	6909	1313.8846153846155	11
26	999	1302.2222222222222	1
27	849	1286.0357142857142	9
28	26	1242.5862068965516	4
29	0	1201.1666666666667	0
30	2639	1247.5483870967741	8
31	22	1209.25	8
32	7	1172.8181818181818	4
33	1506	1182.6176470588234	2
34	0	1148.8285714285714	0
35	5349	1265.5	13
36	6	1231.4594594594594	4
37	0	1199.0526315789473	0
38	0	1168.3076923076924	0
39	838	1160.05	1
40	872	1153.0243902439024	5
41	4	1125.6666666666667	4
42	625	1114.0232558139535	1
43	1674	1126.75	6
44	1528	1135.6666666666667	2
45	0	1110.9782608695652	0
46	986	1108.3191489361702	1
47	2154	1130.1041666666667	2
48	2237	1152.6938775510205	3
49	3303	1195.7	4
50	4958	1269.4705882352941	7
51	3134	1305.326923076923	4
52	0	1280.698113207547	0
53	3765	1326.7037037037037	5
54	1380	1327.6727272727273	2
55	6104	1412.9642857142858	9
56	29	1388.6842105263158	4
57	1234	1386.0172413793102	2
58	4669	1441.6610169491526	6
59	1880	1448.9666666666667	2
60	1459	1449.1311475409836	2
61	0	1425.758064516129	0
62	486	1410.8412698412699	1
63	0	1388.796875	0
64	2363	1403.7846153846153	3
65	2627	1422.3181818181818	4
66	1003	1416.0597014925372	1
67	0	1395.235294117647	0
68	1524	1397.1014492753623	2
69	2828	1417.5428571428572	4
70	7223	1499.3098591549297	9
71	0	1478.486111111111	0
72	853	1469.9178082191781	1
73	2228	1480.162162162162	3
74	0	1460.4266666666667	0
75	5789	1517.3815789473683	7
76	0	1497.6753246753246	0
77	2239	1507.179487179487	3
78	0	1488.1012658227849	0
79	0	1469.5	0
80	3309	1492.20987654321	9
