Cycle	Data Availavility
0	NaN
1	NaN
2	NaN
3	NaN
4	1.0
5	1.0
6	1.0
7	1.0
8	1.0
9	1.0
10	1.0
11	1.0
12	1.0
13	1.0
14	1.0
15	0.9897959183673469
16	0.9547511312217195
17	0.9433198380566802
18	0.9163636363636364
19	0.906832298136646
20	0.8736842105263158
21	0.847926267281106
22	0.8380566801619433
23	0.838475499092559
24	0.8289902280130294
25	0.8318840579710145
26	0.846553966189857
27	0.858343337334934
28	0.8717391304347826
29	0.8877259752616555
30	0.9002535925612849
31	0.9089506172839507
32	0.9161931818181818
33	0.9230267449445532
34	0.9306698002350177
35	0.9362506753106429
36	0.9415262636273538
37	0.946094106898127
38	0.949680170575693
39	0.9531374106433678
40	0.9562638991845812
41	0.9593523940750948
42	0.9620334620334621
43	0.9641555285540705
44	0.9664200341491178
45	0.9680735930735931
46	0.9695719443011862
47	0.9710216110019646
48	0.9718076285240465
49	0.971441523118767
50	0.9708695652173913
51	0.9705513784461153
52	0.970113085621971
53	0.9677103718199609
54	0.9661113214691405
55	0.9624610877128731
56	0.9583481035093938
57	0.9545299145299145
58	0.9479807212896793
59	0.9420756234915527
60	0.9369496855345912
61	0.9270849391089873
62	0.9186399514268366
63	0.9091451588840818
64	0.8986013986013986
65	0.8887303851640513
66	0.8789746463090069
67	0.870724000549526
68	0.861047529285041
69	0.8530917684127609
70	0.844829800899165
71	0.8335436648157496
72	0.8220653789004457
73	0.8118175200194128
74	0.8017364414843007
75	0.7921805911100768
76	0.7831888686131386
77	0.7751990133423029
78	0.7681015452538631
79	0.7591304347826087
80	0.7510143070681188
81	0.7448797395231593
82	0.7369619205298014
83	0.7283195760725568
84	0.7198997493734336
85	0.7102766798418972
86	0.7006133774705482
87	0.6907730673316709
88	0.6800113303748466
89	0.6729180206108997
90	0.6669708861914758
91	0.658152711574782
92	0.6496181850470609
93	0.644039590084961
94	0.6381437074096438
95	0.6321917226140903
96	0.6265532482695355
97	0.6198224852071006
98	0.6129712201053912
99	0.607929164007658
100	0.6021311603854893
101	0.5963196797043425
102	0.5906025009473286
103	0.5842604345553647
104	0.5798578025360991
105	0.5744466075420002
106	0.5708507769814801
107	0.5676901605024425
108	0.5635937715309356
109	0.5622029064240119
110	0.5606932548179872
111	0.5603743738465594
112	0.558919059373782
113	0.5578711125360692
114	0.5577299412915852
115	0.5583058647925866
116	0.5575776206578543
117	0.5573830187534139
118	0.5573219749235107
119	0.5567388474736717
120	0.5575824688192097
121	0.5573836506932061
122	0.5563440249787113
123	0.5554247926473885
124	0.554719902671017
125	0.5546594005449591
126	0.5524742878681815
127	0.5516250864407681
128	0.5499473684210526
129	0.5474099859718398
130	0.5457717569786535
131	0.5427107639241149
132	0.5393218978834387
133	0.5349831047505466
134	0.5318709423568758
135	0.5297668305505525
136	0.5269853508095605
137	0.523305690591936
138	0.5214191356859785
139	0.5188762891408838
140	0.5173702422145329
141	0.516108423838642
142	0.514649451492032
143	0.5133241083783422
144	0.5124193405816317
145	0.5122644396834419
146	0.511687299800883
147	0.5106994296496419
148	0.509700700488219
149	0.5091282998279263
150	0.5087180338757887
151	0.5081502771504824
152	0.5079016859638432
153	0.5076558292810353
154	0.5076335877862596
155	0.5071734601627295
156	0.5062872270019855
157	0.5038003009375361
158	0.5020259938837921
159	0.5003600530604511
160	0.4988728584310189
161	0.4980282738095238
162	0.495928668803655
163	0.4922435240743451
164	0.4886528949665406
165	0.4851506611749404
166	0.482035820681239
167	0.4795344533029613
168	0.47586742986361386
169	0.4726991818532954
170	0.4694454133240321
