Cycle	Now Cost	Average Cost	Number of Replication

0	0	0.0	0
1	0	0.0	0
2	0	0.0	0
3	0	0.0	0
4	0	0.0	0
5	0	0.0	0
6	0	0.0	0
7	0	0.0	0
8	0	0.0	0
9	0	0.0	0
10	36	3.272727272727273	4
11	0	3.0	0
12	0	2.769230769230769	0
13	0	2.5714285714285716	0
14	10	3.066666666666667	4
15	0	2.875	0
16	0	2.7058823529411766	0
17	0	2.5555555555555554	0
18	0	2.4210526315789473	0
19	55	5.05	4
20	0	4.809523809523809	0
21	210	14.136363636363637	4
22	0	13.521739130434783	0
23	0	12.958333333333334	0
24	171	19.28	4
25	0	18.53846153846154	0
26	0	17.85185185185185	0
27	343	29.464285714285715	8
28	703	52.689655172413794	4
29	0	50.93333333333333	0
30	0	49.29032258064516	0
31	259	55.84375	8
32	36	55.24242424242424	4
33	0	53.61764705882353	0
34	0	52.08571428571429	0
35	91	53.166666666666664	4
36	153	55.86486486486486	4
37	0	54.39473684210526	0
38	0	53.0	0
39	0	51.675	0
40	78	52.31707317073171	4
41	21	51.57142857142857	4
42	0	50.372093023255815	0
43	36	50.04545454545455	4
44	0	48.93333333333333	0
45	0	47.869565217391305	0
46	0	46.851063829787236	0
47	0	45.875	0
48	0	44.93877551020408	0
49	0	44.04	0
50	0	43.1764705882353	0
51	0	42.34615384615385	0
52	0	41.54716981132076	0
53	0	40.77777777777778	0
54	0	40.03636363636364	0
55	0	39.32142857142857	0
56	990	56.0	4
57	0	55.03448275862069	0
58	0	54.101694915254235	0
59	0	53.2	0
60	0	52.32786885245902	0
61	0	51.483870967741936	0
62	0	50.666666666666664	0
63	0	49.875	0
64	0	49.10769230769231	0
65	0	48.36363636363637	0
66	0	47.64179104477612	0
67	0	46.94117647058823	0
68	0	46.26086956521739	0
69	0	45.6	0
70	0	44.95774647887324	0
71	0	44.333333333333336	0
72	0	43.726027397260275	0
73	0	43.13513513513514	0
74	0	42.56	0
75	0	42.0	0
76	0	41.45454545454545	0
77	0	40.92307692307692	0
78	0	40.40506329113924	0
79	0	39.9	0
80	210	42.0	4
81	0	41.48780487804878	0
82	0	40.98795180722892	0
83	0	40.5	0
84	0	40.023529411764706	0
85	0	39.55813953488372	0
86	0	39.10344827586207	0
87	0	38.65909090909091	0
88	15	38.39325842696629	4
89	0	37.96666666666667	0
90	288	40.714285714285715	8
91	0	40.27173913043478	0
92	0	39.83870967741935	0
93	943	49.4468085106383	12
94	0	48.92631578947368	0
95	28	48.708333333333336	4
96	55	48.77319587628866	4
97	10	48.37755102040816	4
98	0	47.888888888888886	0
99	87	48.28	8
100	34	48.13861386138614	12
101	1	47.6764705882353	4
102	3	47.24271844660194	4
103	21	46.99038461538461	4
104	466	50.98095238095238	8
105	402	54.29245283018868	16
106	64	54.38317757009346	16
107	130	55.083333333333336	32
108	67	55.19266055045872	16
109	16	54.836363636363636	8
110	0	54.34234234234234	0
111	6	53.910714285714285	4
112	0	53.43362831858407	0
113	15	53.09649122807018	4
114	0	52.63478260869565	0
115	72	52.80172413793103	8
116	267	54.63247863247863	24
117	378	57.3728813559322	4
118	0	56.890756302521005	0
119	0	56.416666666666664	0
120	920	63.553719008264466	88
121	220	64.8360655737705	84
122	102	65.13821138211382	72
123	155	65.86290322580645	80
124	142	66.472	120
125	111	66.82539682539682	56
126	195	67.83464566929133	92
127	25	67.5	60
128	25	67.17054263565892	60
129	27	66.86153846153846	48
130	107	67.16793893129771	52
131	16	66.78030303030303	52
132	24	66.45864661654136	56
133	26	66.15671641791045	60
134	8	65.72592592592592	28
135	32	65.4779411764706	36
136	23	65.16788321167883	40
137	5	64.73188405797102	24
138	5	64.3021582733813	12
139	1	63.85	12
140	3	63.41843971631206	4
141	13	63.063380281690144	20
142	6	62.66433566433567	16
143	0	62.229166666666664	0
144	0	61.8	0
145	2	61.39041095890411	8
146	0	60.97278911564626	0
147	0	60.560810810810814	0
148	0	60.15436241610738	0
149	0	59.75333333333333	0
150	0	59.35761589403973	0
151	0	58.9671052631579	4
152	0	58.58169934640523	0
153	0	58.201298701298704	0
154	0	57.825806451612905	0
155	0	57.455128205128204	0
156	0	57.089171974522294	4
157	0	56.72784810126582	0
158	0	56.37106918238994	0
159	0	56.01875	0
