Data 0 start Replication cycle
Relate: 87 Cuckoo: 87
Data 1 start Replication cycle
Relate: 34 Cuckoo: 34
Data 2 start Replication cycle
Relate: 33 Cuckoo: 33
Data 3 start Replication cycle
Relate: 130 Cuckoo: 130
Data 4 start Replication cycle
Relate: 103 Cuckoo: 103
Data 5 start Replication cycle
Relate: 91 Cuckoo: 91
Data 6 start Replication cycle
Relate: 92 Cuckoo: 92
Data 7 start Replication cycle
Relate: 152 Cuckoo: 152
Data 8 start Replication cycle
Relate: 68 Cuckoo: 68
Data 9 start Replication cycle
Relate: 102 Cuckoo: 102
Data 10 start Replication cycle
Relate: 81 Cuckoo: 81
Data 11 start Replication cycle
Relate: 80 Cuckoo: 80
Data 12 start Replication cycle
Relate: 110 Cuckoo: 110
Data 13 start Replication cycle
Relate: 103 Cuckoo: 103
Data 14 start Replication cycle
Relate: 161 Cuckoo: 161
Data 15 start Replication cycle
Relate: 108 Cuckoo: 108
Data 16 start Replication cycle
Relate: 187 Cuckoo: 187
Data 17 start Replication cycle
Relate: 107 Cuckoo: 107
Data 18 start Replication cycle
Relate: 153 Cuckoo: 153
Data 19 start Replication cycle
Relate: 141 Cuckoo: 141
Data 20 start Replication cycle
Relate: 180 Cuckoo: 180
Data 21 start Replication cycle
Relate: 127 Cuckoo: 127
Data 22 start Replication cycle
Relate: 142 Cuckoo: 143
Data 23 start Replication cycle
Relate: 216 Cuckoo: 216
Data 24 start Replication cycle
Relate: 212 Cuckoo: 213
Data 25 start Replication cycle
Relate: 213 Cuckoo: 213
Data 26 start Replication cycle
Relate: 241 Cuckoo: 241
Data 27 start Replication cycle
Relate: 151 Cuckoo: 151
Data 28 start Replication cycle
Relate: 243 Cuckoo: 244
Data 29 start Replication cycle
Relate: 170 Cuckoo: 170
Data 30 start Replication cycle
Relate: 251 Cuckoo: 251
Data 31 start Replication cycle
Relate: 255 Cuckoo: 255
Data 32 start Replication cycle
Relate: 207 Cuckoo: 208
Data 33 start Replication cycle
Relate: 212 Cuckoo: 212
Data 34 start Replication cycle
Relate: 205 Cuckoo: 205
Data 35 start Replication cycle
Relate: 232 Cuckoo: 232
Data 36 start Replication cycle
Relate: 304 Cuckoo: 305
Data 37 start Replication cycle
Relate: 214 Cuckoo: 214
Data 38 start Replication cycle
Relate: 305 Cuckoo: 305
Data 39 start Replication cycle
Relate: 240 Cuckoo: 240
Data 40 start Replication cycle
Relate: 282 Cuckoo: 282
Data 41 start Replication cycle
Relate: 229 Cuckoo: 229
Data 42 start Replication cycle
Relate: 330 Cuckoo: 330
Data 43 start Replication cycle
Relate: 244 Cuckoo: 244
Data 44 start Replication cycle
Relate: 341 Cuckoo: 341
Data 45 start Replication cycle
Relate: 243 Cuckoo: 243
Data 46 start Replication cycle
Relate: 301 Cuckoo: 301
Data 47 start Replication cycle
Relate: 365 Cuckoo: 367
Data 48 start Replication cycle
Relate: 310 Cuckoo: 311
Data 49 start Replication cycle
Relate: 303 Cuckoo: 303

