Cycle	Data Availavility
170	0.4699472515269295
171	0.4660713054272119
172	0.4629984925311772
173	0.45960661539508607
174	0.45714285714285713
175	0.45619801448886504
176	0.45307971617975284
177	0.4504558065794689
178	0.44670034111781687
179	0.4436926680111899
180	0.440019364208488
181	0.4371276663890846
182	0.4342490143711052
183	0.4302946098708516
184	0.42606704926772665
185	0.4225154844532976
186	0.4185615422639644
187	0.413460356484327
188	0.40809902200488996
189	0.40371483201311115
190	0.3988003737529011
191	0.39353350113867913
192	0.3871977579678602
193	0.37933798426599374
194	0.3733400224281414
195	0.36742424242424243
196	0.36077262499634727
197	0.35407756538942714
198	0.34808678272456045
199	0.34174040872798545
200	0.33602821020039564
201	0.3292189281641961
202	0.32360532062735753
203	0.31724254742547425
204	0.31178845830295554
205	0.30718607958506455
206	0.3018590455049944
207	0.296048632218845
208	0.29020276776625303
209	0.2857807709154621
210	0.28254953189636406
211	0.27884771436299705
212	0.2744517691376295
213	0.27085674533097875
214	0.2670870247692021
215	0.2630938525023807
216	0.2598375522435139
217	0.2565060618729097
218	0.25278636564391677
219	0.24918608857423388
220	0.2470153277362705
221	0.24550210539747352
222	0.24263286251397215
223	0.240267947421638
224	0.2377585425997685
225	0.2350319268811819
226	0.2327876205427226
227	0.23090656615750843
228	0.22774061366048728
229	0.22583497053045187
230	0.2242120693867579
231	0.2224275432795176
232	0.22152618212601283
233	0.22089329547095346
234	0.22029270162159573
235	0.2207399290087429
236	0.22115339051319718
237	0.22119055474383748
238	0.22098229984761458
239	0.22097387007295868
240	0.22136714494332538
241	0.22199695894576787
242	0.2222222222222222
243	0.22219183078045224
244	0.22299241137161627
245	0.22361633590881444
246	0.22342213160665875
247	0.2231071253290501
248	0.2235837329071213
249	0.22390334408269646
250	0.22376176651711094
251	0.2236672140120416
252	0.22411199058023157
253	0.22380507720037351
254	0.22380313973100377
255	0.22297821031780207
256	0.2220029600394672
257	0.22101619588906457
258	0.21931225380602576
259	0.2182330986512851
260	0.21681070002324254
261	0.21489935146972122
262	0.21179534571116526
263	0.2088266728137639
264	0.20476080908653543
265	0.20149861200976812
266	0.19844212104802766
267	0.1951939467010352
268	0.1917197320113667
269	0.18868627491565418
270	0.18484929865515318
271	0.18238773365208252
272	0.1795784061696658
273	0.1765779810867915
274	0.1736166554074802
275	0.17044316858386285
276	0.16769629131241462
277	0.1644621708518172
278	0.15976427555374922
279	0.1562855055997403
280	0.1531027776089467
281	0.14962462310540908
282	0.1462320392862195
283	0.14366668683324257
284	0.14081472382755078
285	0.1383303844297893
286	0.13570897696000642
287	0.1324273325839088
288	0.12938037831223798
289	0.12567944320757365
290	0.12204171680705976
291	0.11784288951727734
292	0.11460484889806886
293	0.11111556660518085
294	0.10728391843936083
295	0.10352639281489946
296	0.10022852102794372
297	0.09709944474512398
298	0.093768165327026
299	0.09039525374809589
300	0.08703755661549561
301	0.08356545961002786
302	0.07996713953674761
303	0.07624028211909914
304	0.07310720653937852
305	0.06949397011098202
306	0.0660830896198069
307	0.06305331891198974
308	0.06002283150748032
309	0.057366545192423214
310	0.05429864253393665
311	0.05117014674380893
312	0.04842164261264688
313	0.046051314894128004
314	0.04312501250725421
315	0.04019929566191772
316	0.03767657769418544
317	0.03469318340969568
318	0.03216965089526858
319	0.03018603720744149
320	0.028083931750445063
321	0.02624
322	0.024238545687258764
323	0.022176895234667145
324	0.01993641144593973
325	0.01789642071585683
326	0.015735279416175148
327	0.01369370089758711
328	0.0119735342914826
329	0.010193068713274973
330	0.008333999520345352
331	0.007014248316380568
332	0.005874477990688753
333	0.005314366771222504
334	0.0051336342934760896
335	0.00499340870051532
336	0.004993109508877749
337	0.0049927106424620055
338	0.004992511233150275
339	0.004991913100776742
340	0.004991215460789011
341	0.004990617638838983
342	0.0049903187815637665
343	0.004989721174380775
344	0.00498932284910292
345	0.00498882503192848
346	0.00498862593287305
347	0.004987929211308633
348	0.004987630675923709
349	0.004987332176272268
350	0.004987133196353408
351	0.004987033712347895
352	0.004986536351850005
353	0.004986536351850005
354	0.004986138534873053
355	0.004985840213792828
356	0.004985641352903638
357	0.004985144270075176
358	0.004984647286358017
359	0.004984249770724511
360	0.004983554270906011
361	0.004983057604145904
362	0.004982362436973115
363	0.0049817667337544586
364	0.004981071926678621
365	0.004980278098729033
366	0.004979583706802112
367	0.004978988667821792
368	0.0049786912016569086
369	0.004978096375945838
370	0.004977799016386914
371	0.004977204403830457
372	0.004977105315548477
373	0.00497680807437342
374	0.004976411808029938
375	0.004976015604784937
376	0.004975718493750498
377	0.004975520439437965
378	0.00497482737349014
379	0.004974035534509858
380	0.004973837614149573
381	0.004973441820677582
382	0.004972749333651589
383	0.004972551515633702
384	0.004972155926809865
385	0.004971463797800625
386	0.004970969537898671
387	0.0049705742007316684
388	0.004969981312870264
389	0.004969289789103342
390	0.004968795961362643
391	0.004968302231761363
392	0.004967808600270249
393	0.004967315066860061
394	0.0049670189938806324
395	0.0049667229561935035
396	0.004966229638458482
397	0.004965736418710895
398	0.004965144684316101
399	0.004964947470855758
400	0.004964060204122156
401	0.004963764519011218
402	0.00496366596513521
403	0.004963370326986837
404	0.004963074724053045
405	0.004962582130734264
406	0.004962188126476251
407	0.0049617941847772155
408	0.004961104937291633
409	0.004960809604127394
410	0.004960711167552981
411	0.004960514306123259
412	0.004960219043272951
413	0.004959727016625005
414	0.004959235087580092
415	0.004958644901521312
416	0.004958054855918926
417	0.0049577598857732125
418	0.004957464950722798
419	0.004956678628784424
420	0.004956089051008069
421	0.004955597843323819
422	0.004955106732999029
423	0.004954713914818558
424	0.00495412480431207
425	0.004953339541518892
426	0.0049531432647157885
427	0.004952848878675014
428	0.004952456418383518
429	0.004952064020283654
430	0.004951867844550964
431	0.004951377473213048
432	0.004950887198986059
433	0.00495059308105111
434	0.00495000495000495
435	0.004949416958682267
436	0.004949123015401671
437	0.004948535233570863
438	0.004947751741608613
439	0.004947360088656693
440	0.004946870609652334
441	0.00494647909617934
442	0.004946087644673063
443	0.004945402753600253
444	0.004944718052176665
445	0.004944131316127756
446	0.004943740236113034
447	0.004943446966700941
448	0.004942958261660439
449	0.004942567367193215
450	0.004942469653236329
451	0.0049417857637035715
452	0.004941102063404221
453	0.004940711462450593
454	0.004940320923247174
455	0.004940028059359377
456	0.004939832836056828
457	0.0049396376281835965
458	0.004939247258717771
459	0.00493905209712152
460	0.0049381740607592935
461	0.004938076520433761
462	0.004937588876599779
463	0.004936906337012974
464	0.0049364189242555884
465	0.0049364189242555884
466	0.004935931607731643
467	0.004935639263997473
468	0.0049351521013877644
469	0.004934665034937428
470	0.004934275450992776
471	0.0049336911904010105
472	0.004933593827087404
473	0.004933009727895184
474	0.00493271773016061
475	0.004932133838383838
476	0.0049317446539887955
477	0.004930966469428008
478	0.004930869213624978
479	0.00493038299215083
480	0.004929508035098097
481	0.004928924902900179
482	0.004928633388534027
483	0.0049285362247412515
484	0.004927759052293379
485	0.004927661922970789
486	0.0049272734439670465
487	0.004926787931340284
488	0.004926399590123554
489	0.0049261083743842365
490	0.004925137903861308
491	0.004924749822709007
492	0.004924264807264276
493	0.004923779887343916
494	0.004923392020166214
495	0.004922810333963453
496	0.004922519542402583
497	0.0049220349661364
498	0.004921550485264878
499	0.004920969234100348

